"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Arvada","109,029","158","0","22","29","107","2,605","390","2,014","201","20"
"Aspen","6,734","12","0","4","0","8","308","23","280","5","2"
"Ault","1,577","3","0","0","0","3","2","0","1","1","0"
"Aurora","336,952","1,433","29","179","483","742","10,059","1,791","7,370","898","72"
"Avon","6,453","22","1","7","0","14","96","9","86","1","1"
"Basalt","3,889","14","0","0","4","10","43","4","33","6","0"
"Berthoud","5,278","2","0","0","0","2","62","10","50","2","0"
"Black Hawk","120","4","0","0","0","4","170","6","159","5","0"
"Blue River","860","0","0","0","0","0","3","0","3","0","0"
"Boulder","100,257","249","0","32","48","169","2,937","472","2,337","128","26"
"Bow Mar","894","1","0","0","1","0","7","0","7","0","0"
"Broomfield","58,145","30","1","7","6","16","1,213","90","1,076","47","6"
"Brush","5,365","1","0","0","1","0","49","11","36","2","0"
"Buena Vista","2,674","0","0","0","0","0","1","0","1","0","0"
"Burlington","4,130","21","0","3","0","18","72","9","59","4","0"
"Campo","111","0","0","0","0","0","0","0","0","0","0"
"Canon City","16,727","93","0","23","4","66","539","75","445","19","4"
"Carbondale","6,501","7","0","1","1","5","144","21","114","9","0"
"Castle Rock","50,038","45","1","12","7","25","666","102","538","26","7"
"Cedaredge","2,247","1","0","0","0","1","55","15","38","2","0"
"Centennial","104,022","157","1","40","33","83","1,439","277","1,085","77","16"
"Center","2,311","7","0","0","0","7","43","15","26","2","1"
"Cherry Hills Village","6,206","3","0","1","0","2","94","25","65","4","0"
"Colorado Springs","432,287","1,968","18","358","523","1,069","17,899","3,641","12,456","1,802","76"
"Columbine Valley","1,302","0","0","0","0","0","5","2","3","0","0"
"Commerce City","47,590","170","7","27","17","119","1,420","295","1,001","124","6"
"Cortez","8,568","26","0","0","3","23","297","18","265","14","0"
"Craig","9,357","14","1","4","0","9","261","37","217","7","4"
"Crested Butte","1,517","3","0","0","1","2","28","9","13","6","0"
"Cripple Creek","1,206","17","0","0","0","17","74","9","63","2","0"
"Dacono","4,308","5","0","1","0","4","4","2","2","0","0"
"De Beque","512","0","0","0","0","0","6","1","5","0","0"
"Del Norte","1,706","1","0","0","0","1","17","8","9","0","0"
"Delta","8,890","19","0","2","5","12","320","54","255","11","10"
"Denver","628,545","3,871","39","376","1,165","2,291","23,343","5,129","14,544","3,670","97"
"Dillon","927","0","0","0","0","0","31","8","23","0","1"
"Durango","17,305","53","1","3","6","43","418","47","357","14","3"
"Eagle","6,555","7","0","2","0","5","70","8","61","1","0"
"Eaton","4,529","4","0","0","0","4","2","0","2","0","0"
"Elizabeth","1,381","4","0","0","1","3","32","7","25","0","0"
"Empire","284","0","0","0","0","0","2","0","1","1","0"
"Englewood","31,358","61","0","12","27","22","1,800","220","1,402","178","8"
"Erie","18,761","9","0","0","1","8","107","23","82","2","0"
"Estes Park","6,059","11","0","1","3","7","96","17","79","0","0"
"Evans","19,236","79","0","2","10","67","386","55","304","27","2"
"Federal Heights","11,886","81","1","19","11","50","667","86","508","73","2"
"Firestone","10,529","4","0","1","0","3","97","12","74","11","2"
"Florence","3,960","4","0","0","0","4","70","9","59","2","0"
"Fort Collins","148,792","391","2","44","40","305","4,119","598","3,379","142","15"
"Fort Lupton","7,655","8","0","0","1","7","55","5","42","8","1"
"Fort Morgan","11,586","14","0","0","2","12","324","57","259","8","1"
"Fountain","26,841","68","0","11","12","45","711","121","554","36","3"
"Fowler","1,201","1","0","0","1","0","8","1","7","0","0"
"Frederick","9,007","3","0","0","1","2","113","18","93","2","0"
"Frisco","2,717","4","0","1","0","3","34","6","27","1","1"
"Fruita","12,852","17","0","1","2","14","246","38","195","13","1"
"Georgetown","1,039","4","0","0","0","4","4","3","1","0","0"
"Glenwood Springs","9,727","33","0","3","3","27","530","70","431","29","2"
"Golden","19,298","31","0","3","4","24","471","55","397","19","2"
"Granby","1,852","5","0","1","1","3","45","6","39","0","0"
"Grand Junction","59,516","252","2","52","29","169","2,733","308","2,295","130","18"
"Greeley","96,276","426","1","40","64","321","3,243","542","2,560","141","33"
"Green Mountain Falls","664","1","0","1","0","0","0","0","0","0","0"
"Greenwood Village","14,434","28","1","1","4","22","538","91","424","23","3"
"Gunnison","5,967","28","0","5","1","22","234","16","214","4","0"
"Haxtun","950","1","0","0","0","1","2","0","2","0","0"
"Hayden","1,814","1","0","0","0","1","19","4","15","0","0"
"Holyoke","2,322","0","0","0","0","0","10","3","6","1","0"
"Idaho Springs","1,726","7","0","0","1","6","71","10","57","4","1"
"Ignacio","721","0","0","0","0","0","0","0","0","0","0"
"Johnstown","10,259","7","0","0","0","7","88","9","72","7","0"
"Kersey","1,509","5","0","1","0","4","21","3","14","4","1"
"Kiowa","736","2","0","1","0","1","10","3","7","0","0"
"Lafayette","25,209","54","0","7","11","36","403","70","317","16","5"
"La Junta","7,187","20","0","4","2","14","188","49","132","7","2"
"Lakeside","8","1","0","0","0","1","18","4","14","0","0"
"Lakewood","146,404","676","2","94","148","432","6,705","917","5,180","608","15"
"Lamar","8,035","9","0","0","2","7","292","55","227","10","0"
"La Salle","2,030","2","0","0","0","2","37","5","31","1","0"
"La Veta","788","1","0","1","0","0","14","8","6","0","1"
"Leadville","2,680","8","0","2","1","5","37","4","32","1","0"
"Limon","1,900","7","0","0","0","7","16","0","14","2","0"
"Littleton","43,229","56","4","20","15","17","1,248","256","911","81","3"
"Lone Tree","11,488","6","0","0","0","6","597","33","554","10","0"
"Longmont","88,925","188","0","11","30","147","2,169","359","1,705","105","57"
"Loveland","69,147","145","0","22","22","101","1,798","227","1,525","46","20"
"Mancos","1,348","1","0","0","0","1","1","1","0","0","0"
"Manitou Springs","5,184","14","0","1","2","11","150","21","119","10","0"
"Mead","3,532","2","0","0","1","1","34","5","25","4","2"
"Meeker","2,554","2","0","0","0","2","27","9","17","1","0"
"Minturn","1,037","1","0","0","0","1","17","1","15","1","0"
"Monte Vista","4,495","13","2","1","5","5","206","60","143","3","1"
"Montrose","19,274","42","1","0","3","38","693","112","555","26","3"
"Monument","5,744","2","0","1","0","1","196","73","114","9","0"
"Morrison","437","3","0","0","3","0","4","1","2","1","0"
"Mount Crested Butte","817","6","0","0","0","6","6","1","5","0","0"
"New Castle","4,570","7","0","0","0","7","56","7","44","5","0"
"Northglenn","37,094","102","1","32","7","62","1,015","173","708","134","11"
"Ouray","996","1","0","0","0","1","25","2","23","0","0"
"Pagosa Springs","1,741","10","0","1","1","8","94","22","71","1","0"
"Palisade","2,735","4","0","0","0","4","3","2","1","0","1"
"Palmer Lake","2,512","3","0","1","0","2","11","4","6","1","0"
"Parachute","1,098","5","0","0","0","5","45","25","18","2","0"
"Parker","47,004","59","0","11","3","45","449","103","325","21","4"
"Pueblo","109,065","797","8","21","199","569","7,030","1,895","4,642","493","43"
"Rangely","2,438","5","0","1","1","3","14","3","8","3","0"
"Rocky Ford","4,019","1","0","0","0","1","39","15","22","2","0"
"Salida","5,347","7","0","0","0","7","194","24","169","1","0"
"Severance","3,284","2","0","2","0","0","5","0","3","2","0"
"Sheridan","5,871","35","0","0","10","25","390","53","288","49","1"
"Silt","2,965","3","0","2","0","1","79","14","59","6","0"
"Silverthorne","3,930","2","0","1","0","1","83","2","79","2","2"
"Snowmass Village","2,857","0","0","0","0","0","48","2","46","0","0"
"South Fork","382","0","0","0","0","0","1","1","0","0","0"
"Springfield","1,474","1","0","0","0","1","5","0","5","0","0"
"Steamboat Springs","12,116","35","0","8","4","23","322","45","259","18","2"
"Sterling","14,929","31","1","3","3","24","431","110","310","11","1"
"Stratton","676","0","0","0","0","0","9","2","7","0","0"
"Telluride","2,401","6","0","0","0","6","115","8","105","2","0"
"Thornton1","123,115","332","1","58","41","232","3,257","476","2,431","350","24"
"Timnath","647","2","0","0","0","2","26","2","23","1","1"
"Trinidad","8,939","18","0","1","7","10","166","41","120","5","0"
"Vail","5,343","22","0","2","0","20","280","22","252","6","0"
"Walsenburg","3,021","25","0","3","6","16","125","36","87","2","0"
"Walsh","556","1","0","0","0","1","3","0","3","0","0"
"Westminster","109,461","284","2","29","51","202","2,830","395","2,146","289","11"
"Wheat Ridge","30,886","117","2","19","24","72","1,204","182","930","92","12"
"Windsor","19,330","2","0","0","0","2","222","37","182","3","2"
"Woodland Park","7,301","10","0","2","0","8","90","15","68","7","1"
"Wray","2,387","1","0","0","0","1","4","2","2","0","0"
"Yuma","3,593","4","0","3","0","1","23","4","18","1","0"
