"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Abbeville","12,310","123","1","5","14","103","428","160","259","9","0"
"Addis","4,043","6","0","0","0","6","1","0","1","0","0"
"Alexandria","49,283","592","4","11","184","393","3,787","943","2,714","130",""
"Amite","4,386","71","0","5","11","55","467","131","324","12","3"
"Baker","13,460","23","0","2","12","9","503","132","347","24","1"
"Basile","2,357","3","0","0","0","3","9","1","8","0","0"
"Bastrop","11,542","118","0","3","26","89","1,349","454","832","63","5"
"Berwick","4,266","5","0","0","1","4","66","25","39","2","0"
"Blanchard","2,734","1","0","0","0","1","51","14","35","2","0"
"Bogalusa","12,581","182","0","12","40","130","838","301","486","51","8"
"Bossier City","64,232","397","1","27","71","298","2,663","480","2,036","147","3"
"Broussard","8,227","43","2","5","9","27","665","349","316","0","0"
"Brusly","2,129","0","0","0","0","0","2","1","1","0","0"
"Carencro","6,897","71","0","1","11","59","260","65","183","12","0"
"Church Point","4,664","34","0","2","3","29","67","39","25","3",""
"Clarence","501","0","0","0","0","0","0","0","0","0","0"
"Clinton","1,867","11","0","0","1","10","40","11","27","2","1"
"Coushatta","2,030","23","0","0","1","22","56","15","41","0","0"
"Covington","9,325","34","0","2","4","28","272","49","213","10","2"
"Crowley","13,878","112","1","4","15","92","526","129","382","15","0"
"Cullen","1,345","18","0","0","1","17","12","5","7","0","0"
"Denham Springs","10,504","53","0","5","16","32","817","135","665","17","0"
"De Ridder","10,250","70","0","0","0","70","261","59","201","1",""
"Epps","1,090","9","0","0","0","9","2","2","0","0","0"
"Erath","2,160","15","0","0","4","11","11","1","10","0","0"
"Eunice","11,492","125","0","8","15","102","764","253","497","14","1"
"Farmerville","3,574","39","0","3","2","34","194","55","132","7","0"
"Ferriday","3,529","33","1","0","2","30","52","49","0","3","0"
"Franklin","7,538","76","2","0","11","63","468","85","368","15","0"
"Franklinton","3,771","25","0","1","1","23","219","46","166","7","0"
"French Settlement","1,081","3","0","0","1","2","33","2","30","1","0"
"Georgetown","320","1","0","0","0","1","1","1","0","0","0"
"Golden Meadow","2,095","12","0","0","4","8","50","19","31","0","0"
"Gonzales2","9,738","9","0","0","1","8","","","378","17","0"
"Grambling","4,931","15","0","0","1","14","137","127","8","2",""
"Gramercy","3,266","27","0","0","0","27","79","8","63","8","0"
"Greenwood","2,808","11","0","1","2","8","57","27","26","4","0"
"Gretna","17,901","89","2","6","17","64","644","146","440","58","2"
"Hammond","20,386","335","0","10","97","228","2,326","964","1,253","109","0"
"Harahan","9,431","14","0","1","2","11","124","31","89","4","0"
"Houma","32,688","254","4","12","86","152","1,576","358","1,131","87",""
"Independence","1,806","20","0","0","1","19","75","26","49","0","0"
"Iowa","2,634","8","0","0","2","6","111","33","77","1","0"
"Jeanerette","5,848","47","0","0","5","42","129","48","74","7","0"
"Jena","2,845","3","0","0","1","2","2","1","0","1","0"
"Jennings","10,418","58","2","2","7","47","312","85","222","5","0"
"Kaplan","4,996","217","0","4","7","206","409","117","287","5","0"
"Kenner","67,889","209","8","22","80","99","2,352","386","1,809","157","31"
"Kentwood","2,315","22","1","0","5","16","209","78","128","3","0"
"Kinder","2,403","11","0","1","0","10","82","0","80","2",""
"Lafayette","115,378","940","12","20","240","668","6,989","1,432","5,267","290","26"
"Lake Arthur","2,857","4","0","1","0","3","95","18","76","1","0"
"Lake Charles","71,795","488","7","27","148","306","3,047","1,826","1,088","133","0"
"Lake Providence","4,128","37","0","0","2","35","27","19","8","0","2"
"Leesville","5,817","69","0","8","21","40","355","27","324","4",""
"Lutcher","3,407","31","0","1","0","30","47","34","12","1","1"
"Mamou","3,372","5","0","0","0","5","121","7","110","4","0"
"Mandeville","12,825","32","0","0","2","30","339","32","304","3","1"
"Mansfield","5,339","144","0","1","1","142","347","117","222","8","0"
"Many","2,698","26","0","0","3","23","164","35","127","2","2"
"Marion","753","8","0","0","0","8","15","7","8","0",""
"Minden","12,799","27","1","1","6","19","252","60","179","13","2"
"Monroe","51,709","408","6","19","86","297","4,577","1,577","2,884","116",""
"Moreauville","931","4","0","0","0","4","6","0","5","1",""
"Morgan City","11,367","89","0","10","22","57","567","139","410","18",""
"Napoleonville","646","1","0","0","0","1","0","0","0","0","0"
"Natchitoches","17,667","144","4","5","16","119","1,018","420","590","8","1"
"New Orleans","356,317","2,593","175","144","953","1,321","12,645","3,695","6,540","2,410",""
"Norwood","327","0","0","0","0","0","1","1","0","0","0"
"Oak Grove","1,918","15","0","1","0","14","70","36","28","6","0"
"Oil City","1,212","2","0","0","0","2","15","4","10","1","0"
"Olla","1,328","4","0","2","0","2","34","5","28","1","0"
"Opelousas","23,268","248","6","15","41","186","1,364","370","931","63",""
"Pearl River","2,256","11","0","2","0","9","88","17","66","5","0"
"Pineville","15,064","47","1","0","7","39","693","119","552","22",""
"Plaquemine","6,646","56","2","0","3","51","295","33","250","12","0"
"Pollock","385","3","0","0","0","3","12","5","7","0","0"
"Ponchatoula","6,524","74","0","5","8","61","350","117","218","15","0"
"Port Allen","4,892","21","0","1","4","16","221","63","143","15","0"
"Port Vincent","541","8","0","0","1","7","40","19","19","2","0"
"Rayville","3,988","25","0","1","5","19","259","40","211","8","0"
"Ruston","21,391","111","0","7","20","84","1,013","368","620","25","1"
"Scott","9,335","27","1","1","2","23","204","37","156","11",""
"Shreveport","199,900","1,533","26","121","355","1,031","9,459","2,616","6,317","526","99"
"Slidell","27,772","106","0","16","21","69","1,549","177","1,295","77","0"
"Springhill","5,064","6","0","0","3","3","142","31","111","0","0"
"Sterlington","1,447","4","0","1","0","3","6","4","2","0","0"
"Stonewall","1,930","1","0","0","0","1","7","1","6","0",""
"Sulphur","19,632","269","0","3","19","247","999","220","753","26","3"
"Tallulah","7,218","62","1","2","6","53","257","83","169","5","0"
"Thibodaux","14,487","69","0","4","16","49","796","119","653","24","1"
"Tickfaw","703","4","1","0","3","0","27","0","25","2","0"
"Vidalia","4,070","39","0","2","3","34","176","38","137","1","0"
"Vinton","3,385","11","0","1","0","10","105","28","71","6","0"
"Walker","6,567","45","0","4","13","28","368","77","285","6","3"
"West Monroe","12,930","71","2","7","11","51","949","205","709","35",""
"Westwego","10,226","15","0","0","3","12","196","45","138","13","1"
"Winnfield","4,995","140","0","3","13","124","264","89","160","15","1"
"Zachary","15,696","44","2","1","8","33","219","22","189","8","0"
"Zwolle","1,737","13","0","1","2","10","40","39","1","0",""
