"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abington Township","53,761","78","2","1","36","39","1,405","163","1,213","29","5"
"Adamstown","1,572","1","0","0","1","0","28","2","26","0","0"
"Adams Township, Butler County","9,823","11","0","1","0","10","51","4","46","1","0"
"Adams Township, Cambria County","6,008","1","0","0","0","1","38","3","32","3","0"
"Akron","4,014","0","0","0","0","0","46","10","35","1","0"
"Albion","1,490","2","0","0","0","2","13","4","9","0","0"
"Alburtis","2,425","2","0","0","0","2","30","8","21","1","0"
"Aldan","4,229","12","1","1","2","8","94","10","80","4","0"
"Aleppo Township","1,271","0","0","0","0","0","12","2","10","0","0"
"Aliquippa","10,525","65","5","5","12","43","170","38","113","19","0"
"Allegheny Township, Blair County","6,845","52","0","2","2","48","124","17","106","1","2"
"Allegheny Township, Westmoreland County","8,199","4","0","0","1","3","76","3","70","3","0"
"Allentown","107,326","749","13","72","474","190","5,270","1,414","3,385","471","26"
"Altoona","45,793","169","1","20","43","105","974","260","657","57","13"
"Ambler","6,171","10","0","0","6","4","147","5","139","3","1"
"Ambridge","6,949","77","0","4","15","58","250","47","198","5","3"
"Amity Township","12,149","7","0","1","1","5","134","17","107","10","2"
"Annville Township","4,786","9","1","0","0","8","65","9","56","0","0"
"Apollo","1,619","4","0","0","0","4","1","1","0","0","0"
"Arnold","5,165","29","1","2","13","13","115","41","59","15","2"
"Ashland","3,080","12","0","0","3","9","69","15","54","0","1"
"Ashley","2,642","1","0","0","0","1","20","9","7","4","0"
"Ashville","256","0","0","0","0","0","0","0","0","0","0"
"Aspinwall","2,678","2","0","0","1","1","42","5","35","2","0"
"Aston Township","16,886","18","0","1","9","8","307","28","265","14","0"
"Atglen","1,383","1","0","1","0","0","7","1","5","1","0"
"Athens","3,188","8","0","0","0","8","58","12","46","0","0"
"Auburn","795","0","0","0","0","0","7","1","5","1","1"
"Avalon","4,763","9","0","0","4","5","80","14","54","12","1"
"Avoca","2,637","7","0","0","1","6","36","13","20","3","1"
"Avondale","1,083","0","0","0","0","0","0","0","0","0","0"
"Avonmore Boro","754","0","0","0","0","0","0","0","0","0","0"
"Baden","3,978","6","0","0","1","5","56","2","53","1","0"
"Baldwin Borough","18,414","20","0","2","8","10","147","27","109","11","0"
"Baldwin Township","2,016","3","0","0","0","3","14","3","10","1","0"
"Bally","1,098","0","0","0","0","0","1","0","0","1","0"
"Bangor","5,249","13","0","0","1","12","113","11","100","2","0"
"Barrett Township","4,278","6","0","1","1","4","45","15","29","1","0"
"Beaver","4,330","5","0","0","2","3","102","17","84","1","0"
"Beaver Falls","8,967","58","0","0","21","37","376","45","311","20","2"
