"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abington","16,732","58","0","3","18","37","373","124","236","13","0"
"Acton","21,104","14","0","2","1","11","167","31","131","5","0"
"Acushnet","10,606","12","0","0","1","11","118","55","60","3","0"
"Adams","8,232","43","0","11","1","31","232","62","163","7","4"
"Agawam","28,781","61","0","4","9","48","283","69","181","33","2"
"Amesbury","16,623","28","0","2","0","26","278","39","223","16","0"
"Amherst","36,845","71","0","17","5","49","532","242","264","26","1"
"Andover","33,853","19","0","3","4","12","421","59","349","13","5"
"Aquinnah","358","0","0","0","0","0","13","0","13","0","0"
"Arlington","41,598","73","0","3","11","59","535","119","390","26","9"
"Ashburnham","6,054","11","0","1","1","9","58","16","39","3","5"
"Ashland","16,164","17","0","4","0","13","166","44","115","7","4"
"Athol","11,724","48","0","6","4","38","317","125","184","8","3"
"Attleboro","43,772","127","1","5","21","100","751","147","551","53","5"
"Auburn2","16,420","","0","5","8","","601","65","518","18","3"
"Avon","4,354","11","0","2","4","5","133","20","108","5","0"
"Ayer","7,488","25","0","2","2","21","168","72","89","7","3"
"Barnstable","48,042","369","2","23","52","292","1,324","480","791","53","5"
"Barre","5,496","11","0","2","0","9","56","17","35","4","2"
"Becket","1,822","2","0","1","0","1","41","21","20","0","0"
"Bedford","13,411","8","0","3","0","5","117","16","97","4","1"
"Belchertown","14,383","31","0","1","4","26","176","30","135","11","1"
"Bellingham","16,235","29","0","4","5","20","225","34","176","15","2"
"Belmont","23,597","28","0","6","3","19","289","98","166","25","2"
"Berkley","6,601","21","0","1","0","20","82","41","33","8","1"
"Berlin","2,760","0","0","0","0","0","22","0","22","0","0"
"Bernardston","2,258","2","0","0","0","2","25","8","15","2","0"
"Beverly","39,919","97","0","10","12","75","619","114","474","31","1"
"Billerica2","43,058","","0","9","4","","567","112","437","18","1"
"Blackstone","9,126","11","0","1","1","9","108","20","85","3","3"
"Bolton","4,556","5","0","2","1","2","40","11","27","2","0"
"Boston","624,222","6,192","50","269","2,277","3,596","20,749","2,955","15,507","2,287",""
"Bourne","19,133","107","1","5","12","89","713","288","398","27","5"
"Boxford","8,187","1","0","0","0","1","29","1","28","0","0"
"Boylston","4,330","0","0","0","0","0","30","7","22","1","0"
"Braintree","35,047","82","2","7","15","58","962","103","815","44","2"
"Brewster","10,054","18","0","0","1","17","254","79","168","7","0"
"Brimfield","3,796","0","0","0","0","0","12","3","8","1","0"
"Brockton","96,471","1,194","9","53","262","870","3,207","772","2,042","393","42"
"Brookline2","55,400","","0","4","30","","763","103","636","24","3"
"Burlington","25,695","54","0","3","12","39","703","133","558","12","3"
"Cambridge","102,866","497","2","21","179","295","3,149","434","2,524","191","6"
"Canton","22,407","45","0","2","5","38","222","44","163","15","0"
"Carver","11,691","24","0","4","3","17","122","51","58","13","1"
"Charlemont","1,383","1","0","0","0","1","6","0","6","0","0"
"Charlton","12,835","15","0","2","3","10","157","55","86","16","0"
"Chatham","6,765","9","0","0","0","9","170","35","135","0","0"
"Chelmsford","34,695","38","0","0","5","33","584","82","475","27","0"
"Chelsea","39,883","663","0","24","256","383","1,532","436","858","238","7"
"Cheshire","3,322","0","0","0","0","0","37","7","29","1","0"
"Chesterfield","1,308","0","0","0","0","0","3","3","0","0","0"
"Chicopee","54,589","283","0","23","50","210","1,684","450","1,119","115","9"
"Chilmark","986","0","0","0","0","0","15","5","10","0","0"
"Clinton","14,206","8","0","0","0","8","48","7","35","6","0"
"Cohasset","7,286","9","0","0","0","9","86","22","61","3","1"
"Concord","17,804","9","0","0","1","8","208","33","173","2","1"
"Cummington","994","0","0","0","0","0","2","0","2","0","0"
"Dalton","6,616","19","0","1","1","17","79","29","49","1","0"
"Danvers","27,289","51","0","4","8","39","851","50","772","29","3"
