"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Addis","3,652","4","0","0","0","4","1","0","1","0","0"
"Alexandria","48,886","586","6","17","176","387","4,117","1,133","2,862","122",""
"Amite","4,343","75","1","3","5","66","520","151","357","12","3"
"Baker","13,315","41","1","3","4","33","495","113","362","20","2"
"Basile","2,372","1","0","0","0","1","13","2","10","1","0"
"Baton Rouge","223,187","2,823","75","55","1,135","1,558","13,656","4,268","8,459","929","207"
"Bernice","1,626","6","0","0","0","6","10","3","7","0","0"
"Bogalusa","12,531","170","3","9","44","114","833","322","472","39","5"
"Bossier City2","63,077","","3","","59","","2,646","478","1,994","174","2"
"Broussard","7,973","42","2","2","10","28","590","172","418","0","0"
"Brusly","2,176","0","0","0","0","0","0","0","0","0","0"
"Clarence","498","0","0","0","0","0","0","0","0","0","0"
"Clinton","1,880","27","1","0","0","26","36","8","26","2","0"
"Coushatta","2,067","21","0","0","2","19","76","34","42","0","0"
"Covington","9,218","51","0","3","8","40","258","52","196","10","0"
"Crowley","13,865","88","2","5","24","57","583","173","395","15","0"
"Cullen","1,365","26","0","0","4","22","19","8","10","1","0"
"Denham Springs","10,398","66","0","3","21","42","849","149","668","32","0"
"De Quincy","3,206","13","0","0","4","9","143","48","91","4","0"
"De Ridder","10,043","64","0","0","2","62","223","54","166","3",""
"Erath","2,173","11","0","0","0","11","19","2","15","2","0"
"Eunice","11,501","67","1","7","5","54","676","192","460","24",""
"Farmerville","3,615","35","0","0","5","30","210","69","138","3","0"
"Ferriday","3,556","32","0","1","5","26","94","42","50","2","0"
"Franklin","7,613","65","0","2","8","55","456","99","354","3","2"
"Franklinton","3,759","37","1","1","3","32","243","50","187","6","1"
"French Settlement","1,070","0","0","0","0","0","18","3","14","1","0"
"Golden Meadow","2,102","12","0","0","1","11","55","18","33","4","0"
"Gonzales","9,531","19","2","2","2","13","423","4","393","26",""
"Gramercy","3,278","39","0","0","3","36","120","24","86","10","0"
"Gretna","16,299","140","2","9","48","81","790","178","537","75","0"
"Hammond","20,056","442","1","12","95","334","2,546","1,116","1,267","163",""
"Harahan","9,249","19","1","0","4","14","175","28","141","6","0"
"Hodge","473","3","0","0","0","3","0","0","0","0","0"
"Houma","32,477","339","10","16","125","188","1,387","311","1,011","65",""
"Independence","1,803","4","0","2","0","2","35","8","23","4","0"
"Iowa","2,616","11","0","0","1","10","117","29","84","4","0"
"Jeanerette","5,871","12","0","0","2","10","135","47","77","11","0"
"Jennings","10,483","67","0","7","12","48","366","76","272","18","1"
"Kenner","66,592","296","10","16","116","154","2,662","461","2,054","147","23"
"Kentwood3","2,283","27","0","1","4","22","163","26","128","9",""
"Lafayette","113,868","1,115","7","46","286","776","7,451","1,407","5,612","432","25"
"Lake Arthur","2,866","5","1","1","0","3","94","27","67","0","0"
"Lake Charles","70,975","623","10","46","199","368","3,446","2,158","1,081","207",""
"Lake Providence","4,151","49","0","1","5","43","41","24","17","0","1"
"Leesville","5,600","37","0","3","6","28","429","41","383","5","0"
"Lutcher","3,437","20","0","0","6","14","37","22","14","1","0"
"Mamou","3,399","16","0","1","2","13","106","14","82","10","0"
"Mandeville","12,645","42","0","2","9","31","303","39","254","10","0"
"Mansfield","5,386","204","0","3","5","196","292","72","211","9","0"
"Many","2,739","17","0","0","1","16","144","25","117","2","0"
"Marion","744","1","0","0","0","1","39","7","32","0","0"
"Marksville","5,692","94","0","3","5","86","408","102","293","13","0"
"Minden","12,926","28","0","3","6","19","249","66","168","15","0"
"Morgan City","11,497","94","0","9","26","59","643","189","432","22","0"
"Napoleonville","654","1","0","0","0","1","0","0","0","0","0"
"New Orleans","336,425","2,614","174","98","932","1,410","12,940","3,821","6,507","2,612",""
"Oil City","1,189","6","0","0","1","5","16","2","12","2","0"
"Olla","1,348","2","0","0","0","2","39","5","34","0","0"
"Pearl River","2,230","18","0","1","1","16","105","21","80","4","0"
"Plaquemine","6,718","81","1","3","0","77","388","49","324","15","0"
"Ponchatoula","6,449","69","0","4","9","56","519","189","300","30","0"
"Port Allen","4,955","32","2","0","10","20","169","51","111","7","1"
"Port Vincent","534","19","0","0","0","19","37","8","25","4","0"
"Rayville","3,993","32","0","2","2","28","353","57","289","7","1"
"Ruston","21,181","107","1","7","21","78","1,034","325","688","21","1"
"Shreveport","199,629","1,776","31","124","485","1,136","10,425","2,730","7,054","641","108"
"Slidell","27,355","141","1","12","26","102","1,637","211","1,351","75","1"
"Springhill","5,082","25","1","0","3","21","165","44","121","0","0"
"Sterlington","1,415","5","0","0","0","5","19","5","14","0","1"
"St. Gabriel","5,555","43","0","3","0","40","70","23","47","0","0"
"Stonewall","1,937","1","0","0","0","1","22","9","10","3","0"
"Sulphur","19,341","269","1","3","15","250","1,151","325","801","25","0"
"Tallulah","7,504","57","2","4","8","43","142","57","83","2","0"
"Thibodaux","14,012","99","0","4","32","63","698","112","566","20","1"
"Vidalia","4,098","31","0","1","1","29","185","32","151","2","0"
"Vinton","3,247","5","0","0","0","5","143","38","99","6","0"
"Walker","6,427","74","0","0","7","67","396","55","332","9","2"
"Westlake","4,566","6","0","0","0","6","123","36","82","5","0"
"West Monroe","12,863","47","0","2","11","34","1,077","156","883","38","2"
"Westwego","10,033","31","1","1","3","26","209","52","142","15","2"
"Winnfield","5,031","8","0","1","0","7","144","31","113","0","0"
"Wisner","1,019","4","0","1","0","3","5","4","0","1","0"
