"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Louisa","2,096","6","0","1","3","2","60","18","41","1","0"
"Louisville Metro","631,260","3,769","62","230","1,570","1,907","26,907","7,085","18,094","1,728","239"
"Ludlow","4,856","5","0","1","3","1","175","51","114","10","0"
"Lynch","812","1","0","1","0","0","3","1","2","0","0"
"Lynnview","1,044","3","0","0","2","1","7","3","4","0","0"
"Madisonville","19,083","69","1","19","13","36","593","150","419","24","0"
"Manchester","1,939","2","0","0","1","1","55","11","37","7","0"
"Marion","3,091","5","0","1","0","4","52","12","37","3","1"
"Mayfield","10,167","28","0","4","4","20","272","76","184","12","2"
"Maysville","9,277","15","0","4","6","5","484","144","329","11","1"
"Meadow Vale","859","0","0","0","0","0","12","2","9","1","0"
"Middlesboro","9,881","24","0","4","10","10","572","74","496","2","1"
"Monticello","6,182","7","0","1","4","2","160","54","100","6","2"
"Morehead","7,718","13","0","1","9","3","218","36","175","7","1"
"Morganfield","3,274","3","0","0","0","3","113","20","89","4","0"
"Morgantown","2,566","2","0","1","0","1","9","3","5","1","0"
"Mortons Gap","935","0","0","0","0","0","0","0","0","0","0"
"Mount Sterling","7,026","27","1","0","5","21","451","86","355","10","0"
"Mount Vernon","2,612","8","0","0","4","4","38","14","22","2","0"
"Mount Washington","12,414","6","0","1","1","4","188","62","109","17","1"
"Munfordville","1,616","9","0","8","0","1","17","6","10","1","0"
"Murray","16,709","26","0","9","7","10","636","174","434","28","0"
"New Castle","908","0","0","0","0","0","0","0","0","0","0"
"Nicholasville","27,162","65","0","6","28","31","1,259","253","967","39","6"
"Nortonville","1,231","0","0","0","0","0","8","2","6","0","0"
"Oak Grove","9,480","32","0","5","21","6","349","163","163","23","1"
"Olive Hill","1,820","0","0","0","0","0","30","6","21","3","0"
"Owensboro","55,651","119","1","36","34","48","2,340","417","1,841","82","3"
"Owenton","1,486","1","0","0","0","1","5","2","1","2","0"
"Owingsville","1,684","0","0","0","0","0","57","11","45","1","0"
"Paducah","25,439","107","4","20","49","34","1,473","225","1,179","69","7"
"Paintsville","4,226","6","0","0","2","4","86","12","63","11","0"
"Park Hills","2,762","0","0","0","0","0","14","8","5","1","0"
"Pewee Valley","1,625","0","0","0","0","0","2","0","2","0","0"
"Pikeville","6,406","11","0","2","1","8","433","28","396","9","1"
"Pioneer Village","2,732","1","0","1","0","0","2","1","1","0","0"
"Prestonsburg","3,861","5","0","2","2","1","106","27","70","9","0"
"Princeton","6,384","21","0","4","6","11","165","38","120","7","1"
"Providence","3,399","4","0","0","0","4","73","19","50","4","0"
"Raceland","2,630","1","0","0","0","1","62","21","40","1","0"
"Radcliff","22,008","281","1","19","12","249","729","165","546","18","7"
"Richmond","33,546","91","0","17","34","40","1,562","337","1,171","54","3"
"Russell","3,584","6","0","0","4","2","98","20","77","1","0"
"Russell Springs","2,345","0","0","0","0","0","96","25","69","2","0"
"Russellville","7,281","18","0","3","4","11","227","59","159","9","0"
"Sadieville","326","0","0","0","0","0","1","0","1","0","0"
"Salyersville","1,566","0","0","0","0","0","11","4","7","0","0"
"Science Hill","674","0","0","0","0","0","4","2","2","0","0"
"Scottsville","4,610","0","0","0","0","0","13","7","6","0","0"
"Shelbyville","11,422","28","1","7","9","11","359","78","266","15","1"
"Shepherdsville","9,293","24","0","7","5","12","439","87","333","19","1"
"Shively","16,816","81","0","3","56","22","730","227","424","79","2"
"Silver Grove","1,147","3","0","1","1","1","21","8","12","1","0"
"Somerset","12,570","38","1","8","13","16","522","71","438","13","3"
"Springfield","2,894","11","0","2","1","8","21","8","10","3","0"
"Stamping Ground","691","0","0","0","0","0","3","1","2","0","0"
"Stanford","3,396","4","0","0","2","2","19","9","9","1","0"
"Stanton","3,162","3","0","1","1","1","70","22","46","2","0"
"St. Matthews","18,871","27","0","4","20","3","776","114","638","24","0"
"Strathmoor Village","697","0","0","0","0","0","14","2","12","0","0"
"Sturgis","1,912","1","0","1","0","0","21","10","10","1","0"
"Taylorsville","1,258","1","0","0","1","0","30","4","25","1","0"
"Tompkinsville","2,604","1","0","0","0","1","7","4","1","2","0"
"Trenton","428","0","0","0","0","0","3","2","1","0","0"
"Uniontown","1,015","0","0","0","0","0","6","3","3","0","0"
"Vanceburg","1,693","2","0","0","1","1","10","4","5","1","0"
"Versailles","7,817","25","0","7","3","15","576","164","387","25","0"
"Vine Grove","4,386","4","0","0","1","3","119","69","48","2","0"
"Warsaw","1,788","1","0","1","0","0","20","8","12","0","0"
"West Liberty","3,289","4","0","1","1","2","63","13","47","3","2"
"West Point","961","0","0","0","0","0","7","3","3","1","1"
"Williamsburg","5,230","12","0","1","5","6","119","41","73","5","0"
"Williamstown","3,565","1","0","0","1","0","82","19","54","9","0"
"Wilmore","6,016","4","0","1","0","3","150","16","124","10","0"
"Winchester","16,583","29","0","3","15","11","743","160","561","22","4"
"Worthington","1,677","0","0","0","0","0","3","3","0","0","0"
