"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson2"
"Albany","2,020"," ","0"," ","0","0","9","0","9","0","0"
"Albert Lea","18,035"," ","0"," ","2","25","473","46","402","25","1"
"Alexandria","10,674"," ","0"," ","2","14","275","15","245","15","7"
"Annandale","3,016"," ","0"," ","0","3","70","4","64","2","0"
"Anoka","17,726"," ","0"," ","15","27","813","139","628","46","8"
"Appleton","2,889"," ","0"," ","0","1","48","5","43","0","0"
"Apple Valley","50,189"," ","0"," ","14","42","1,541","179","1,315","47","11"
"Austin","23,626"," ","0"," ","17","49","1,076","146","870","60","1"
"Avon","1,277"," ","0"," ","1","1","20","3","17","0","0"
"Baxter","7,449"," ","0"," ","1","8","324","20","293","11","1"
"Bayport","3,271"," ","0"," ","1","0","46","9","35","2","1"
"Becker","3,894"," ","0"," ","0","1","9","2","7","0","0"
"Belle Plaine","4,576"," ","0"," ","0","3","106","22","83","1","0"
"Bemidji","13,385"," ","0"," ","6","42","1,095","125","916","54","5"
"Benson","3,210"," ","0"," ","0","2","87","19","58","10","0"
"Big Lake","8,863"," ","0"," ","0","9","380","39","334","7","1"
"Blackduck","760"," ","0"," ","0","0","8","0","8","0","0"
"Blaine","54,445"," ","2"," ","15","74","2,404","256","2,057","91","20"
"Blooming Prairie","1,975"," ","0"," ","0","1","31","6","18","7","0"
"Bloomington","81,706"," ","5"," ","59","77","2,892","331","2,398","163","8"
"Blue Earth","3,475"," ","0"," ","0","4","103","15","87","1","0"
"Brainerd","13,775"," ","0"," ","7","51","715","115","555","45","15"
"Breckenridge","3,396"," ","1"," ","0","2","50","3","43","4","0"
"Brooklyn Center","27,735"," ","1"," ","87","64","1,997","203","1,563","231","12"
"Brooklyn Park","69,008"," ","2"," ","155","168","3,258","612","2,320","326","18"
"Browns Valley","635"," ","0"," ","0","0","2","0","2","0","0"
"Brownton","797"," ","0"," ","0","0","4","1","3","0","0"
"Buffalo","13,379"," ","0"," ","0","20","393","40","343","10","1"
"Burnsville","59,554"," ","1"," ","35","62","2,164","297","1,742","125","16"
"Caledonia","2,959"," ","0"," ","0","5","59","5","49","5"," "
"Cambridge","7,246"," ","0"," ","1","9","326","40","273","13","4"
"Cannon Falls","3,940"," ","0"," ","0","3","234","39","181","14","0"
"Centennial Lakes","11,275"," ","0"," ","0","8","199","37","154","8","0"
"Champlin","23,458"," ","0"," ","5","10","589","83","495","11","3"
"Chaska","22,973"," ","1"," ","1","12","428","45","375","8","3"
"Chisholm","4,732"," ","0"," ","0","8","155","27","121","7","0"
"Cloquet","11,553"," ","1"," ","2","18","408","51","339","18","4"
"Cold Spring","3,670"," ","0"," ","0","4","80","16","64","0","0"
"Columbia Heights","18,231"," ","1"," ","45","54","978","229","679","70","14"
"Coon Rapids","62,834"," ","1"," ","26","76","3,152","306","2,706","140","22"
"Corcoran","5,721"," ","0"," ","0","3","63","9","46","8","0"
"Cottage Grove","32,771"," ","0"," ","8","25","766","135","588","43","7"
"Crookston","7,982"," ","0"," ","1","8","27","9","8","10","2"
"Crosby","2,237"," ","0"," ","0","6","130","13","113","4","0"
"Crystal","21,790"," ","0"," ","21","32","674","106","515","53","5"
"Dawson","1,458"," ","0"," ","0","1","23","12","11","0","0"
"Dayton","4,653"," ","0"," ","0","5","49","4","14","31","0"
"Deephaven-Woodland","4,211"," ","0"," ","0","1","41","12","27","2","2"
"Detroit Lakes","7,967"," ","0"," ","3","15","385","22","344","19","3"
"Dilworth","3,475"," ","0"," ","0","5","30","3","27","0","0"
"Duluth","85,463"," ","1"," ","116","224","4,057","630","3,214","213","12"
"Eagan","64,090"," ","0"," ","27","28","1,677","261","1,358","58","16"
"Eagle Lake","2,042"," ","0"," ","0","0","27","6","20","1","0"
"East Grand Forks","7,786"," ","0"," ","1","13","261","43","204","14","0"
"Eden Prairie","61,054"," ","0"," ","20","37","1,239","146","1,058","35","12"
"Edina","45,872"," ","0"," ","20","13","1,017","170","828","19","7"
"Elk River","21,472"," ","1"," ","3","11","841","141","669","31","8"
"Elmore","701"," ","0"," ","0","0","7","4","2","1","0"
"Ely","3,657"," ","0"," ","0","1","63","8","53","2","0"
"Eveleth","3,685"," ","0"," ","0","8","123","26","92","5","0"
"Fairmont","10,575"," ","0"," ","1","10","387","77","303","7","1"
"Falcon Heights","5,506"," ","0"," ","0","0","155","33","116","6","0"
"Faribault","22,194"," ","0"," ","6","47","991","206","738","47","10"
"Farmington","17,859"," ","1"," ","0","5","254","53","188","13","1"
"Fergus Falls","13,814"," ","0"," ","3","27","407","84","303","20","3"
"Floodwood","506"," ","0"," ","0","0","8","0","6","2","0"
"Forest Lake","17,469"," ","0"," ","4","3","543","55","432","56","0"
"Fridley","26,692"," ","2"," ","32","38","1,423","164","1,095","164","5"
