"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson2"
"Albany","2,072","","0","","0","0","7","1","6","0","0"
"Albert Lea","17,663","","0","","1","19","400","38","335","27","0"
"Alexandria","11,029","","1","","1","9","328","24","299","5","2"
"Annandale","3,114","","0","","2","4","110","12","93","5","0"
"Anoka","17,413","","0","","11","16","818","103","659","56","4"
"Appleton","1,929","","0","","0","4","60","14","42","4","0"
"Apple Valley","50,794","","0","","21","39","1,509","195","1,275","39","2"
"Austin","23,300","","1","","11","31","837","112","682","43","2"
"Avon","1,284","","0","","0","0","16","2","14","0","1"
"Baxter","8,243","","1","","0","8","285","7","274","4","0"
"Bayport","3,266","","0","","0","4","37","6","27","4","0"
"Becker","4,294","","0","","0","0","3","0","2","1","0"
"Belgrade","705","","0","","0","0","0","0","0","0","0"
"Belle Plaine","4,998","","0","","0","8","114","13","97","4","3"
"Bemidji","13,448","","0","","8","43","1,127","130","953","44","2"
"Benson","3,096","","0","","0","4","80","22","55","3","0"
"Big Lake","9,852","","0","","1","12","359","48","300","11","0"
"Biwabik","944","","0","","0","1","4","0","4","0","0"
"Blackduck","765","","0","","0","2","23","2","21","0","1"
"Blaine","56,747","","3","","10","34","2,259","265","1,904","90","8"
"Blooming Prairie","1,975","","0","","0","1","28","8","15","5","0"
"Bloomington","80,218","","0","","51","61","3,210","356","2,674","180","14"
"Blue Earth","3,366","","0","","0","3","98","19","76","3","0"
"Brainerd","13,731","","0","","2","42","523","79","422","22","6"
"Breckenridge","3,325","","0","","0","1","68","4","62","2","0"
"Brooklyn Center","27,118","","4","","96","81","1,987","246","1,540","201","5"
"Brooklyn Park","70,112","","3","","118","169","3,093","608","2,162","323","11"
"Browns Valley","619","","0","","0","3","7","2","5","0","0"
"Brownton","795","","0","","0","0","6","0","5","1","0"
"Buffalo","14,456","","0","","2","12","462","41","408","13","1"
"Caledonia","2,910","","0","","0","0","54","10","43","1","0"
"Cannon Falls","4,038","","0","","0","1","190","16","166","8","2"
"Centennial Lakes","11,454","","0","","0","11","174","20","148","6","0"
"Champlin","23,463","","0","","6","10","550","61","461","28","0"
"Chaska","24,764","","1","","2","7","339","36","294","9","2"
"Chisholm","4,592","","0","","1","7","159","32","119","8","0"
"Cloquet","11,523","","0","","0","27","497","41","436","20","4"
"Cold Spring","3,726","","0","","0","5","86","8","78","0","0"
"Columbia Heights","17,894","","0","","47","40","1,077","235","762","80","7"
"Coon Rapids","62,299","","0","","23","60","3,096","317","2,663","116","7"
"Corcoran","5,698","","0","","0","2","66","11","50","5","0"
"Cottage Grove","33,288","","0","","3","23","797","148","611","38","1"
"Crookston","7,752","","0","","0","5","37","15","16","6","1"
"Crosby","2,232","","0","","0","9","135","11","124","0","0"
"Crystal","21,325","","1","","22","15","743","108","576","59","6"
"Dawson","1,405","","0","","0","2","35","4","29","2","0"
"Dayton","4,620","","0","","1","2","34","7","9","18","0"
"Deephaven-Woodland","4,129","","0","","0","0","25","6","16","3","0"
"Detroit Lakes","8,111","","0","","1","14","401","39","339","23","0"
"Dilworth","3,600","","0","","0","4","76","7","66","3","0"
"Duluth","83,932","","1","","111","248","4,292","707","3,358","227","10"
"Eagan","63,718","","0","","15","28","1,515","188","1,276","51","5"
"Eagle Lake","2,130","","0","","0","2","23","4","18","1","1"
"East Grand Forks","7,896","","1","","0","12","252","43","204","5","0"
"Eden Prairie","61,910","","0","","13","28","1,475","190","1,254","31","10"
"Edina","45,007","","1","","6","15","1,120","182","901","37","3"
"Elk River","23,224","","0","","4","21","913","127","764","22","6"
"Elmore","677","","0","","0","1","10","8","1","1","0"
"Ely","3,565","","0","","2","0","99","11","83","5","0"
"Eveleth","3,577","","1","","2","14","146","34","101","11","2"
"Fairmont","10,337","","0","","2","6","408","57","334","17","0"
"Falcon Heights","5,417","","0","","0","1","190","24","163","3","1"
"Faribault","22,408","","0","","8","51","851","154","659","38","14"
"Farmington","19,276","","0","","4","3","342","60","273","9","0"
"Fergus Falls","13,842","","0","","3","21","434","78","342","14","5"
"Floodwood","493","","0","","0","2","6","0","6","0","0"
"Forest Lake","17,984","","0","","5","4","563","54","460","49","0"
"Fridley","26,124","","0","","49","54","1,517","159","1,210","148","13"
"Gilbert","1,743","","0","","0","0","33","3","27","3","1"
"Glencoe","5,644","","0","","0","6","164","14","146","4","0"
"Glenwood","2,553","","0","","1","1","22","3","18","1","0"
"Golden Valley","19,865","","0","","11","12","682","141","492","49","2"
"Goodview","3,394","","0","","0","1","68","13","51","4","1"
"Grand Rapids","8,297","","0","","0","10","320","30","279","11","0"
"Granite Falls","2,961","","0","","0","2","28","3","23","2","0"
"Hallock","1,051","","0","","0","0","0","0","0","0","0"
"Hastings","21,839","","0","","2","12","716","113","569","34","10"
"Hermantown","9,247","","0","","2","5","324","53","254","17","0"
"Hibbing","16,198","","1","","2","17","135","43","89","3","0"
"Hilltop","749","","0","","7","6","98","15","74","9","0"
"Hokah","582","","0","","0","0","14","2","12","0","0"
"Hopkins","16,613","","0","","12","14","481","117","317","47","0"
"Houston","991","","0","","0","1","13","0","13","0","0"
"Hutchinson","14,050","","0","","3","17","415","74","328","13","3"
"International Falls","6,108","","0","","0","9","189","30","148","11","3"
"Inver Grove Heights","34,060","","0","","8","24","853","147","651","55","6"
"Jackson","3,429","","0","","0","5","75","19","53","3","1"
"Janesville","2,201","","0","","0","0","29","11","17","1","0"
"Kimball","691","","0","","0","2","7","1","6","0","0"
"Lake City","5,409","","0","","0","2","125","20","103","2","0"
"Lake Crystal","2,562","","0","","1","2","43","5","32","6","0"
"Lakefield","1,687","","0","","0","2","12","6","6","0","0"
"Lakes Area","8,333","","0","","1","16","189","30","148","11","1"
"Lakeville","54,565","","0","","4","9","950","153","763","34","2"
"Lauderdale","2,169","","0","","1","2","62","14","38","10","1"
"Lester Prairie","1,737","","0","","0","2","44","6","36","2","0"
"Lewiston","1,483","","0","","0","0","0","0","0","0","0"
