"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abington Township","54,413","57","1","4","32","20","1,285","107","1,117","61","0"
"Adamstown","1,329","0","0","0","0","0","18","2","14","2","0"
"Adams Township, Butler County","8,963","9","0","0","1","8","71","5","64","2","0"
"Adams Township, Cambria County","6,113","5","1","0","2","2","46","3","41","2","0"
"Akron","4,013","2","0","0","1","1","35","4","31","0","0"
"Aldan","4,277","7","1","0","3","3","124","15","105","4","0"
"Aliquippa","10,854","59","1","1","18","39","254","73","157","24","0"
"Allegheny Township, Blair County","6,907","14","0","1","3","10","158","25","130","3","2"
"Allegheny Township, Westmoreland
County","8,177","9","0","0","3","6","82","14","66","2","0"
"Allentown","107,397","869","20","20","552","277","5,333","1,335","3,462","536","46"
"Altoona","46,609","184","1","20","77","86","1,318","428","824","66","24"
"Ambler","6,248","7","0","1","2","4","117","11","101","5","1"
"Amity Township","11,838","8","0","0","1","7","161","26","123","12","0"
"Annville Township","4,717","3","0","0","0","3","27","2","25","0","0"
"Arnold","5,301","14","0","2","6","6","75","22","42","11","2"
"Ashland","3,121","3","0","0","1","2","69","17","51","1","0"
"Ashley","2,691","0","0","0","0","0","26","1","20","5","0"
"Ashville","262","0","0","0","0","0","0","0","0","0","0"
"Aspinwall","2,720","3","0","0","0","3","32","5","24","3","0"
"Aston Township","16,853","31","0","2","6","23","290","42","225","23","0"
"Atglen","1,378","3","0","1","0","2","7","0","6","1","0"
"Athens","3,272","10","0","3","0","7","103","11","90","2","0"
"Avondale","1,091","1","0","0","1","0","2","0","2","0","0"
"Avonmore Boro","775","0","0","0","0","0","0","0","0","0","0"
"Baldwin Borough","18,440","13","1","3","4","5","154","30","115","9","0"
"Baldwin Township","2,048","1","0","0","0","1","27","4","22","1","0"
"Bally","1,112","0","0","0","0","0","0","0","0","0","0"
"Bangor","5,282","8","0","2","2","4","184","17","158","9","0"
"Barrett Township","4,387","6","0","0","1","5","40","7","32","1","3"
"Beaver","4,447","2","0","0","0","2","131","34","95","2","0"
"Beaver Falls","9,189","101","0","3","31","67","467","62","365","40","2"
"Bedford","3,011","4","0","0","0","4","90","15","70","5","0"
"Bedminster Township","5,681","7","0","1","0","6","63","3","56","4","1"
"Bell Acres","1,383","0","0","0","0","0","1","0","1","0","0"
"Bellevue","8,023","11","0","1","8","2","83","22","55","6","1"
"Bellwood","1,890","0","0","0","0","0","9","1","7","1","0"
"Bensalem Township","58,788","120","1","9","60","50","2,639","368","2,065","206","16"
"Berks-Lehigh Regional","28,142","10","0","1","2","7","342","42","278","22","1"
"Bern Township","7,165","38","0","0","2","36","76","14","53","9","1"
"Bernville","887","0","0","0","0","0","1","0","1","0","0"
"Berwick","10,246","20","0","12","2","6","362","45","309","8","1"
"Bessemer","1,106","1","0","0","0","1","8","2","6","0","0"
"Bethel Park","31,669","12","0","2","1","9","296","35","248","13","0"
"Bethel Township, Armstrong County","1,214","0","0","0","0","0","0","0","0","0","0"
"Bethel Township, Delaware County","10,683","8","0","0","1","7","107","16","90","1","0"
"Bethlehem","72,908","270","6","24","100","140","2,288","439","1,721","128","6"
"Bethlehem Township","23,960","19","1","0","5","13","437","13","410","14","0"
"Biglerville","1,167","1","0","0","1","0","20","0","20","0","0"
"Birdsboro","5,224","6","0","2","0","4","108","12","87","9","2"
"Birmingham Township","4,273","1","0","0","0","1","17","1","16","0","0"
"Blacklick Township","2,096","0","0","0","0","0","4","0","4","0","0"
"Blairsville","3,421","2","1","0","0","1","89","5","79","5","0"
"Blakely","6,782","3","0","0","0","3","55","7","46","2","1"
"Blawnox","1,446","1","0","0","0","1","5","3","2","0","0"
"Bloomsburg Town","12,959","12","0","4","2","6","218","29","185","4","0"
"Bolivar","472","0","0","0","0","0","0","0","0","0","0"
"Braddock Hills","1,836","3","0","0","2","1","66","3","59","4","0"
"Bradford","8,501","44","0","4","2","38","258","32","219","7","0"
"Bradford Township","4,763","28","0","4","0","24","36","4","29","3","0"
"Brandywine Regional","10,045","16","0","1","0","15","106","4","99","3","2"
"Brecknock Township, Berks County","4,935","12","0","1","0","11","26","6","20","0","0"
"Brentwood","9,574","16","0","0","6","10","174","22","141","11","0"
"Briar Creek Township","3,062","3","0","0","0","3","35","3","30","2","1"
"Bridgeport","4,404","9","0","2","3","4","172","27","124","21","1"
"Bridgeville","4,898","2","0","0","1","1","61","15","44","2","0"
"Bridgewater","891","1","0","0","1","0","40","5","35","0","0"
"Brighton Township","7,996","9","0","0","1","8","48","7","40","1","0"
"Bristol","9,747","40","0","3","14","23","371","39","299","33","1"
"Bristol Township","54,096","175","3","6","96","70","1,799","281","1,291","227","7"
"Brookhaven","7,805","23","1","1","9","12","185","20","153","12","0"
"Brookville","4,037","4","0","0","1","3","95","3","87","5","0"
"Brownsville","2,653","9","0","0","1","8","46","6","39","1","0"
"Buckingham Township","19,293","2","0","0","1","1","149","31","110","8","0"
"Buffalo Township","7,318","23","0","0","0","23","74","13","55","6","0"
"Bushkill Township","8,136","17","0","0","0","17","86","7","73","6","0"
"Butler","14,258","88","0","2","13","73","545","86","459","0","4"
"Butler Township, Butler County","16,894","43","0","4","9","30","359","24","324","11","1"
"Butler Township, Schuykill County","5,751","4","0","0","0","4","26","8","17","1","0"
"California","6,065","22","0","1","1","20","98","23","74","1","1"
"Caln Township","12,283","44","0","0","11","33","315","30","270","15","8"
"Cambria Township","6,199","13","0","0","0","13","126","9","110","7","0"
"Cambridge Springs","2,260","7","0","1","1","5","37","8","29","0","0"
"Camp Hill","7,384","13","0","2","5","6","111","13","94","4","0"
"Carbondale","9,256","31","0","0","3","28","163","31","119","13","8"
"Carlisle","18,317","55","0","12","26","17","663","72","572","19","5"
"Carnegie","8,001","20","0","3","7","10","199","23","161","15","0"
"Carrolltown","977","1","0","0","0","1","19","0","19","0","0"
"Carroll Township, York County","5,383","5","0","0","2","3","163","35","123","5","1"
"Castle Shannon","8,099","20","0","0","3","17","161","23","125","13","1"
"Catasauqua","6,562","15","0","0","3","12","195","16","165","14","0"
"Catawissa","1,544","1","0","0","0","1","51","8","43","0","0"
"Cecil Township","10,456","5","0","0","0","5","38","18","20","0","0"
"Center Township","11,804","18","0","1","5","12","337","36","292","9","2"
"Centerville","3,242","1","0","0","1","0","18","2","15","1","0"
"Central Berks Regional","7,489","5","0","0","3","2","179","30","120","29","1"
"Chalfont","4,243","0","0","0","0","0","37","0","37","0","0"
"Chambersburg","17,958","104","0","3","41","60","881","143","703","35","7"
"Chartiers Township","7,239","5","0","1","1","3","64","4","57","3","0"
"Cheltenham Township","36,403","110","0","5","74","31","1,103","190","826","87","1"
"Chester","36,799","945","27","25","231","662","1,330","437","635","258","31"
"Chester Township","4,594","51","1","3","13","34","23","11","5","7","0"
"Cheswick","1,751","0","0","0","0","0","14","4","10","0","0"
"Chippewa Township","9,815","0","0","0","0","0","205","35","164","6","1"
"Christiana","1,083","2","0","0","0","2","14","4","10","0","1"
"Churchill","3,267","37","0","0","1","36","41","3","37","1","0"
"Clarion","5,141","3","0","0","1","2","74","11","62","1","0"
"Clay Township","5,766","2","0","0","1","1","14","7","5","2","0"
"Clearfield","6,240","20","0","3","3","14","374","48","321","5","0"
"Cleona","2,104","3","0","2","0","1","9","1","8","0","0"
"Clifton Heights","6,586","43","0","1","10","32","197","16","166","15","1"
"Coal Township","10,277","29","0","0","1","28","188","27","148","13","0"
"Coatesville","11,744","169","0","3","78","88","564","150","344","70","1"
"Colebrookdale District","6,462","7","0","1","0","6","160","11","142","7","0"
"Collegeville","5,011","7","0","0","3","4","109","9","97","3","0"
"Collier Township","6,235","12","0","1","3","8","185","7","169","9","1"
"Collingdale","8,440","102","0","4","22","76","267","34","216","17","0"
"Colonial Regional","19,420","15","1","2","8","4","518","33","472","13","1"
"Columbia","10,034","24","0","4","5","15","236","45","174","17","1"
"Colwyn","2,375","13","0","1","7","5","46","18","21","7","0"
"Conemaugh Township, Cambria County","2,507","6","0","0","0","6","30","3","25","2","0"
"Conewago Township, Adams County","6,184","4","0","3","0","1","92","3","86","3","1"
"Conewango Township","3,647","6","0","2","1","3","143","26","117","0","2"
