"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Albany","46,999","55","1","6","33","15","2,236","233","1,867","136","33"
"Amity","1,462","0","0","0","0","0","35","9","26","0","1"
"Ashland","21,068","19","0","7","7","5","606","124","458","24","5"
"Astoria","9,935","31","0","3","5","23","353","61","276","16","2"
"Aumsville","3,378","18","0","1","1","16","89","8","68","13","1"
"Aurora","1,025","0","0","0","0","0","19","2","13","4","0"
"Baker City","9,614","41","0","0","1","40","207","30","162","15","1"
"Bandon","2,911","1","0","0","1","0","87","16","69","2","0"
"Banks","1,631","0","0","0","0","0","22","3","18","1","0"
"Beaverton","91,184","220","0","20","59","141","2,330","337","1,768","225","23"
"Bend","75,185","155","0","20","40","95","2,977","594","2,187","196","21"
"Black Butte","","0","0","0","0","0","7","1","6","0","0"
"Boardman","3,094","17","0","3","1","13","81","20","57","4","0"
"Brookings","6,476","7","0","1","2","4","168","30","132","6","1"
"Burns","2,702","21","0","2","1","18","111","32","76","3","0"
"Canby","15,725","16","0","5","3","8","350","37","302","11","3"
"Cannon Beach","1,740","0","0","0","0","0","26","5","21","0","0"
"Carlton","1,523","1","0","0","0","1","22","10","12","0","0"
"Central Point","16,701","11","0","6","2","3","323","39","255","29","2"
"Clatskanie","1,663","3","0","0","0","3","55","10","42","3","1"
"Coburg","1,011","0","0","0","0","0","25","6","16","3","0"
"Condon","684","0","0","0","0","0","0","0","0","0","0"
"Coos Bay","16,096","30","0","0","9","21","687","146","501","40","10"
"Coquille","4,250","1","0","1","0","0","48","10","35","3","1"
"Cornelius","11,498","14","0","3","4","7","219","37","156","26","2"
"Corvallis","49,870","57","1","11","10","35","1,554","226","1,261","67","15"
"Cottage Grove","8,921","16","0","2","7","7","487","71","340","76","10"
"Creswell","4,945","20","0","3","1","16","166","61","73","32","2"
"Dallas","15,097","35","0","7","2","26","318","45","259","14","4"
"Eagle Point","8,547","5","0","1","0","4","198","42","148","8","2"
"Enterprise","1,736","1","0","0","0","1","20","5","13","2","1"
"Estacada","2,473","4","0","0","1","3","73","18","51","4","0"
"Eugene","147,458","426","1","55","181","189","7,804","1,640","5,119","1,045","72"
"Fairview","9,753","17","0","3","11","3","357","75","230","52","2"
"Florence","8,250","7","0","1","4","2","362","83","254","25","4"
"Forest Grove","20,457","23","0","1","3","19","563","51","469","43","5"
"Gearhart","1,117","0","0","0","0","0","12","1","10","1","0"
"Gervais","2,451","14","0","0","1","13","102","9","72","21","3"
"Gladstone","12,256","26","0","3","12","11","380","48","307","25","6"
"Gold Beach","1,909","3","0","0","0","3","35","4","28","3","0"
"Grants Pass","30,292","67","3","14","21","29","1,667","185","1,328","154","13"
"Gresham","98,089","470","1","74","170","225","4,332","627","2,671","1,034","45"
"Hermiston","15,148","67","0","5","12","50","972","163","739","70","5"
"Hillsboro","90,439","195","0","39","71","85","2,844","456","2,081","307","32"
"Hines","1,464","0","0","0","0","0","5","0","5","0","0"
"Hood River","6,778","11","0","0","3","8","212","24","168","20","2"
"Hubbard","2,624","1","0","0","0","1","52","9","32","11","1"
"Independence","9,211","21","0","2","3","16","235","36","191","8","1"
"Jacksonville","2,190","0","0","0","0","0","31","4","25","2","0"
"John Day","1,555","18","0","1","0","17","27","7","18","2","0"
"Junction City","5,378","1","0","0","1","0","28","7","18","3","0"
"Keizer","35,423","74","0","6","7","61","926","122","727","77","4"
"King City","2,257","5","0","0","4","1","76","14","59","3","2"
"Klamath Falls","19,817","92","3","15","27","47","665","119","494","52","13"
"La Grande","12,288","23","0","3","1","19","444","82","343","19","7"
"Lake Oswego","36,917","31","0","6","8","17","612","110","473","29","30"
"Lakeview","2,412","23","1","0","0","22","89","20","62","7","1"
"Lebanon","14,620","49","0","8","16","25","789","126","619","44","5"
"Lincoln City","7,996","47","2","7","6","32","496","80","394","22","4"
"Madras","5,301","24","0","2","6","16","399","122","240","37","1"
"Malin","634","1","0","0","0","1","6","4","1","1","0"
"Manzanita","640","0","0","0","0","0","22","5","17","0","0"
"McMinnville","30,980","47","0","13","11","23","795","113","629","53","1"
"Medford","71,969","265","0","30","44","191","3,270","412","2,662","196","53"
"Milton-Freewater","6,392","12","0","0","0","12","209","49","151","9","4"
"Milwaukie","21,060","42","1","8","11","22","656","90","489","77","8"
"Molalla","7,210","7","0","2","1","4","172","23","138","11","1"
"Monmouth","9,751","23","0","3","1","19","245","52","175","18","2"
"Mount Angel","3,429","8","0","1","1","6","142","32","96","14","1"
"Myrtle Creek","3,555","2","0","0","1","1","128","6","116","6","1"
"Newberg-Dundee","25,209","35","1","10","4","20","622","50","517","55","5"
"Newport","9,953","54","0","7","7","40","614","82","496","36","7"
"North Bend","9,892","9","0","0","4","5","301","82","201","18","1"
"North Plains","1,833","0","0","0","0","0","6","2","3","1","0"
"Oakridge","3,127","5","0","1","0","4","114","39","69","6","0"
"Ontario","11,100","128","0","6","10","112","747","98","609","40","4"
"Oregon City","31,284","58","0","12","26","20","1,048","120","838","90","7"
"Pendleton","16,620","101","3","25","21","52","1,043","151","815","77","4"
"Philomath","4,206","12","0","0","1","11","150","51","91","8","1"
"Phoenix","4,416","3","0","1","1","1","129","14","108","7","0"
"Portland","538,133","3,701","22","280","1,289","2,110","31,586","4,840","21,978","4,768","331"
"Prairie City","936","0","0","0","0","0","11","5","6","0","1"
"Prineville","9,583","86","0","3","0","83","362","84","274","4","6"
"Redmond","24,095","84","0","16","16","52","1,227","250","889","88","18"
"Reedsport","4,352","3","0","1","0","2","139","20","114","5","0"
"Rogue River","1,943","1","0","1","0","0","91","21","65","5","0"
"Roseburg","21,128","44","0","18","16","10","1,021","130","844","47","15"
"Salem","154,484","583","3","58","132","390","7,436","915","5,629","892","30"
"Sandy","8,770","9","0","1","1","7","360","50","285","25","2"
"Scappoose","6,222","8","0","0","1","7","192","15","170","7","0"
"Seaside","6,229","26","0","5","4","17","502","58","416","28","1"
"Shady Cove","2,293","2","0","0","1","1","52","8","44","0","0"
"Sherwood","17,957","7","0","2","2","3","237","30","196","11","3"
"Silverton","9,200","15","0","4","4","7","229","44","175","10","1"
"Springfield","56,201","245","0","10","40","195","3,137","504","2,219","414","23"
"Stayton","7,385","29","0","2","2","25","425","64","328","33","10"
"St. Helens","12,708","11","0","1","4","6","352","78","252","22","15"
"Sunriver","","2","0","2","0","0","89","5","82","2","0"
"Sutherlin","7,396","18","0","6","1","11","189","46","130","13","5"
"Sweet Home","8,659","9","0","2","2","5","424","120","293","11","3"
"Talent","6,150","6","0","2","1","3","124","13","104","7","0"
"The Dalles","11,900","30","0","3","6","21","624","91","496","37","2"
"Tigard","50,087","103","1","9","43","50","1,725","190","1,445","90","16"
"Tillamook","4,435","7","0","1","2","4","203","28","168","7","1"
"Toledo","3,398","2","0","0","0","2","108","19","79","10","0"
"Troutdale","15,212","32","0","6","12","14","582","74","442","66","13"
"Tualatin","26,712","50","0","5","13","32","890","132","700","58","1"
"Turner","1,689","5","0","0","0","5","62","10","50","2","0"
"Umatilla","5,397","16","0","3","0","13","153","35","105","13","0"
"Veneta","3,927","27","0","1","1","25","197","73","103","21","3"
"Vernonia","2,319","0","0","0","0","0","45","2","41","2","2"
