"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Albion","2,356","1","0","1","0","0","2","2","0","0","0"
"Alexandria","5,840","3","0","0","0","3","274","46","215","13","1"
"Anderson","57,189","203","3","27","82","91","2,931","651","2,065","215","32"
"Angola","7,979","10","0","1","3","6","480","42","433","5","0"
"Attica","3,361","12","1","2","3","6","98","32","62","4","1"
"Auburn","12,902","18","0","3","12","3","442","78","344","20","0"
"Avon","10,197","48","0","2","7","39","550","44","470","36","0"
"Bargersville","2,647","1","0","0","0","1","1","0","1","0","0"
"Bedford","13,557","21","0","5","1","15","388","62","302","24","5"
"Beech Grove","13,975","34","0","4","22","8","476","93","331","52","2"
"Berne","4,108","5","0","1","0","4","45","13","24","8","0"
"Bloomington","68,918","275","1","24","72","178","2,898","666","2,060","172","14"
"Bluffton","9,448","3","0","0","2","1","201","29","172","0","0"
"Boonville","6,750","1","0","0","1","0","160","7","148","5","0"
"Bremen","4,719","5","0","2","0","3","63","19","43","1","1"
"Brownsburg","19,494","19","1","3","5","10","328","44","275","9","1"
"Burns Harbor","1,060","2","0","0","1","1","32","3","26","3","1"
"Carmel","62,037","29","1","3","6","19","1,009","123","840","46","3"
"Cedar Lake","10,350","17","1","0","5","11","415","81","318","16","4"
"Charlestown","7,217","11","0","0","6","5","290","56","222","12","0"
"Chesterfield","2,755","0","0","0","0","0","83","10","73","0","0"
"Chesterton","12,746","7","0","1","1","5","324","75","231","18","2"
"Clarks Hill","663","0","0","0","0","0","3","2","1","0","0"
"Clarksville","21,295","139","1","9","53","76","2,024","235","1,574","215","5"
"Clinton","4,896","2","0","2","0","0","80","7","63","10","3"
"Columbia City","8,227","5","0","2","0","3","120","14","101","5","0"
"Columbus","39,764","53","1","10","16","26","2,593","344","2,116","133","9"
"Connersville","14,099","26","0","4","4","18","1,251","263","963","25","7"
"Corydon","2,793","2","0","0","1","1","62","5","54","3","0"
"Crawfordsville","15,156","31","0","8","6","17","831","180","625","26","2"
"Crown Point","24,072","13","0","7","5","1","684","59","573","52","1"
"Culver","1,523","1","0","0","0","1","17","8","6","3","0"
"Danville","8,033","14","0","0","1","13","111","16","88","7","0"
"Decatur","9,507","1","0","0","0","1","74","22","43","9","0"
"Delphi","2,969","1","0","0","1","0","84","30","52","2","0"
"Dyer","15,713","11","0","0","6","5","359","19","312","28","1"
"East Chicago2","30,353","223","14","13","124","72","2,059","388","1,378","293","11"
"Elwood","9,013","5","0","1","3","1","418","112","286","20","5"
"Evansville","114,985","522","2","56","179","285","5,308","1,108","3,905","295","84"
"Fairmount","2,746","8","0","1","0","7","89","8","77","4","1"
"Fishers","66,099","28","0","7","12","9","826","73","712","41","1"
"Fort Wayne","248,423","762","24","85","407","246","10,083","2,129","7,312","642","72"
"Franklin","22,778","86","0","5","7","74","1,210","100","1,080","30","0"
"Gary","97,048","669","71","57","324","217","4,667","1,746","2,062","859",""
"Gas City","5,774","3","0","0","3","0","176","26","137","13","0"
"Georgetown","2,851","5","0","0","1","4","29","7","17","5","0"
"Goshen","32,210","53","0","18","28","7","1,156","168","938","50","12"
"Greendale2","4,391","7","0","1","0","6","57","19","37","1","0"
"Greenfield","17,884","24","3","3","6","12","393","64","301","28","3"
"Greensburg","10,570","9","0","2","5","2","406","66","320","20","6"
"Greenwood","46,063","141","1","2","15","123","1,763","121","1,554","88","5"
"Griffith","16,370","43","2","0","13","28","665","76","524","65","1"
"Hagerstown","1,646","0","0","0","0","0","34","8","25","1","0"
"Hammond","77,662","645","15","25","279","326","3,840","994","2,312","534","50"
"Hartford City","6,493","6","0","2","1","3","201","48","148","5","0"
"Hebron","3,634","4","0","0","0","4","25","2","20","3","0"
"Highland","22,879","43","0","3","19","21","1,000","126","812","62","4"
"Hobart","28,428","86","2","8","19","57","1,545","167","1,237","141","6"
"Huntingburg","6,107","0","0","0","0","0","106","13","91","2","0"
"Huntington","16,767","25","0","5","3","17","386","50","320","16","2"
"Indianapolis","797,268","9,841","114","505","4,046","5,176","50,289","13,385","29,224","7,680","336"
"Jasper","14,098","9","1","0","1","7","176","36","131","9","1"
"Knox2","3,699","12","0","2","0","10","249","43","195","11","0"
"Kokomo","45,832","216","1","20","62","133","2,717","450","2,142","125","4"
"Lafayette","61,257","303","0","36","68","199","3,083","610","2,290","183","16"
"La Porte","21,178","31","0","5","15","11","1,462","175","1,217","70","2"
"Ligonier","4,470","2","0","0","0","2","71","15","47","9","1"
"Logansport","18,995","23","1","8","12","2","847","119","681","47","2"
"Long Beach","1,544","1","1","0","0","0","2","2","0","0","2"
"Lowell","8,319","13","0","0","3","10","145","9","132","4","0"
"Marion2","30,288","95","3","19","49","24","1,594","322","1,128","144","7"
"Martinsville","11,805","42","0","1","0","41","936","62","850","24","3"
"Merrillville","32,091","89","3","2","42","42","1,065","123","809","133","2"
"Michigan City","32,008","146","3","14","82","47","1,928","306","1,435","187","20"
"Mishawaka","49,196","157","1","17","52","87","3,189","342","2,691","156","24"
"Monticello","5,401","4","0","0","3","1","232","37","185","10","2"
"Mooresville","11,639","11","0","3","3","5","331","36","269","26","0"
"Muncie","64,921","375","1","50","60","264","2,652","581","1,932","139","52"
"Munster","22,467","23","1","0","14","8","472","41","400","31","0"
"Nappanee","7,118","1","0","0","1","0","191","12","172","7","1"
"New Albany","36,840","137","1","4","56","76","2,507","452","1,871","184","51"
"New Castle","18,577","16","0","3","7","6","1,652","341","1,245","66","0"
"New Whiteland","5,658","10","0","0","0","10","136","7","126","3","3"
"Noblesville","41,927","48","1","14","13","20","1,008","143","813","52","2"
"North Liberty","1,351","4","0","1","0","3","6","1","5","0","0"
"North Manchester","5,887","9","0","1","2","6","194","20","159","15","0"
"North Vernon","6,407","15","0","1","6","8","358","38","310","10","1"
"Plainfield","25,722","25","0","4","4","17","921","120","732","69","3"
"Plymouth","11,192","12","0","5","2","5","379","34","324","21","1"
"Portage","36,701","139","0","5","12","122","1,557","252","1,190","115","2"
"Portland","6,149","3","0","3","0","0","284","25","252","7","0"
"Rensselaer","6,276","36","0","7","1","28","221","40","173","8","6"
"Richmond","37,129","166","0","14","57","95","1,935","453","1,362","120","43"
"Rushville","5,570","12","0","0","0","12","192","38","150","4","0"
"Salem","6,558","8","0","0","0","8","24","13","11","0","0"
"Schererville","29,494","12","0","2","8","2","676","73","536","67","2"
"Scottsburg","5,982","22","0","2","1","19","424","83","325","16","0"
"Seymour","19,246","89","0","5","4","80","1,198","116","1,001","81","10"
"South Bend","104,437","805","7","67","448","283","6,872","1,945","4,438","489","106"
"South Whitley","1,865","4","0","0","0","4","28","8","19","1","0"
"Speedway","12,357","69","0","1","45","23","597","91","436","70","3"
"St. John","12,237","4","0","1","1","2","147","16","118","13","2"
"Sullivan","4,481","1","0","0","0","1","79","16","58","5","0"
"Tell City","7,561","6","0","2","0","4","195","58","131","6","2"
"Terre Haute","56,946","197","4","30","97","66","4,927","992","3,508","427","45"
"Tipton","5,181","0","0","0","0","0","163","43","116","4","0"
"Valparaiso","29,764","88","0","2","6","80","825","123","673","29","0"
"Vincennes","17,905","28","1","1","7","19","1,317","287","954","76","3"
"Wabash","11,021","9","0","2","6","1","204","55","132","17","2"
"Walkerton","2,186","10","0","0","1","9","70","20","43","7","0"
"Warsaw","13,154","16","0","7","9","0","618","74","519","25","6"
"Waterloo","2,194","20","0","1","0","19","53","20","30","3","0"
"Westfield","14,037","18","0","5","4","9","551","64","461","26","6"
"West Lafayette","29,045","49","0","4","3","42","519","96","402","21","0"
"Westville","5,194","2","0","2","0","0","82","13","66","3","0"
"Whiting","4,793","7","0","1","5","1","207","35","155","17","0"
"Winchester","4,705","10","0","2","1","7","208","32","172","4","1"
"Winona Lake","4,314","1","0","0","0","1","33","4","27","2","1"
