"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Anawalt","240","0","0","0","0","0","0","0","0","0","0"
"Ansted","1,597","0","0","0","0","0","5","2","3","0","0"
"Barboursville","3,276","7","0","0","1","6","419","36","378","5","0"
"Bayard","290","0","0","0","0","0","0","0","0","0","0"
"Beckley","16,774","151","1","0","29","121","1,235","202","961","72","13"
"Belington","1,831","1","0","0","0","1","9","2","6","1","0"
"Benwood","1,463","0","0","0","0","0","5","2","3","0","0"
"Bethany","977","0","0","0","0","0","0","0","0","0","0"
"Bethlehem","2,506","0","0","0","0","0","7","1","6","0","0"
"Bluefield","11,000","43","1","4","12","26","305","101","175","29","6"
"Bridgeport","7,806","13","0","1","2","10","193","27","164","2","2"
"Buckhannon","5,551","18","0","3","1","14","88","8","72","8","0"
"Cameron","1,110","4","0","0","0","4","0","0","0","0","0"
"Capon Bridge","250","0","0","0","0","0","4","1","3","0","0"
"Ceredo","1,607","4","0","0","1","3","49","13","33","3","0"
"Chapmanville","1,132","4","0","0","1","3","39","4","34","1","0"
"Charleston","50,510","572","4","14","131","423","3,051","601","2,235","215","33"
"Charles Town","4,013","9","0","0","2","7","101","19","77","5","1"
"Clarksburg","16,420","89","0","9","7","73","767","144","585","38","10"
"Clearview","558","0","0","0","0","0","0","0","0","0","0"
"Dunbar","7,612","19","0","6","5","8","181","38","115","28","2"
"Elkins","7,050","20","1","2","2","15","210","38","170","2","2"
"Follansbee","2,893","3","0","0","1","2","26","9","15","2","2"
"Glen Dale","1,443","0","0","0","0","0","36","16","18","2","1"
"Glenville","1,470","1","0","0","0","1","20","4","15","1","0"
"Grafton","5,372","5","0","0","0","5","30","6","22","2","0"
"Harpers Ferry/Bolivar","1,413","2","0","0","1","1","19","1","18","0","1"
"Hartford City","515","0","0","0","0","0","0","0","0","0","0"
"Henderson","311","0","0","0","0","0","0","0","0","0","0"
"Hinton","2,622","10","0","0","2","8","48","14","31","3","0"
"Huntington","48,669","367","3","47","181","136","3,626","1,268","2,061","297","27"
"Hurricane","6,179","8","0","3","1","4","194","27","156","11","1"
"Kenova","3,325","10","0","0","2","8","159","22","125","12","1"
"Kermit","225","0","0","0","0","0","0","0","0","0","0"
"Keyser","5,331","13","0","4","4","5","151","29","115","7","0"
"Lewisburg","3,554","1","0","0","0","1","14","1","12","1","0"
"Logan","1,525","39","0","1","7","31","280","37","239","4","6"
"Mannington","2,080","2","0","0","0","2","6","5","1","0","0"
"Marlinton","1,241","0","0","0","0","0","0","0","0","0","0"
"Mason","1,044","1","0","0","0","1","11","5","5","1","0"
"Masontown","656","0","0","0","0","0","0","0","0","0","0"
"Matoaka","302","1","0","0","0","1","0","0","0","0","0"
"Monongah","911","0","0","0","0","0","2","1","1","0","0"
"Montgomery","1,925","1","0","0","0","1","48","10","33","5","1"
"Moorefield","2,432","16","0","1","0","15","46","9","31","6","0"
"Morgantown","28,951","99","1","27","29","42","1,025","248","745","32","3"
"Moundsville","9,385","17","0","4","3","10","224","55","156","13","9"
"New Cumberland","1,021","0","0","0","0","0","0","0","0","0","0"
"Northfork","437","0","0","0","0","0","0","0","0","0","0"
"Nutter Fort","1,640","2","0","0","1","1","37","8","27","2","1"
"Oceana","1,445","10","0","0","0","10","119","13","103","3","0"
"Paden City","2,659","2","0","0","0","2","3","3","0","0","0"
"Parkersburg","31,562","68","1","11","18","38","1,468","286","1,077","105","17"
"Piedmont","925","0","0","0","0","0","2","1","1","0","0"
"Point Pleasant","4,459","6","0","0","1","5","210","37","159","14","1"
"Princeton","6,178","62","1","1","9","51","522","91","406","25","4"
"Ranson","4,067","13","0","0","4","9","36","1","32","3","0"
"Ravenswood","3,992","1","0","0","0","1","17","7","10","0","0"
"Reedsville","534","0","0","0","0","0","3","2","1","0","0"
"Ridgeley","690","0","0","0","0","0","0","0","0","0","0"
"Ripley","3,272","13","1","3","1","8","55","3","49","3","1"
"Rivesville","915","0","0","0","0","0","0","0","0","0","0"
"Ronceverte","1,523","4","0","1","0","3","31","16","14","1","0"
"Shinnston","2,238","2","0","0","0","2","31","4","27","0","0"
"South Charleston","12,468","55","0","2","20","33","639","81","517","41","7"
"Spencer","2,242","8","0","2","1","5","93","37","52","4","0"
"St. Albans","10,999","37","2","0","6","29","427","106","279","42","4"
"Summersville","3,366","5","0","0","1","4","82","11","65","6","0"
"Triadelphia","816","0","0","0","0","0","0","0","0","0","0"
"Vienna","10,667","16","0","3","3","10","291","28","257","6","0"
"Wardensville","246","1","0","0","0","1","1","0","1","0","0"
"Weirton","19,095","23","0","0","4","19","215","43","161","11","0"
"Welch","2,283","5","0","0","2","3","59","13","45","1","0"
"West Logan","394","0","0","0","0","0","0","0","0","0","0"
"West Milford","651","0","0","0","0","0","0","0","0","0","0"
"Weston","4,215","1","0","0","0","1","23","1","21","1","0"
"Wheeling","29,057","134","1","15","35","83","981","216","693","72","4"
"White Sulphur Springs","2,323","0","0","0","0","0","1","0","1","0","0"
"Williamson","3,128","5","0","0","1","4","59","15","40","4","0"
"Williamstown","2,975","1","0","0","0","1","44","5","37","2","0"
