"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Alliance","8,054","31","0","0","1","30","175","34","131","10","7"
"Ashland","2,586","0","0","0","0","0","6","3","3","0","0"
"Auburn","3,187","1","0","0","0","1","118","15","98","5","1"
"Aurora","4,261","0","0","0","0","0","40","3","30","7","0"
"Bayard","1,143","0","0","0","0","0","35","10","20","5","1"
"Beatrice","12,972","47","1","15","1","30","506","106","381","19","5"
"Blair","7,962","4","0","0","2","2","143","12","117","14","0"
"Bridgeport","1,478","1","0","1","0","0","24","6","17","1","0"
"Broken Bow","3,235","3","0","2","0","1","35","6","28","1","0"
"Central City","2,839","3","0","1","0","2","49","5","40","4","0"
"Chadron","5,158","6","0","1","0","5","114","22","71","21","1"
"Cozad","4,293","3","0","2","0","1","59","9","49","1","0"
"Crete","6,345","5","0","0","0","5","199","33","158","8","2"
"David City","2,520","0","0","0","0","0","45","16","28","1","0"
"Emerson","819","0","0","0","0","0","10","4","6","0","1"
"Falls City","4,119","0","0","0","0","0","73","15","53","5","1"
"Fremont","25,423","38","0","14","2","22","748","94","619","35","5"
"Gering","7,677","9","0","0","0","9","225","32","177","16","1"
"Gothenburg","3,748","2","1","1","0","0","47","0","46","1","0"
"Grand Island","44,812","124","4","5","16","99","2,112","313","1,662","137","5"
"Hastings","25,250","51","0","16","9","26","896","164","685","47","10"
"Holdrege","5,281","7","0","1","0","6","134","21","105","8","3"
"Imperial","1,833","4","0","2","1","1","14","2","10","2","0"
"Kearney","29,652","71","0","6","6","59","960","139","796","25","12"
"La Vista","16,816","12","1","5","3","3","316","26","268","22","3"
"Lexington","10,262","30","0","2","3","25","384","47","328","9","6"
"Lincoln","243,243","1,325","6","113","173","1,033","11,755","1,904","9,428","423","2"
"Lyons","887","1","0","1","0","0","7","3","4","0","0"
"Milford","2,045","0","0","0","0","0","20","2","16","2","0"
"Minden","2,867","1","0","1","0","0","83","18","65","0","0"
"Mitchell","1,774","2","0","0","0","2","42","11","30","1","0"
"Nebraska City","7,106","3","0","2","0","1","217","29","181","7","0"
"Norfolk","23,977","27","0","15","3","9","681","71","584","26","3"
"Ogallala","4,585","9","0","5","0","4","178","15","154","9","1"
"Omaha","431,810","2,578","42","189","818","1,529","20,657","3,345","13,876","3,436",""
"O'Neill","3,391","1","0","0","0","1","14","2","12","0","0"
"Papillion","21,748","8","0","2","1","5","358","20","321","17","1"
"Plainview","1,254","1","0","0","0","1","11","2","9","0","0"
"Plattsmouth","7,070","7","0","4","0","3","178","10","159","9","1"
"Ralston","6,144","5","0","0","1","4","155","15","120","20","0"
"Scottsbluff","14,719","67","0","12","7","48","853","116","712","25","0"
"Seward","6,922","5","0","0","1","4","71","12","54","5","0"
"Sidney","6,386","10","0","2","0","8","196","25","166","5","0"
"South Sioux City","12,139","4","0","1","1","2","194","25","160","9","0"
"St. Paul","2,263","1","0","0","0","1","10","3","7","0","0"
"Superior","1,845","0","0","0","0","0","9","5","3","1","0"
"Valentine","2,694","6","0","0","0","6","80","15","54","11","0"
"Valley","1,868","5","0","1","0","4","68","7","58","3","2"
"Wahoo","4,060","3","0","2","0","1","73","20","51","2","0"
"Wayne","5,136","9","0","3","0","6","140","35","102","3","0"
"West Point","3,446","1","0","1","0","0","35","6","27","2","0"
"Wilber","1,804","0","0","0","0","0","9","0","9","0","0"
"Wymore","1,612","5","0","1","1","3","22","5","16","1","0"
"York","7,921","4","0","0","3","1","247","20","218","9","1"
