"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Aberdeen","23,992","30","0","13","1","16","498","80","389","29","1"
"Avon","536","0","0","0","0","0","0","0","0","0","0"
"Bonesteel","264","0","0","0","0","0","0","0","0","0","0"
"Box Elder","3,112","12","0","8","0","4","69","31","36","2","0"
"Brandon","7,956","2","0","0","0","2","59","10","49","0","0"
"Bridgewater","579","0","0","0","0","0","0","0","0","0","0"
"Burke","590","0","0","0","0","0","0","0","0","0","0"
"Canton","3,237","7","0","0","0","7","33","10","22","1","1"
"Centerville","856","0","0","0","0","0","0","0","0","0","0"
"Clark","1,128","0","0","0","0","0","0","0","0","0","0"
"Colman","553","0","0","0","0","0","1","0","1","0","0"
"Corsica","601","0","0","0","0","0","0","0","0","0","0"
"Deadwood","1,269","2","0","0","1","1","43","1","41","1","0"
"Delmont","229","0","0","0","0","0","0","0","0","0","0"
"Eagle Butte","950","1","0","0","0","1","17","2","15","0","0"
"Estelline","668","1","0","0","0","1","11","1","9","1","0"
"Eureka","952","0","0","0","0","0","0","0","0","0","0"
"Freeman","1,178","0","0","0","0","0","0","0","0","0","0"
"Gettysburg","1,130","0","0","0","0","0","2","0","2","0","0"
"Hermosa","360","0","0","0","0","0","0","0","0","0","0"
"Hot Springs","4,095","1","0","0","0","1","28","15","13","0","0"
"Hoven","421","0","0","0","0","0","0","0","0","0","0"
"Irene","403","0","0","0","0","0","2","0","2","0","0"
"Jefferson","593","0","0","0","0","0","0","0","0","0","0"
"Kadoka","673","1","0","0","0","1","3","3","0","0","0"
"Kimball","678","0","0","0","0","0","0","0","0","0","0"
"Lead","2,837","6","0","0","0","6","20","0","19","1","0"
"Leola","394","0","0","0","0","0","0","0","0","0","0"
"Madison","6,221","7","0","0","0","7","92","9","82","1","0"
"Martin","1,029","4","0","1","0","3","18","10","8","0","0"
"McIntosh","212","0","0","0","0","0","0","0","0","0","0"
"McLaughlin2","755","","0","0","1","","16","11","4","1","1"
"Miller","1,343","0","0","0","0","0","14","5","8","1","0"
"Mitchell","14,894","33","0","3","2","28","487","72","384","31","9"
"Mobridge","3,188","5","0","0","0","5","97","6","85","6","0"
"New Effington","225","0","0","0","0","0","0","0","0","0","0"
"North Sioux City","2,545","0","0","0","0","0","1","0","1","0","0"
"Parkston","1,506","0","0","0","0","0","12","7","5","0","1"
"Pierre","14,124","34","0","9","1","24","547","80","444","23","5"
"Rapid City","63,162","294","4","69","34","187","2,386","443","1,819","124","17"
"Rosholt","437","0","0","0","0","0","0","0","0","0","0"
"Scotland","816","0","0","0","0","0","0","0","0","0","0"
"Sioux Falls","144,985","381","2","95","44","240","3,780","631","2,881","268","39"
"Spearfish","9,796","9","0","3","0","6","338","26","308","4","0"
"Springfield","1,510","0","0","0","0","0","0","0","0","0","0"
"Sturgis","6,090","13","0","1","1","11","154","17","125","12","0"
"Tripp","643","0","0","0","0","0","1","1","0","0","0"
"Tyndall","1,135","0","0","0","0","0","0","0","0","0","0"
"Vermillion","9,810","9","0","1","0","8","86","5","80","1","0"
"Viborg","793","4","0","0","0","4","0","0","0","0","0"
"Wagner","1,596","4","0","0","0","4","21","3","12","6","0"
"Watertown","20,568","37","0","8","2","27","617","76","509","32","1"
"Whitewood","810","2","0","1","0","1","7","0","5","2","0"
"Wilmot","524","0","0","0","0","0","0","0","0","0","0"
"Winner","2,892","4","0","0","0","4","58","3","51","4","0"
"Yankton","13,805","26","1","4","4","17","344","54","280","10","0"
