"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Afton","1,817","2","0","0","0","2","25","10","15","0","0"
"Basin","1,242","6","0","1","0","5","32","2","30","0","0"
"Buffalo","4,566","28","0","2","0","26","70","6","58","6","1"
"Casper","52,434","152","2","20","22","108","2,595","504","1,935","156","7"
"Cheyenne","55,604","115","1","23","13","78","2,557","261","2,208","88","11"
"Cody","9,266","31","0","3","1","27","247","37","206","4","0"
"Diamondville","678","2","0","0","0","2","12","3","9","0","0"
"Douglas","5,691","15","0","2","1","12","178","20","157","1","0"
"Evanston","11,585","18","0","7","2","9","436","44","375","17","1"
"Evansville","2,321","4","0","0","0","4","89","11","73","5","0"
"Gillette","24,438","41","1","9","5","26","920","103","773","44","6"
"Glenrock","2,393","9","0","2","0","7","45","9","30","6","0"
"Green River","11,957","78","0","2","0","76","308","55","235","18","0"
"Guernsey","1,118","6","0","0","0","6","11","2","9","0","1"
"Hanna","855","0","0","0","0","0","3","0","1","2","0"
"Jackson","9,292","42","0","19","0","23","323","25","280","18","4"
"Kemmerer","2,508","3","0","0","0","3","25","1","24","0","1"
"Lander","7,066","15","0","0","0","15","213","24","178","11","0"
"Laramie","25,504","18","0","1","4","13","828","76","690","62","8"
"Lovell","2,279","4","1","0","0","3","28","0","28","0","0"
"Lusk","1,316","5","0","0","0","5","17","4","13","0","0"
"Mills","2,926","9","0","0","0","9","87","13","68","6","1"
"Moorcroft","861","1","0","0","1","0","14","8","5","1","0"
"Newcastle","3,275","12","0","0","0","12","122","19","96","7","0"
"Pine Bluffs","1,142","5","0","1","0","4","20","6","13","1","0"
"Powell","5,388","11","0","4","0","7","202","17","179","6","3"
"Rawlins","8,572","54","1","5","3","45","377","53","307","17","1"
"Riverton","9,795","32","0","7","1","24","417","49","337","31","2"
"Rock Springs","19,432","135","3","9","16","107","851","154","643","54","6"
"Saratoga","1,721","1","0","0","0","1","22","0","22","0","0"
"Sheridan","16,507","9","0","2","3","4","372","58","297","17","4"
"Sundance","1,199","0","0","0","0","0","12","4","7","1","0"
"Thermopolis","2,912","17","0","0","0","17","81","10","70","1","0"
"Torrington","5,446","7","0","0","1","6","170","36","133","1","0"
"Wheatland","3,426","7","0","1","0","6","121","17","100","4","1"
"Worland","4,857","15","0","0","0","15","43","10","25","8","0"
