"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Achille","530","3","1","0","0","2","15","5","9","1","0"
"Ada","15,901","137","1","16","7","113","1,011","195","757","59","3"
"Altus","19,284","45","0","0","16","29","794","225","547","22","2"
"Alva","4,747","10","0","0","0","10","144","20","117","7","0"
"Anadarko","6,519","47","0","1","4","42","409","125","266","18","20"
"Antlers","2,481","36","0","3","1","32","74","15","55","4","2"
"Apache","1,583","9","0","1","0","8","47","20","25","2","0"
"Ardmore","24,663","241","3","17","25","196","1,276","341","860","75","2"
"Arkoma","2,205","1","0","1","0","0","21","9","11","1","0"
"Atoka","3,044","7","0","3","0","4","118","37","75","6","1"
"Bartlesville","34,902","114","0","15","18","81","1,333","255","993","85","14"
"Beaver","1,378","1","0","0","0","1","18","9","9","0","0"
"Beggs","1,374","2","0","0","0","2","22","9","10","3","0"
"Bethany","19,456","70","2","13","16","39","724","212","421","91","5"
"Bixby","20,303","20","0","4","2","14","276","74","184","18","3"
"Blackwell","7,134","19","0","3","2","14","153","52","92","9","3"
"Blanchard","6,351","2","0","2","0","0","108","26","64","18","1"
"Boise City","1,284","1","0","0","0","1","14","7","6","1","0"
"Boley","1,086","2","0","1","0","1","9","6","3","0","2"
"Bristow","4,402","14","0","1","3","10","212","46","148","18","2"
"Broken Arrow","89,463","187","1","24","27","135","1,961","426","1,397","138","26"
"Broken Bow","4,217","25","1","3","1","20","253","105","118","30","0"
"Caddo","982","5","0","0","1","4","21","10","11","0","1"
"Calera","1,817","3","0","0","1","2","46","16","29","1","0"
"Carnegie","1,589","9","0","0","0","9","31","18","11","2","0"
"Catoosa","6,789","39","2","2","6","29","149","38","84","27","3"
"Chandler","2,876","8","0","3","1","4","99","37","55","7","0"
"Checotah","3,520","6","0","0","0","6","134","17","110","7","1"
"Chelsea","2,269","1","0","0","0","1","31","14","13","4","0"
"Cherokee","1,445","0","0","0","0","0","7","6","1","0","0"
"Chickasha","17,346","120","0","6","10","104","779","217","507","55","7"
"Choctaw2","11,009","","0","1","2","","230","51","162","17","4"
"Chouteau","2,016","7","0","0","1","6","63","22","39","2","1"
"Claremore","17,519","53","1","14","3","35","516","122","365","29","0"
"Clayton","722","14","0","0","0","14","10","6","4","0","0"
"Cleveland","3,230","17","0","2","1","14","116","29","78","9","0"
"Clinton","8,395","32","1","1","4","26","207","30","160","17","2"
"Coalgate","1,836","2","0","1","0","1","18","9","6","3","0"
"Colbert","1,115","4","0","1","0","3","21","12","9","0","0"
"Collinsville","4,559","12","0","4","2","6","82","29","47","6","0"
"Comanche","1,525","4","0","1","0","3","65","21","42","2","1"
"Cordell","2,910","9","0","0","0","9","27","1","26","0","0"
"Coweta","8,847","21","1","5","1","14","168","44","107","17","0"
"Crescent","1,356","4","0","0","0","4","13","2","8","3","0"
"Cushing","8,479","27","1","6","0","20","198","40","134","24","1"
"Davenport","893","0","0","0","0","0","10","5","5","0","0"
"Davis","2,671","1","0","0","0","1","62","14","44","4","3"
"Del City","21,872","115","2","15","35","63","1,213","401","713","99","16"
"Dewey","3,281","6","0","1","1","4","143","34","108","1","0"
"Drumright","2,890","1","0","0","0","1","50","9","37","4","0"
"Duncan","22,486","50","0","8","10","32","923","178","702","43","3"
"Durant","15,177","54","2","13","4","35","891","203","617","71","5"
"Edmond","77,879","92","2","21","31","38","1,845","387","1,377","81","8"
"Elk City","11,079","18","0","1","2","15","245","40","192","13","0"
"El Reno","16,221","68","2","4","7","55","568","158","381","29","7"
"Enid","46,454","155","3","22","22","108","1,990","465","1,452","73","2"
"Eufaula","2,797","8","1","1","1","5","141","40","92","9","0"
"Fairfax2","1,486","","0","0","0","","59","38","15","6","0"
"Fairview","2,592","4","0","1","0","3","69","19","49","1","0"
"Fort Gibson","4,328","2","0","2","0","0","48","11","35","2","0"
"Frederick","4,113","17","0","1","3","13","134","43","84","7","6"
"Geary","1,239","7","0","1","0","6","42","13","28","1","0"
"Glenpool","9,251","18","0","2","1","15","173","44","111","18","0"
"Goodwell","1,127","2","0","1","0","1","15","7","8","0","0"
"Grove","6,141","15","0","1","0","14","161","32","128","1","0"
"Guthrie","11,074","26","1","5","5","15","277","73","186","18","2"
"Guymon","10,721","47","1","5","6","35","370","69","285","16","2"
