"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Addis","3,145","9","0","0","0","9","5","0","4","1","0"
"Alexandria","45,720","1,065","8","16","175","866","4,246","1,099","2,966","181","0"
"Baker","13,600","51","2","4","12","33","729","151","535","43","3"
"Basile","2,392","4","0","0","0","4","15","3","12","0","0"
"Baton Rouge","228,446","2,615","71","72","1,015","1,457","13,643","3,847","8,617","1,179","210"
"Bernice","1,677","7","1","0","0","6","15","5","10","0","0"
"Berwick","4,312","30","0","0","0","30","37","15","20","2","0"
"Bogalusa","12,927","201","3","11","35","152","888","259","550","79","4"
"Bossier City","61,993","1,146","2","34","88","1,022","2,692","426","2,068","198","15"
"Breaux Bridge","8,047","32","0","2","3","27","31","15","14","2","0"
"Clinton","1,907","32","1","0","0","31","72","18","47","7","0"
"Coushatta","2,166","12","0","0","1","11","84","22","57","5","0"
"Covington","9,745","67","0","1","13","53","320","69","232","19","1"
"Crowley","13,992","86","0","8","9","69","680","270","392","18","0"
"Denham Springs","10,552","145","0","5","29","111","1,085","226","832","27","0"
"De Quincy","3,192","11","0","1","0","10","152","40","107","5","1"
"De Ridder","10,143","26","0","1","1","24","172","48","123","1","0"
"Elton","1,252","11","0","1","2","8","60","25","35","0","1"
"Eunice","11,621","47","0","1","9","37","697","113","548","36","0"
"Farmerville","3,567","42","0","3","1","38","188","60","128","0","1"
"Franklin","7,794","96","0","2","9","85","526","60","453","13","2"
"Franklinton","3,723","48","0","2","8","38","293","52","229","12","0"
"French Settlement","1,100","2","1","0","0","1","7","0","7","0","0"
"Golden Meadow","2,158","2","0","0","0","2","10","1","8","1","1"
"Gonzales","9,067","54","1","3","12","38","376","31","315","30","0"
"Gramercy","6,946","33","0","2","2","29","133","14","113","6","2"
"Gretna","16,240","165","4","10","52","99","868","215","543","110","0"
"Harahan","9,212","21","0","0","4","17","187","37","138","12","13"
"Haughton","2,997","22","0","0","0","22","4","0","4","0","0"
"Houma","32,597","340","4","16","65","255","1,489","235","1,182","72","7"
"Iowa","2,565","15","0","0","1","14","124","28","88","8","0"
"Jackson","3,714","31","0","0","0","31","73","11","61","1","0"
"Jeanerette","6,015","19","0","1","3","15","105","23","79","3","0"
"Jennings","10,577","81","2","3","14","62","512","112","361","39","2"
"Kenner","66,473","388","10","14","124","240","2,760","597","1,859","304","24"
"Kentwood","2,302","6","0","1","0","5","256","36","214","6","0"
"Kinder","2,148","31","0","3","0","28","75","5","64","6","0"
"Lafayette","114,212","1,293","15","68","319","891","7,118","1,410","5,152","556","28"
"Lake Arthur","2,894","8","0","2","3","3","96","16","74","6","0"
"Mamou","3,443","36","0","1","2","33","139","14","117","8","1"
"Mandeville","12,346","38","0","4","4","30","426","58","358","10","1"
"Monroe","51,350","343","1","20","101","221","5,096","1,141","3,792","163",""
"Moreauville","944","5","0","0","0","5","21","7","13","1","0"
"Morgan City","11,810","74","0","4","19","51","501","115","356","30","0"
"New Orleans","220,614","3,451","209","115","1,154","1,973","15,583","5,039","7,354","3,190",""
"Olla","1,352","5","0","1","0","4","38","11","27","0","0"
"Pearl River","2,170","21","0","0","2","19","106","14","88","4","0"
"Pineville","14,540","58","0","7","8","43","716","170","500","46","0"
"Plaquemine","6,627","115","7","1","6","101","353","50","294","9","2"
"Ponchatoula","6,244","89","0","2","11","76","651","204","417","30","0"
"Port Allen","5,136","31","1","1","4","25","201","43","126","32","2"
"Ruston","20,532","100","0","0","26","74","823","211","598","14","0"
"Shreveport","199,811","2,198","36","112","544","1,506","12,178","2,861","8,216","1,101","111"
"Slidell","28,272","143","0","11","23","109","2,137","285","1,696","156","0"
"Sterlington","1,240","1","0","0","0","1","20","4","16","0","0"
"Tallulah","7,883","102","4","1","8","89","334","118","210","6","1"
"Thibodaux","14,501","120","1","10","21","88","679","126","539","14","0"
"Tickfaw","687","1","0","0","0","1","43","4","38","1","0"
"Vinton","3,131","21","0","1","1","19","200","38","148","14","1"
"Westlake","4,526","20","0","2","0","18","166","26","127","13","0"
"West Monroe","12,989","99","0","2","15","82","1,040","193","812","35","3"
"Westwego","9,957","43","0","3","7","33","312","74","215","23","2"
"Winnfield","5,183","16","0","0","1","15","154","13","141","0","0"
"Zachary","13,428","39","1","4","7","27","183","22","144","17","0"
