"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abilene","6,419","20","1","6","0","13","271","33","221","17","1"
"Andover","9,955","27","0","5","0","22","594","47","539","8","0"
"Anthony","2,217","3","0","0","0","3","58","25","28","5","0"
"Arkansas City","11,342","78","1","10","1","66","449","82","345","22","7"
"Atchison","10,138","32","0","6","4","22","412","67","324","21","3"
"Atwood","1,104","1","0","0","0","1","10","1","9","0","0"
"Auburn","1,132","0","0","0","0","0","0","0","0","0","0"
"Augusta","8,715","20","0","4","0","16","520","52","447","21","0"
"Baldwin City","4,255","10","0","0","0","10","76","11","63","2","2"
"Basehor","3,742","4","0","0","0","4","61","17","42","2","1"
"Baxter Springs","4,164","8","1","0","0","7","149","31","107","11","1"
"Bel Aire","6,739","7","0","2","1","4","57","14","38","5","3"
"Belle Plaine","1,576","1","0","0","0","1","38","8","25","5","0"
"Beloit","3,591","6","0","1","0","5","63","16","44","3","0"
"Bonner Springs","7,121","22","0","1","5","16","332","61","233","38","3"
"Chanute","8,822","36","0","5","2","29","295","31","251","13","1"
"Chapman","1,262","3","0","0","0","3","18","4","14","0","0"
"Chetopa","1,227","8","0","1","0","7","33","10","21","2","1"
"Clay Center","4,305","17","0","7","0","10","140","47","83","10","0"
"Clearwater","2,299","2","0","0","1","1","67","20","45","2","0"
"Coffeyville","10,280","74","0","8","14","52","602","181","387","34","4"
"Colby","4,854","20","0","1","1","18","194","43","141","10","2"
"Columbus","3,216","7","0","2","1","4","86","25","58","3","0"
"Colwich","1,380","2","0","0","0","2","7","1","6","0","0"
"Concordia","5,229","16","0","5","2","9","235","58","166","11","6"
"Derby","21,531","50","0","10","4","36","743","136","560","47","12"
"Dodge City","26,236","179","2","15","16","146","993","193","744","56","14"
"Edwardsville","4,565","24","0","1","0","23","147","32","101","14","0"
"El Dorado","12,693","48","0","3","4","41","621","121","453","47","4"
"Elkhart","1,969","9","0","0","0","9","9","2","6","1","0"
"Ellis","1,849","1","0","0","0","1","31","3","25","3","0"
"Ellsworth","2,869","4","0","2","0","2","51","7","43","1","0"
"Elwood","1,144","5","0","3","0","2","59","24","28","7","1"
"Erie","1,146","0","0","0","0","0","25","8","17","0","0"
"Eudora","6,323","13","0","3","0","10","129","21","99","9","0"
"Fairway","3,815","4","0","2","1","1","40","7","24","9","1"
"Fort Scott","7,922","33","0","5","5","23","334","66","247","21","4"
"Fredonia","2,446","5","0","0","0","5","124","39","82","3","0"
"Frontenac","3,134","5","0","1","0","4","73","17","54","2","0"
"Galena","3,150","2","0","0","0","2","117","24","83","10","0"
"Garden City","26,949","176","0","13","16","147","1,142","196","902","44","9"
"Gardner","16,658","38","0","3","4","31","369","61","290","18","0"
"Garnett","3,272","6","0","1","0","5","110","31","72","7","0"
"Girard","2,645","12","0","0","0","12","66","19","41","6","0"
"Goddard","3,836","3","0","0","2","1","131","34","95","2","0"
"Grandview Plaza","995","10","0","0","0","10","47","14","30","3","2"
"Great Bend2","15,562","","1","4","4","","726","144","560","22","7"
"Hays","19,672","57","1","8","6","42","598","123","457","18","5"
"Haysville","10,227","28","0","7","0","21","437","100","315","22","1"
"Herington","2,459","9","0","2","1","6","101","16","69","16","0"
"Hesston","3,666","2","0","1","0","1","73","24","47","2","2"
"Hiawatha","3,207","12","0","2","1","9","96","15","76","5","0"
"Hill City","1,415","3","0","0","0","3","18","5","11","2","0"
"Hillsboro","2,694","3","0","0","0","3","49","11","36","2","0"
"Holton","3,364","3","0","0","1","2","72","7","62","3","2"
"Horton","1,821","4","0","0","0","4","41","15","22","4","0"
"Independence","9,229","69","1","1","12","55","484","116","333","35","7"
"Inman","1,189","0","0","0","0","0","10","6","4","0","0"
"Iola","5,916","32","0","2","6","24","348","68","267","13","0"
"Junction City","15,727","164","1","15","23","125","759","138","590","31","9"
"Kansas City","143,371","1,149","20","91","489","549","9,717","2,269","5,431","2,017",""
"Kechi","1,645","1","0","0","1","0","19","3","13","3","0"
"Kingman","3,072","14","0","1","0","13","93","22","66","5","1"
"Lansing","10,861","33","0","2","2","29","230","45","156","29","1"
"Larned","3,677","22","0","2","1","19","200","41","156","3","3"
