"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Aberdeen","16,382","33","0","5","13","15","1,085","220","752","113","3"
"Airway Heights","4,794","14","1","3","1","9","156","36","108","12","2"
"Algona","2,726","7","0","2","1","4","72","14","44","14","0"
"Anacortes","16,948","17","1","2","1","13","568","95","448","25","3"
"Arlington","16,736","18","0","0","2","16","858","132","590","136","5"
"Asotin","1,130","3","0","0","0","3","39","10","26","3","1"
"Auburn","49,710","248","1","12","92","143","3,225","590","1,962","673","30"
"Bainbridge Island","22,442","24","0","3","2","19","382","86","288","8","8"
"Battle Ground","14,149","33","0","11","3","19","385","91","270","24","5"
"Bellevue","118,984","138","0","29","61","48","4,181","583","3,152","446","20"
"Bellingham","76,290","187","2","29","58","98","5,022","696","4,087","239","31"
"Bingen","703","1","0","0","0","1","24","9","14","1","0"
"Black Diamond","3,948","5","0","0","0","5","51","12","35","4","1"
"Blaine","4,622","5","0","1","0","4","241","24","210","7","2"
"Bonney Lake","15,737","31","0","3","4","24","464","81","337","46","4"
"Bothell","31,521","21","0","2","12","7","767","150","510","107","8"
"Bremerton","35,068","336","0","63","60","213","1,652","368","1,185","99","12"
"Brewster","2,124","11","0","3","2","6","119","27","88","4","1"
"Brier","6,382","5","0","1","2","2","104","26","59","19","0"
"Buckley","5,514","4","0","2","0","2","138","23","99","16","0"
"Burien","31,035","191","1","16","83","91","1,710","375","943","392","6"
"Burlington","8,921","36","0","2","18","16","1,322","134","1,072","116","1"
"Camas","18,256","18","0","3","5","10","396","60","313","23","6"
"Carnation","1,827","0","0","0","0","0","11","3","7","1","0"
"Castle Rock","2,147","7","0","1","0","6","97","25","65","7","3"
"Centralia","15,708","99","1","8","15","75","991","168","764","59","7"
"Chehalis","7,249","28","0","5","11","12","695","78","581","36","2"
"Cheney","10,597","15","0","5","3","7","247","31","202","14","1"
"Chewelah","2,334","2","0","1","0","1","75","16","54","5","0"
"Clarkston","7,231","15","0","1","2","12","358","23","314","21","2"
"Cle Elum","3,330","4","0","0","2","2","190","32","145","13","1"
"Clyde Hill","2,997","1","0","0","0","1","36","20","15","1","2"
"College Place","9,148","8","0","3","1","4","251","34","210","7","1"
"Colville","5,055","3","0","1","0","2","194","17","167","10","0"
"Connell","2,987","2","0","1","0","1","43","4","37","2","0"
"Cosmopolis","1,692","2","0","0","0","2","22","2","20","0","0"
"Coulee Dam","1,083","0","0","0","0","0","24","11","10","3","0"
"Coupeville","1,857","1","0","0","0","1","91","22","64","5","1"
"Covington","18,072","25","0","9","9","7","504","91","343","70","5"
"Des Moines","28,907","117","2","21","54","40","888","211","450","227","2"
"Dupont","6,831","2","0","0","0","2","38","15","22","1","0"
"Duvall","6,064","1","0","0","0","1","33","8","24","1","0"
"East Wenatchee","9,013","36","0","5","5","26","694","94","578","22","3"
"Eatonville","2,455","5","0","1","1","3","49","10","39","0","3"
"Edgewood","9,860","24","0","1","6","17","195","62","118","15","1"
"Edmonds","40,218","60","1","4","22","33","985","247","625","113","13"
"Ellensburg","17,033","41","0","14","5","22","893","176","682","35","5"
"Elma","3,177","10","0","3","4","3","288","83","172","33","0"
"Enumclaw","10,966","7","0","0","2","5","285","41","208","36","16"
"Ephrata","7,361","16","0","2","2","12","516","117","378","21","4"
"Everett","98,845","564","7","61","209","287","8,739","1,405","5,456","1,878","19"
"Everson","2,031","6","0","2","1","3","115","19","94","2","0"
"Federal Way","84,026","287","3","48","129","107","4,837","739","3,159","939","19"
"Ferndale","10,559","24","0","3","6","15","396","61","303","32","6"
"Fife","6,746","47","0","7","11","29","565","74","354","137","0"
"Fircrest","6,318","22","0","1","5","16","170","30","118","22","2"
"Forks","3,249","21","0","2","1","18","178","44","133","1","0"
"Garfield","604","0","0","0","0","0","2","0","2","0","0"
"Gig Harbor","6,691","14","1","0","6","7","385","51","297","37","1"
"Goldendale","3,758","9","0","0","0","9","228","40","169","19","7"
"Grand Coulee","1,950","11","0","1","2","8","85","30","53","2","0"
"Grandview","9,222","21","0","6","3","12","621","144","407","70","5"
"Granite Falls","2,972","5","0","1","1","3","130","19","100","11","0"
"Hoquiam","9,058","26","1","6","6","13","464","106","326","32","5"
"Ilwaco","1,004","1","0","0","0","1","56","8","46","2","0"
"Issaquah","19,193","9","0","0","5","4","864","77","686","101","0"
"Kalama","2,077","2","0","0","0","2","88","6","82","0","1"
"Kelso","12,156","81","0","16","19","46","1,000","164","763","73","4"
"Kenmore","20,167","30","0","6","12","12","448","101","298","49","3"
"Kennewick","63,147","236","1","38","31","166","2,362","341","1,862","159","25"
"Kent","83,929","525","4","64","174","283","4,873","1,075","2,790","1,008","29"
"Kettle Falls","1,621","1","0","0","1","0","69","16","51","2","0"
"Kirkland","46,686","67","0","13","24","30","1,881","336","1,366","179","12"
"Kittitas","1,194","2","0","0","2","0","58","13","42","3","0"
"La Center","1,944","3","0","0","0","3","25","3","21","1","0"
"Lacey","36,037","89","2","6","24","57","1,749","259","1,341","149","6"
"Lake Forest Park","12,506","3","0","1","1","1","253","55","163","35","0"
"Lake Stevens2","8,238","32","1","3","7","21","","129","","","5"
"Lakewood","57,465","495","2","47","137","309","3,724","890","2,215","619","17"
"Langley","1,035","0","0","0","0","0","56","10","45","1","0"
"Liberty Lake","6,399","5","0","0","0","5","94","17","60","17","1"
"Long Beach","1,400","2","0","2","0","0","90","26","60","4","0"
"Longview","37,068","134","3","45","39","47","2,341","480","1,662","199","11"
"Lynden","11,159","9","0","2","0","7","259","35","218","6","2"
"Lynnwood","33,663","131","0","11","73","47","2,873","280","2,162","431","13"
"Malden","191","0","0","0","0","0","1","1","0","0","0"
"Maple Valley","16,798","11","1","5","0","5","365","108","215","42","4"
"Marysville","32,623","105","0","8","44","53","1,534","230","925","379","10"
"McCleary","1,589","1","0","0","0","1","27","14","7","6","1"
"Medical Lake","4,493","2","0","1","0","1","58","19","36","3","0"
"Medina","3,561","1","0","0","1","0","77","6","62","9","0"
"Mercer Island","23,671","6","0","0","1","5","392","73","289","30","8"
"Mill Creek","15,843","22","0","2","5","15","573","98","388","87","0"
"Milton","6,836","16","0","2","7","7","281","47","187","47","1"
"Monroe","16,505","27","0","0","10","17","615","116","425","74","1"
"Montesano","3,556","1","0","0","1","0","98","13","79","6","0"
"Morton","1,102","2","0","0","0","2","37","3","34","0","0"
"Moses Lake","17,561","82","0","24","20","38","1,801","336","1,365","100","12"
"Mountlake Terrace","20,193","31","0","3","12","16","690","138","441","111","15"
"Mount Vernon","30,521","77","0","12","30","35","2,324","294","1,866","164","12"
"Moxee","2,044","4","0","2","0","2","12","2","10","0","0"
"Mukilteo","20,642","27","0","5","10","12","568","136","335","97","5"
"Napavine","1,499","3","0","2","0","1","39","0","36","3","0"
"Newcastle","9,867","11","0","4","2","5","214","46","142","26","2"
"Normandy Park","6,207","4","0","0","0","4","133","33","82","18","0"
"North Bend","4,605","13","0","3","1","9","144","19","108","17","0"
"North Bonneville","775","1","0","0","0","1","12","1","11","0","0"
"Oakesdale","379","0","0","0","0","0","4","4","0","0","0"
"Oak Harbor","23,168","35","0","7","5","23","555","104","403","48","7"
"Oakville","730","0","0","0","0","0","22","7","13","2","0"
"Ocean Shores","4,785","3","0","0","1","2","187","102","80","5","0"
"Odessa","931","4","0","1","0","3","27","3","23","1","0"
"Olympia","44,946","118","0","28","27","63","2,023","296","1,493","234","12"
"Omak","4,745","18","0","3","1","14","251","56","177","18","6"
"Oroville","1,588","6","0","2","0","4","66","14","47","5","1"
"Othello","6,357","23","1","2","2","18","627","147","434","46","2"
"Pacific","5,910","10","0","3","3","4","235","73","120","42","2"
"Pasco","52,761","150","0","29","43","78","1,811","408","1,138","265","6"
"Pe Ell","690","0","0","0","0","0","0","0","0","0","0"
"Port Angeles","19,064","76","1","24","12","39","873","135","674","64","14"
"Port Orchard","8,026","80","0","12","1","67","378","70","280","28","2"
"Port Townsend","9,248","26","0","1","4","21","387","76","306","5","0"
"Poulsbo","7,919","28","0","8","1","19","291","51","232","8","6"
"Prosser","5,150","5","0","1","1","3","198","39","143","16","2"
"Pullman","25,408","31","0","10","5","16","480","131","339","10","5"
"Puyallup","37,078","136","1","16","53","66","3,092","389","2,191","512","17"
"Quincy","5,659","12","0","6","2","4","332","115","195","22","0"
"Rainier","1,637","3","1","0","0","2","30","16","12","2","1"
"Raymond","2,976","5","0","1","0","4","82","31","45","6","0"
"Reardan","610","0","0","0","0","0","5","1","2","2","0"
"Redmond","49,195","78","0","13","19","46","1,685","239","1,292","154","5"
"Renton","59,656","248","1","26","103","118","4,054","677","2,701","676","11"
"Republic","985","2","0","0","0","2","12","2","9","1","0"
"Richland","45,555","105","0","13","23","69","1,249","213","960","76","6"
"Ridgefield","4,023","2","0","0","1","1","112","34","66","12","0"
"Ritzville","1,714","2","0","1","0","1","78","21","54","3","0"
"Rosalia","571","0","0","0","0","0","11","3","5","3","0"
"Roy","834","3","0","0","0","3","5","1","3","1","2"
"Royal City","1,990","11","0","0","3","8","67","15","48","4","0"
"Ruston","882","8","0","0","1","7","7","5","2","0","1"
"Sammamish","35,327","9","0","2","3","4","549","143","386","20","7"
"Sea Tac","25,320","156","1","24","67","64","1,745","360","878","507","9"
"Seattle","585,118","3,667","24","90","1,522","2,031","33,960","5,986","22,192","5,782","183"
"Sedro Woolley","10,643","16","0","1","10","5","695","146","491","58","1"
"Selah","7,037","4","0","3","1","0","211","22","163","26","1"
"Sequim","5,898","12","0","1","2","9","231","32","193","6","1"
"Shelton","9,352","72","0","10","22","40","1,087","151","832","104","4"
"Shoreline","52,189","121","2","21","53","45","1,679","326","1,152","201","22"
"Snohomish","8,838","22","0","2","6","14","404","98","261","45","5"
"Snoqualmie","8,403","0","0","0","0","0","134","16","111","7","0"
"South Bend","1,840","1","0","1","0","0","38","11","21","6","1"
"Spokane","198,272","1,322","12","88","414","808","11,376","2,175","7,188","2,013","88"
"Spokane Valley","83,928","290","0","15","56","219","2,851","481","1,957","413","25"
"Stanwood","5,685","11","0","5","1","5","225","25","179","21","2"
"Steilacoom","6,159","3","0","0","1","2","89","26","50","13","0"
"Sumas","1,157","4","0","1","1","2","32","10","19","3","0"
"Sumner","9,601","54","1","6","8","39","475","105","285","85","11"
"Sunnyside","14,931","52","1","6","3","42","1,151","276","662","213","12"
"Tacoma3","196,909","2,059","14","140","647","1,258","14,957","2,628","8,986","3,343","90"
"Tenino","2,251","1","0","0","0","1","89","27","57","5","2"
"Tieton","1,185","0","0","0","0","0","11","3","8","0","0"
"Toledo","686","2","0","0","0","2","29","8","17","4","0"
"Tonasket","960","0","0","0","0","0","70","7","62","1","0"
"Toppenish","9,213","55","3","9","12","31","686","141","430","115","10"
"Tukwila","17,103","160","2","13","81","64","2,908","298","1,976","634","5"
"Tumwater","13,695","28","0","5","8","15","488","88","340","60","0"
"Union Gap","5,702","33","0","11","9","13","747","91","604","52","0"
"University Place","30,699","78","0","12","19","47","936","224","571","141","13"
"Vancouver","161,092","646","7","118","166","355","6,557","1,005","4,581","971","59"
"Walla Walla","31,002","112","0","30","12","70","1,548","285","1,195","68","20"
"Wapato","4,609","39","0","2","16","21","296","86","158","52","4"
"Washougal","11,769","18","0","0","3","15","291","61","189","41","2"
"Wenatchee","30,179","92","0","17","20","55","1,549","219","1,243","87","6"
"Westport","2,554","9","0","0","1","8","108","28","73","7","0"
"West Richland","10,477","4","0","2","0","2","117","43","65","9","2"
"White Salmon","2,373","2","0","0","1","1","58","11","43","4","0"
"Wilbur","891","0","0","0","0","0","11","2","8","1","0"
"Winlock","1,233","2","0","0","0","2","57","19","36","2","0"
"Winthrop","374","1","0","0","0","1","19","4","15","0","0"
"Woodinville","10,143","23","0","6","4","13","468","101","313","54","10"
"Woodland","4,691","25","0","7","5","13","172","37","116","19","3"
"Woodway","1,390","1","0","0","1","0","40","7","31","2","0"
"Yakima","82,951","561","7","66","136","352","5,705","1,209","3,652","844","63"
"Yarrow Point","1,039","0","0","0","0","0","8","2","3","3","0"
"Yelm","5,359","13","0","5","2","6","210","42","152","16","0"
"Zillah","2,679","5","0","0","1","4","159","32","117","10","3"
