"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Adams Village","1,637","0","0","0","0","0","12","0","12","0","0"
"Addison Town and Village","2,559","1","0","0","0","1","23","7","16","0","0"
"Akron Village","3,015","2","0","0","0","2","29","3","26","0","1"
"Albany","93,916","1,128","3","45","376","704","4,249","965","2,998","286","15"
"Albion Village","5,697","34","0","1","7","26","397","75","309","13","0"
"Alexandria Bay Village","1,083","0","0","0","0","0","12","3","9","0","0"
"Alfred Village","4,995","4","0","0","0","4","47","9","38","0","0"
"Allegany Village","1,795","6","0","1","0","5","36","7","29","0","0"
"Altamont Village","1,701","0","0","0","0","0","9","0","9","0","0"
"Amherst Town","111,622","137","2","8","47","80","1,808","200","1,558","50","5"
"Amity Town and Belmont Village","2,158","0","0","0","0","0","0","0","0","0","0"
"Amityville Village","9,412","14","0","1","8","5","166","17","141","8","1"
"Amsterdam","17,678","80","0","0","0","80","137","53","83","1","1"
"Ardsley Village","4,943","3","0","1","1","1","34","3","26","5","0"
"Asharoken Village","635","0","0","0","0","0","5","0","5","0","0"
"Attica Village","2,464","7","0","1","1","5","29","0","28","1","0"
"Auburn","27,662","103","0","11","17","75","1,020","164","824","32","1"
"Avon Village","2,955","1","0","0","0","1","50","9","39","2","0"
"Bainbridge Village","1,349","1","0","0","0","1","14","2","12","0","0"
"Baldwinsville Village","7,105","9","0","1","1","7","164","18","142","4","1"
"Ballston Spa Village","5,511","7","0","1","0","6","127","15","111","1","0"
"Batavia","15,368","23","0","4","5","14","489","76","400","13","2"
"Bath Village","5,532","19","0","2","4","13","142","19","120","3","0"
"Beacon","14,928","62","1","1","20","40","247","67","154","26","5"
"Bedford Town","18,668","5","1","0","2","2","149","18","127","4","0"
"Bethlehem Town","33,057","32","0","4","10","18","538","81","446","11","3"
"Binghamton","44,931","214","3","19","67","125","2,100","254","1,809","37","8"
"Blooming Grove Town","12,396","11","0","0","1","10","116","29","75","12","0"
"Bolivar Village","1,126","1","0","0","0","1","26","5","21","0","0"
"Bolton Town","2,180","2","0","0","0","2","16","7","9","0","0"
"Boonville Village","2,074","1","0","0","0","1","13","5","8","0","0"
"Brant Town","1,849","0","0","0","0","0","9","3","6","0","1"
"Briarcliff Manor Village","8,034","1","0","0","0","1","51","12","35","4","0"
"Brighton Town","34,335","28","0","5","11","12","969","133","800","36","0"
"Brockport Village","8,138","17","0","4","6","7","180","30","145","5","1"
"Bronxville Village","6,477","3","0","0","1","2","72","8","50","14","0"
"Buffalo","273,832","3,490","54","164","1,533","1,739","16,137","4,389","9,477","2,271","109"
