"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Adrian","1,885","3","0","0","1","2","5","2","2","1","0"
"Advance","1,214","0","0","0","0","0","7","4","3","0","0"
"Alton","645","1","0","0","0","1","5","2","3","0","0"
"Anderson","1,927","15","0","2","0","13","43","13","25","5","0"
"Appleton City","1,302","6","0","0","0","6","30","10","20","0","0"
"Arbyrd","496","4","0","0","0","4","4","4","0","0","0"
"Archie","989","2","0","0","0","2","26","3","21","2","0"
"Arnold","20,831","36","0","2","4","30","1,296","68","1,206","22","5"
"Ash Grove","1,502","14","0","0","1","13","34","5","28","1","0"
"Ashland","2,156","11","0","0","0","11","54","7","45","2","1"
"Aurora","7,421","48","0","4","10","34","566","124","410","32","3"
"Auxvasse","1,006","5","0","0","0","5","17","5","11","1","0"
"Ava","3,124","36","0","0","1","35","114","23","81","10","0"
"Ballwin","30,120","17","0","2","2","13","305","63","235","7","0"
"Bates City","237","0","0","0","0","0","14","3","9","2","1"
"Battlefield","4,148","0","0","0","0","0","77","21","50","6","0"
"Bella Villa","642","5","1","0","0","4","4","0","2","2","0"
"Belle","1,362","0","0","0","0","0","6","1","5","0","0"
"Bellefontaine Neighbors","10,430","79","0","4","18","57","561","204","268","89","4"
"Bellerive","257","0","0","0","0","0","4","2","2","0","0"
"Bellflower","408","2","0","0","0","2","1","1","0","0","0"
"Bel-Nor","1,496","4","0","0","1","3","30","10","20","0","0"
"Bel-Ridge","2,924","24","0","1","6","17","184","75","89","20","2"
"Belton","24,492","55","2","7","10","36","713","119","546","48","2"
"Berkeley","9,460","172","0","8","54","110","614","218","293","103","7"
"Bernie","1,803","2","0","0","0","2","22","5","14","3","0"
"Bethany","3,078","12","0","0","0","12","75","20","55","0","0"
"Billings","1,135","0","0","0","0","0","20","3","16","1","0"
"Birch Tree","627","3","0","0","0","3","5","2","1","2","1"
"Birmingham","216","1","0","0","0","1","1","0","1","0","0"
"Bismarck","1,569","1","0","0","0","1","2","1","1","0","2"
"Bland","566","2","0","0","0","2","11","9","2","0","0"
"Bloomfield","1,883","1","0","0","0","1","33","11","19","3","0"
"Blue Springs","54,718","80","0","12","31","37","1,765","275","1,323","167","7"
"Bolivar","10,748","82","1","7","4","70","373","89","270","14","2"
"Bonne Terre","7,153","4","0","0","0","4","92","17","65","10","1"
"Boonville","8,830","20","0","1","3","16","274","28","241","5","1"
"Bourbon","1,415","18","0","0","0","18","26","7","16","3","1"
"Bowling Green","5,166","4","0","0","0","4","173","38","135","0","0"
"Branson","7,496","139","1","2","19","117","1,138","126","969","43","0"
"Branson West","514","3","0","0","0","3","17","0","17","0","0"
"Braymer","963","10","0","1","0","9","8","2","3","3","0"
"Breckenridge Hills","4,525","32","0","3","9","20","246","35","186","25","1"
"Brentwood","7,238","8","0","2","4","2","404","27","368","9","0"
"Bridgeton","15,120","128","2","7","34","85","926","104","740","82","1"
"Brookfield","4,371","16","0","1","0","15","115","18","91","6","1"
"Bucklin","482","0","0","0","0","0","2","1","1","0","0"
"Buckner","2,738","7","0","0","1","6","103","21","77","5","0"
"Buffalo","3,143","5","1","0","0","4","134","17","113","4","2"
"Butler","4,271","5","0","0","0","5","162","28","131","3","1"
"Butterfield Village","426","0","0","0","0","0","4","3","0","1","1"
"Byrnes Mill","2,912","2","0","0","0","2","14","1","9","4","0"
"Cabool","2,150","3","0","2","0","1","49","15","25","9","0"
"California","4,209","11","0","1","4","6","87","11","75","1","0"
"Calverton Park","1,286","4","0","0","2","2","31","10","13","8","0"
"Camden Point","558","0","0","0","0","0","0","0","0","0","0"
"Camdenton","3,226","8","0","1","0","7","166","15","141","10","2"
"Cameron","9,015","21","0","0","1","20","195","24","163","8","5"
"Campbell","1,853","0","0","0","0","0","36","5","29","2","0"
"Canton","2,489","14","0","1","0","13","60","9","48","3","0"
"Cape Girardeau","36,754","254","1","10","34","209","2,462","332","2,085","45","9"
"Cardwell","739","1","0","0","0","1","13","5","6","2","0"
"Carl Junction","7,071","33","0","1","0","32","132","36","91","5","0"
"Carterville","1,937","2","0","0","0","2","29","8","19","2","0"
"Carthage","13,407","17","0","0","4","13","342","79","250","13","1"
"Caruthersville","6,310","21","0","1","7","13","238","58","172","8","0"
"Cassville","3,278","4","0","0","0","4","133","15","108","10","0"
"Centralia","3,593","17","0","0","3","14","99","21","72","6","0"
"Chaffee","2,981","8","0","0","0","8","72","26","43","3","0"
"Charlack","1,357","7","0","2","1","4","85","5","76","4","0"
"Charleston","5,268","24","0","0","5","19","159","40","112","7","0"
"Chesterfield","46,642","55","0","6","12","37","875","122","734","19","6"
"Chillicothe","8,700","34","0","0","0","34","369","68","284","17","1"
"Clarkton","1,262","3","0","1","0","2","15","4","10","1","0"
"Claycomo","1,289","3","0","0","0","3","17","7","10","0","0"
"Clayton","16,036","26","0","2","6","18","422","54","351","17","0"
"Cleveland","690","1","0","0","0","1","3","1","2","0","0"
"Clever","1,321","1","0","0","0","1","1","1","0","0","0"
"Clinton","9,523","8","0","0","0","8","414","60","346","8","1"
"Cole Camp","1,160","0","0","0","0","0","12","2","10","0","0"
"Columbia","95,595","617","3","30","141","443","3,323","594","2,509","220","7"
"Concordia","2,409","1","0","0","0","1","63","11","47","5","0"
"Cool Valley","1,014","10","0","0","3","7","84","13","59","12","0"
"Cooter","430","4","0","0","0","4","7","5","1","1","0"
"Cottleville","2,685","6","0","0","0","6","49","3","46","0","0"
"Country Club Hills","1,293","6","0","3","3","0","71","28","33","10","0"
"Country Club Village","1,977","3","0","1","0","2","22","5","14","3","0"
"Crane","1,445","6","0","0","0","6","25","1","23","1","2"
"Crestwood","11,545","14","0","0","3","11","631","19","599","13","0"
"Creve Coeur","17,028","21","0","1","10","10","331","42","274","15","0"
"Crocker","989","2","0","0","0","2","19","2","15","2","0"
"Crystal City","4,599","19","1","5","5","8","152","23","122","7","0"
"Cuba","3,529","21","0","0","0","21","265","57","203","5","0"
"Deepwater","505","2","0","2","0","0","2","0","2","0","0"
"Dellwood","4,937","26","0","1","12","13","165","80","62","23","0"
"Delta","541","0","0","0","0","0","0","0","0","0","0"
"Desloge","5,218","14","0","1","1","12","220","21","195","4","0"
"De Soto","6,579","26","0","0","0","26","212","26","175","11","1"
"Des Peres","8,626","8","0","0","4","4","359","36","320","3","0"
"Dexter","7,658","14","0","3","0","11","201","49","144","8","1"
"Diamond","881","1","0","1","0","0","8","2","6","0","0"
"Dixon","1,519","2","0","0","0","2","57","11","44","2","0"
"Doniphan","1,935","5","0","1","0","4","128","24","100","4","0"
"Doolittle","672","3","0","0","0","3","5","3","2","0","0"
