"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Aberdeen","1,805","3","0","0","0","3","15","5","8","2","0"
"American Falls","4,244","3","0","0","0","3","83","8","72","3","1"
"Bellevue","2,238","9","0","0","0","9","19","10","9","0","2"
"Blackfoot","11,084","28","0","7","1","20","410","72","319","19","1"
"Boise","199,104","648","10","122","68","448","6,175","1,018","4,778","379","80"
"Bonners Ferry","2,736","3","0","0","0","3","61","26","33","2","1"
"Buhl","4,028","12","0","0","0","12","139","70","57","12","2"
"Caldwell","38,713","162","1","19","17","125","1,688","493","1,029","166","20"
"Cascade","1,018","4","0","0","0","4","16","2","10","4","0"
"Challis","868","1","0","0","0","1","13","5","8","0","0"
"Chubbuck","11,039","34","0","3","3","28","559","39","505","15","1"
"Coeur d'Alene","42,324","270","1","35","18","216","1,488","248","1,168","72","34"
"Cottonwood","1,062","4","0","0","0","4","13","4","9","0","0"
"Emmett","6,385","10","0","4","0","6","165","22","137","6","4"
"Filer","1,919","3","0","0","0","3","4","0","2","2","0"
"Fruitland","4,603","3","0","1","0","2","115","25","86","4","2"
"Garden City","11,452","64","0","10","6","48","432","88","305","39","4"
"Gooding","3,267","10","0","3","0","7","59","9","42","8","0"
"Grangeville","3,171","9","0","2","0","7","76","15","58","3","0"
"Hagerman","763","5","0","0","0","5","3","2","1","0","0"
"Hailey","7,984","23","0","2","0","21","119","61","57","1","0"
"Heyburn","2,749","1","0","0","0","1","25","12","12","1","0"
"Homedale","2,585","3","0","0","0","3","17","4","11","2","0"
"Idaho City","495","2","0","0","0","2","11","3","8","0","0"
"Idaho Falls","53,049","222","0","32","16","174","1,927","372","1,432","123","17"
"Jerome","8,778","24","0","2","1","21","330","68","238","24","3"
"Kamiah","1,150","3","0","0","0","3","20","5","13","2","0"
"Kellogg","2,279","17","1","0","3","13","73","14","55","4","2"
"Ketchum","3,258","15","0","2","1","12","123","27","92","4","0"
"Kimberly","2,807","1","0","0","0","1","47","13","32","2","0"
"Lewiston","31,356","41","1","12","3","25","1,258","239","959","60","5"
"McCall","2,644","16","0","2","0","14","141","28","109","4","0"
"Meridian","64,294","118","0","26","8","84","1,153","189","897","67","17"
"Montpelier","2,460","1","0","0","0","1","37","11","24","2","0"
"Moscow","22,503","18","1","2","3","12","507","50","447","10","0"
"Mountain Home","11,686","24","0","5","1","18","289","31","242","16","1"
"Nampa","80,397","260","5","55","17","183","2,508","613","1,643","252","15"
"Orofino","3,103","11","0","4","0","7","54","16","35","3","1"
"Osburn","1,448","1","0","1","0","0","16","5","11","0","1"
"Parma","1,842","9","0","0","1","8","37","7","26","4","0"
"Payette","7,686","9","0","1","0","8","124","29","93","2","0"
"Pinehurst","1,608","2","0","0","0","2","15","1","12","2","0"
"Pocatello","54,274","132","0","20","9","103","1,706","259","1,360","87","4"
"Ponderay","720","1","0","1","0","0","90","10","78","2","0"
"Post Falls","25,622","60","0","13","5","42","628","97","483","48","6"
"Preston","5,147","9","0","2","0","7","65","10","54","1","0"
"Priest River","1,950","5","0","0","0","5","40","13","23","4","0"
"Rathdrum","6,551","7","0","1","1","5","158","57","90","11","2"
"Rexburg","28,308","9","0","1","0","8","271","64","196","11","2"
"Rigby","3,332","7","0","2","0","5","91","14","72","5","1"
"Rupert","5,158","17","0","2","0","15","97","16","73","8","1"
"Salmon","3,054","3","0","0","0","3","45","17","24","4","0"
"Sandpoint","8,413","15","0","2","1","12","258","52","191","15","1"
"Shelley","4,249","4","1","0","0","3","53","6","43","4","0"
"Soda Springs","3,149","7","0","0","0","7","43","16","26","1","0"
"Spirit Lake","1,656","5","0","0","0","5","33","6","24","3","0"
"St. Anthony","3,383","6","0","0","0","6","44","7","37","0","0"
"St. Maries","2,657","11","0","0","0","11","34","5","24","5","0"
"Sun Valley","1,455","6","0","0","2","4","26","9","15","2","0"
"Twin Falls","41,236","153","4","21","14","114","1,522","290","1,158","74","11"
"Weiser","5,425","5","0","0","0","5","74","12","59","3","0"
"Wendell","2,448","4","0","0","0","4","40","8","23","9","1"
"Wilder","1,451","7","0","0","1","6","30","8","20","2","0"
