"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Aberdeen","13,995","99","0","4","31","64","624","86","501","37","16"
"Annapolis","36,683","320","8","8","130","174","1,585","293","1,153","139","10"
"Baltimore","634,549","10,080","234","137","4,026","5,683","30,570","7,832","17,230","5,508","430"
"Baltimore City Sheriff","0","0","0","0","0","0","0","0","0","0","0"
"Bel Air","9,892","72","0","2","27","43","533","45","465","23","12"
"Berlin","4,023","18","1","0","4","13","143","25","117","1","1"
"Berwyn Heights","2,975","12","0","0","5","7","80","12","61","7","0"
"Bladensburg","7,677","102","2","1","64","35","584","106","312","166","0"
"Boonsboro","3,448","0","0","0","0","0","32","7","24","1","0"
"Bowie","53,311","103","0","2","64","37","988","258","611","119","4"
"Brunswick","5,270","5","0","0","1","4","131","19","111","1","1"
"Cambridge","11,901","133","1","6","40","86","729","214","491","24","9"
"Capitol Heights","4,156","8","1","1","2","4","42","7","17","18","0"
"Centreville","3,546","1","0","0","0","1","52","6","46","0","0"
"Chestertown","4,916","74","1","3","14","56","161","48","103","10","1"
"Cheverly","6,466","41","0","1","25","15","221","55","123","43","0"
"Chevy Chase Village","2,761","1","0","1","0","0","61","7","50","4","2"
"Colmar Manor","1,275","6","0","0","4","2","22","0","18","4","0"
"Cottage City","1,139","4","0","0","2","2","68","9","41","18","0"
"Crisfield","2,800","17","0","2","3","12","92","13","79","0","0"
"Cumberland","20,558","170","1","13","27","129","1,217","298","899","20","10"
"Delmar","3,407","26","0","1","2","23","102","24","66","12","0"
"Denton","3,951","22","0","0","10","12","258","46","204","8","0"
"District Heights","6,122","31","2","1","16","12","194","47","108","39","0"
"Easton","14,730","107","1","8","24","74","552","105","434","13","0"
"Edmonston","1,349","8","1","0","4","3","79","16","51","12","0"
"Elkton","15,228","287","1","7","71","208","1,181","279","804","98","16"
"Fairmount Heights","1,517","1","0","0","0","1","20","7","4","9","0"
"Federalsburg","2,611","22","0","2","4","16","142","33","97","12","1"
"Forest Heights","2,591","6","0","0","2","4","38","22","8","8","0"
"Frederick","60,034","471","2","12","126","331","1,849","379","1,326","144","19"
"Frostburg","7,758","13","0","1","0","12","211","37","169","5","2"
"Fruitland","4,412","63","0","0","11","52","291","38","240","13","2"
"Glenarden","6,399","10","0","0","4","6","81","18","44","19","0"
"Greenbelt","21,582","215","2","10","152","51","1,262","122","870","270","0"
"Greensboro","2,013","9","0","0","1","8","82","22","57","3","0"
"Hagerstown","40,002","206","3","1","83","119","1,482","294","1,058","130","32"
"Hampstead","5,506","7","0","1","2","4","128","14","110","4","0"
"Hancock","1,741","13","0","0","1","12","42","7","34","1","0"
"Havre de Grace","13,055","64","2","3","15","44","458","78","367","13","2"
"Hurlock","1,989","8","0","0","2","6","74","29","35","10","1"
"Hyattsville","15,591","171","4","1","125","41","1,670","203","1,321","146","0"
"Landover Hills","1,537","5","0","0","1","4","22","4","11","7","0"
"La Plata","9,101","42","0","0","14","28","237","28","195","14","2"
"Laurel","21,676","158","2","6","68","82","1,144","158","771","215","2"
"Lonaconing","1,130","0","0","0","0","0","2","0","2","0","0"
"Luke","73","0","0","0","0","0","0","0","0","0","0"
"Manchester","3,572","5","0","0","0","5","41","13","25","3","0"
"Morningside","1,325","13","0","0","6","7","48","3","33","12","0"
"Mount Rainier","8,442","102","1","1","81","19","400","79","201","120","3"
"New Carrollton","12,640","64","0","3","36","25","359","117","186","56","0"
"North Brentwood","471","1","0","0","1","0","18","5","9","4","0"
"North East","2,840","7","0","0","1","6","176","38","126","12","1"
"Oakland","1,843","0","0","0","0","0","59","5","51","3","1"
"Ocean City","7,090","88","0","3","37","48","1,452","236","1,181","35","7"
"Ocean Pines","11,164","3","0","0","0","3","119","24","89","6","0"
"Oxford","716","0","0","0","0","0","0","0","0","0","0"
"Perryville","3,817","12","1","0","7","4","165","28","135","2","3"
"Pocomoke City","3,869","31","0","3","9","19","239","31","200","8","2"
"Port Deposit","703","3","1","0","0","2","23","4","17","2","0"
"Preston","686","2","0","0","0","2","9","2","4","3","0"
"Princess Anne","3,003","37","1","0","9","27","190","61","120","9","1"
"Ridgely","1,535","6","0","0","2","4","57","20","35","2","1"
"Rising Sun","1,817","3","0","0","1","2","78","12","59","7","3"
"Riverdale Park","6,513","93","2","3","62","26","322","75","188","59","0"
"Rock Hall","1,425","2","0","0","0","2","30","8","21","1","0"
"Salisbury","28,455","661","4","18","155","484","2,244","534","1,618","92","23"
"Seat Pleasant","4,899","63","0","0","26","37","206","39","118","49","0"
"Smithsburg","3,009","8","0","0","0","8","23","8","13","2","0"
"Snow Hill","2,315","13","0","0","0","13","57","6","51","0","1"
"St. Michaels","1,079","8","0","0","1","7","64","12","50","2","0"
"Sykesville","4,444","5","0","0","3","2","74","19","52","3","7"
"Takoma Park","17,493","120","0","4","79","37","617","135","383","99","3"
"Taneytown","5,461","7","0","0","1","6","119","16","102","1","2"
"Thurmont","6,085","10","0","0","1","9","98","15","80","3","1"
"Trappe","1,151","0","0","0","0","0","14","1","7","6","0"
"University Park","2,316","4","0","0","3","1","62","10","47","5","0"
"Upper Marlboro","667","1","0","0","0","1","28","3","21","4","0"
"Westernport","1,950","2","0","0","0","2","44","13","29","2","0"
"Westminster","17,829","109","0","0","8","101","673","96","558","19","13"
