"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Aberdeen","16,116","39","0","4","12","23","990","174","744","72","5"
"Airway Heights","5,239","26","1","5","4","16","151","26","108","17","0"
"Algona","2,764","12","0","1","1","10","44","15","24","5","0"
"Anacortes","17,020","27","0","3","5","19","504","109","364","31","1"
"Arlington","17,187","34","0","1","11","22","752","108","556","88","3"
"Auburn","50,660","275","0","14","102","159","3,613","630","2,343","640","23"
"Bainbridge Island","22,041","29","0","4","6","19","317","77","233","7","7"
"Battle Ground","14,099","38","0","13","5","20","369","65","276","28","0"
"Bellevue","122,459","168","0","33","72","63","4,289","687","3,327","275","18"
"Bellingham","78,804","181","2","23","59","97","4,358","641","3,515","202","23"
"Bingen","681","1","0","0","0","1","19","5","12","2","0"
"Black Diamond","3,979","14","0","1","0","13","57","20","32","5","0"
"Blaine","4,948","9","0","2","2","5","251","51","197","3","1"
"Bonney Lake","16,482","33","2","4","4","23","432","86","314","32","5"
"Bothell","32,464","37","0","1","19","17","843","156","591","96","5"
"Bremerton","33,735","308","1","52","53","202","1,564","383","1,076","105","20"
"Brewster","2,075","7","0","1","0","6","122","35","78","9","2"
"Brier","6,362","4","0","0","2","2","93","23","64","6","3"
"Buckley","5,488","13","0","1","1","11","97","19","71","7","5"
"Burien","31,342","189","4","28","71","86","1,477","380","844","253","12"
"Burlington","8,869","27","1","3","9","14","1,021","104","856","61","2"
"Camas","18,527","20","0","11","3","6","443","73","349","21","5"
"Carnation","1,831","2","0","1","1","0","25","10","15","0","0"
"Castle Rock","2,118","9","0","3","3","3","68","10","53","5","0"
"Centralia","15,772","107","1","13","23","70","1,029","162","789","78","8"
"Chehalis","7,243","16","0","3","5","8","642","78","537","27","5"
"Cheney","10,653","15","0","1","3","11","298","45","241","12","0"
"Chewelah","2,291","4","0","2","2","0","116","31","81","4","0"
"Clarkston","7,123","21","0","0","4","17","347","38","302","7","0"
"Cle Elum","3,480","6","0","2","0","4","185","37","139","9","0"
"Clyde Hill","3,049","4","0","0","0","4","35","15","18","2","1"
"College Place","9,159","3","0","2","0","1","213","28","175","10","0"
"Colville","4,939","5","0","1","2","2","191","8","182","1","0"
"Connell","3,018","1","0","0","0","1","37","5","30","2","0"
"Cosmopolis","1,687","1","0","1","0","0","21","5","15","1","1"
"Coulee Dam","1,057","3","0","1","0","2","13","3","7","3","0"
"Coupeville","1,860","5","0","1","2","2","67","23","40","4","0"
"Covington","18,158","39","0","6","23","10","554","128","356","70","17"
"Des Moines","29,013","116","1","14","59","42","1,080","255","616","209","4"
"Dupont","7,407","12","0","2","1","9","54","15","36","3","0"
"Duvall","6,171","0","0","0","0","0","33","6","27","0","1"
