"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Adams","1,791","2","0","0","0","2","95","22","69","4","0"
"Albany","1,104","7","0","0","0","7","23","3","20","0","0"
"Algoma","3,166","2","0","1","0","1","104","5","98","1","1"
"Altoona","6,573","10","0","6","0","4","151","29","116","6","1"
"Amery","2,774","8","0","0","1","7","84","4","73","7","0"
"Antigo","8,031","13","0","1","1","11","576","50","512","14","0"
"Appleton","69,975","155","0","20","19","116","2,217","324","1,837","56","12"
"Arcadia","2,308","3","0","0","0","3","40","5","31","4","0"
"Ashland","7,999","22","0","1","2","19","492","81","393","18","1"
"Ashwaubenon","17,299","10","0","1","0","9","887","48","812","27","0"
"Bangor","1,368","2","0","0","1","1","17","1","16","0","0"
"Baraboo","11,089","25","2","0","2","21","120","10","104","6","6"
"Barron","3,143","5","0","3","0","2","39","7","31","1","0"
"Bayfield","574","1","0","0","0","1","34","5","29","0","0"
"Bayside","4,288","0","0","0","0","0","28","3","25","0","0"
"Beaver Dam","15,260","13","0","0","3","10","486","65","416","5","0"
"Belleville","2,336","1","0","1","0","0","35","0","33","2","0"
"Beloit","36,737","164","2","15","56","91","1,719","255","1,304","160","8"
"Beloit Town","7,468","11","0","4","3","4","188","40","136","12","2"
"Berlin","5,086","4","0","0","0","4","168","13","153","2","2"
"Big Bend","1,285","2","0","0","2","0","68","10","56","2","0"
"Black River Falls","3,435","4","0","0","0","4","140","19","117","4","0"
"Blair","1,253","1","0","0","0","1","30","6","21","3","0"
"Bloomer","3,342","0","0","0","0","0","64","4","60","0","0"
"Bloomfield","5,976","1","0","0","0","1","103","12","89","2","0"
"Boscobel","3,128","42","0","0","0","42","80","27","53","0","0"
"Brillion","2,815","2","0","0","0","2","19","3","14","2","0"
"Brodhead","3,068","2","0","0","0","2","110","6","103","1","1"
"Brookfield","39,267","19","0","2","7","10","1,379","129","1,245","5","1"
"Brookfield Township","6,149","9","0","0","2","7","161","1","156","4","0"
"Brown Deer","11,732","39","0","1","15","23","380","33","335","12","0"
"Burlington","10,473","2","0","1","1","0","345","28","305","12","0"
"Burlington Town","6,465","1","0","0","0","1","76","11","60","5","1"
"Butler","1,784","6","0","0","0","6","54","5","45","4","0"
"Caledonia","25,608","29","0","1","3","25","226","75","125","26","0"
"Campbellsport","1,967","0","0","0","0","0","25","2","23","0","0"
"Campbell Township","4,470","2","0","0","0","2","71","12","58","1","0"
"Cedarburg","11,043","9","0","0","1","8","137","14","120","3","0"
"Chenequa","586","0","0","0","0","0","5","0","5","0","0"
"Chetek","2,162","3","0","0","0","3","60","11","45","4","0"
"Chilton","3,598","4","0","2","0","2","43","5","35","3","0"
"Chippewa Falls","13,330","32","0","1","6","25","316","54","249","13","2"
"Cleveland","1,380","3","0","0","0","3","10","1","8","1","0"
"Clinton","2,271","0","0","0","0","0","54","4","50","0","0"
"Clintonville","4,330","18","0","3","0","15","215","30","177","8","1"
"Colby-Abbotsford","3,563","0","0","0","0","0","80","4","75","1","0"
"Columbus","5,032","6","0","0","0","6","117","13","103","1","0"
"Combined Locks","3,156","3","0","0","0","3","18","4","14","0","0"
"Coon Valley","697","0","0","0","0","0","12","3","2","7","0"
"Cornell","1,408","1","0","1","0","0","35","2","32","1","0"
"Cottage Grove","5,958","4","0","1","0","3","121","29","88","4","1"
"Crandon","1,852","2","0","0","0","2","52","18","31","3","0"
"Cross Plains","3,618","1","1","0","0","0","49","6","43","0","0"
"Cuba City","2,006","0","0","0","0","0","54","4","50","0","0"
"Cudahy","18,596","69","0","3","27","39","691","141","509","41","3"
"Cumberland","2,252","0","0","0","0","0","17","3","9","5","0"
"Dane","1,000","0","0","0","0","0","0","0","0","0","0"
"Darien","1,650","1","0","0","0","1","48","17","31","0","0"
"Darlington","2,238","7","0","1","0","6","42","2","36","4","0"
"DeForest","9,074","7","0","3","2","2","190","16","171","3","0"
"Delafield","6,901","12","0","0","3","9","125","5","119","1","0"
"Delavan","8,417","25","0","1","3","21","366","38","314","14","0"
"Delavan Town","4,839","8","0","2","0","6","121","23","90","8","0"
"Denmark","2,154","0","0","0","0","0","8","0","7","1","0"
"De Pere","23,015","12","0","5","2","5","402","62","331","9","0"
"Dodgeville","4,534","8","0","2","0","6","64","6","57","1","0"
"Durand","1,867","0","0","0","0","0","4","1","3","0","0"
"Eagle River","1,555","0","0","0","0","0","115","3","109","3","2"
"Eagle Village","1,846","4","0","0","2","2","27","1","24","2","0"
"East Troy","4,212","7","0","0","0","7","136","14","119","3","4"
"Eau Claire","65,344","84","1","13","14","56","1,827","362","1,406","59","2"
"Edgar","1,471","0","0","0","0","0","13","3","10","0","0"
"Edgerton","5,281","3","1","0","0","2","40","8","30","2","0"
"Eleva","642","0","0","0","0","0","12","1","9","2","0"
"Elkhart Lake","1,175","1","0","1","0","0","29","0","27","2","0"
"Elkhorn","9,317","8","0","2","0","6","235","34","189","12","0"
"Elk Mound","801","7","0","0","0","7","11","1","10","0","0"
"Ellsworth","3,141","1","0","0","0","1","107","7","97","3","0"
"Elm Grove","5,980","3","0","1","1","1","73","10","63","0","0"
"Elroy","1,447","1","0","0","0","1","29","4","22","3","0"
"Evansville","5,027","4","0","0","0","4","77","11","66","0","0"
"Everest","16,032","57","2","1","3","51","373","65","290","18","0"
"Fennimore","2,224","1","0","0","0","1","79","10","69","0","0"
"Fitchburg","23,599","69","0","2","28","39","828","96","699","33","2"
"Fond du Lac","42,037","144","0","27","7","110","1,232","120","1,069","43","8"
"Fontana","1,866","3","0","0","1","2","29","2","27","0","1"
"Fort Atkinson","12,004","15","0","1","0","14","245","23","219","3","2"
"Fox Lake","1,466","0","0","0","0","0","8","3","4","1","0"
"Fox Point","6,780","2","0","0","2","0","89","11","76","2","0"
"Fox Valley","17,562","9","0","0","0","9","446","74","357","15","0"
"Franklin","35,751","44","0","5","5","34","780","129","620","31","4"
"Frederic","1,192","0","0","0","0","0","14","5","8","1","0"
"Geneva Town","4,756","6","0","0","1","5","115","16","98","1","0"
"Genoa City","2,939","0","0","0","0","0","51","15","35","1","0"
"Germantown","19,508","30","0","0","5","25","453","53","389","11","2"
"Glendale","13,190","20","0","0","20","0","837","35","766","36","0"
"Grafton","11,533","12","0","0","3","9","214","10","200","4","0"
"Grand Chute","20,836","23","1","4","4","14","1,211","64","1,121","26","2"
"Grand Rapids","7,647","2","0","1","1","0","37","8","27","2","0"
"Grantsburg","1,423","5","0","0","0","5","39","6","30","3","0"
"Green Bay","100,531","502","2","76","104","320","3,107","651","2,303","153","17"
"Greendale","13,979","12","0","0","6","6","811","28","774","9","0"
"Greenfield","36,217","51","0","4","32","15","1,409","186","1,162","61","3"
"Green Lake","1,140","0","0","0","0","0","23","1","22","0","0"
"Hales Corners","7,715","7","0","1","4","2","172","12","154","6","0"
"Hartford","13,995","11","0","0","3","8","275","26","243","6","0"
"Hartland","8,717","9","0","1","0","8","108","13","92","3","0"
"Hayward","2,304","6","0","0","0","6","241","17","209","15","0"
