"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abilene","6,274","14","0","2","0","12","311","41","259","11","5"
"Andover","10,308","12","0","4","0","8","461","52","405","4","0"
"Anthony","2,169","3","0","0","1","2","51","24","25","2","0"
"Arkansas City","11,073","81","0","10","7","64","415","82","313","20","4"
"Arma","1,520","8","0","0","0","8","34","11","22","1","3"
"Atchison","10,059","52","0","11","10","31","427","54","352","21","2"
"Atwood","1,071","1","0","0","0","1","8","0","8","0","0"
"Augusta","8,707","28","0","3","2","23","352","52","280","20","2"
"Baldwin City","4,307","8","0","2","0","6","80","9","66","5","0"
"Basehor","3,966","4","0","1","0","3","44","5","32","7","1"
"Baxter Springs","4,157","9","0","2","0","7","165","32","123","10","1"
"Bel Aire","6,787","9","0","1","0","8","71","13","55","3","0"
"Beloit","3,603","13","1","1","0","11","53","10","41","2","0"
