"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Alexandria","1,546","2","0","1","0","1","15","2","12","1","1"
"Alstead","2,114","0","0","0","0","0","24","6","18","0","0"
"Alton","5,142","5","1","0","1","3","100","37","60","3","4"
"Amherst","11,829","3","0","1","1","1","204","14","187","3","3"
"Antrim","2,640","2","0","1","0","1","65","11","53","1","0"
"Ashland","2,033","0","0","0","0","0","53","5","47","1","0"
"Auburn","5,217","3","0","0","0","3","35","3","30","2","0"
"Barnstead","4,656","5","0","1","0","4","72","29","37","6","0"
"Barrington","8,521","4","0","2","0","2","124","52","66","6","1"
"Bartlett","2,947","2","0","1","0","1","49","14","35","0","0"
"Bedford","21,505","7","0","3","3","1","280","22","251","7","7"
"Belmont","7,215","18","0","6","2","10","222","45","159","18","2"
"Bennington","1,484","1","0","0","0","1","47","3","39","5","0"
"Berlin","10,082","11","0","1","2","8","154","48","99","7","7"
"Bethlehem","2,468","3","0","0","1","2","37","13","19","5","2"
"Boscawen","3,994","5","0","0","1","4","46","11","33","2","0"
"Bow","8,170","5","0","1","0","4","92","9","78","5","0"
"Bradford","1,532","0","0","0","0","0","5","1","3","1","0"
"Brentwood","3,999","5","0","3","0","2","53","10","33","10","0"
"Bristol","3,123","8","0","1","0","7","89","12","74","3","1"
"Campton","3,019","1","0","0","0","1","68","22","42","4","1"
"Candia","4,213","4","0","0","0","4","71","7","61","3","3"
"Carroll","748","1","0","0","0","1","44","3","40","1","0"
"Charlestown","4,882","7","0","2","0","5","29","8","19","2","1"
"Claremont","13,090","26","0","7","2","17","357","34","308","15","0"
"Colebrook","2,366","4","0","1","0","3","45","7","34","4","1"
"Concord","42,603","89","0","18","26","45","1,211","127","1,049","35","11"
"Conway","9,247","33","0","6","10","17","450","58","379","13","7"
"Dalton","897","0","0","0","0","0","18","7","8","3","0"
"Danville","4,375","5","1","2","0","2","49","9","38","2","0"
"Deerfield","4,246","3","0","0","0","3","39","8","29","2","1"
"Deering","2,069","2","0","1","0","1","30","8","21","1","1"
"Derry","33,981","57","0","8","10","39","748","147","547","54","25"
"Dover","29,005","15","1","3","5","6","610","68","528","14","3"
"Dublin","1,589","1","0","1","0","0","21","5","16","0","0"
"Dunbarton","2,659","0","0","0","0","0","16","4","11","1","0"
"Enfield","4,858","6","0","3","1","2","60","13","46","1","1"
"Epping","6,252","5","0","1","0","4","164","25","135","4","1"
"Epsom","4,636","0","0","0","0","0","48","8","34","6","2"
"Exeter","14,817","15","0","3","3","9","160","26","129","5","2"
"Farmington","6,777","15","0","7","2","6","150","32","100","18","1"
"Fitzwilliam","2,311","0","0","0","0","0","39","5","7","27","0"
"Franconia","1,055","0","0","0","0","0","26","4","20","2","0"
"Freedom","1,447","0","0","0","0","0","19","8","11","0","1"
"Fremont","4,148","5","0","1","1","3","47","8","36","3","0"
"Gilford","7,475","11","0","3","2","6","205","17","185","3","1"
"Gilmanton","3,572","1","0","0","0","1","37","14","23","0","1"
"Goffstown","17,716","6","0","2","3","1","251","40","204","7","2"
"Gorham","2,818","0","0","0","0","0","41","13","27","1","0"
"Grantham","2,567","1","0","0","0","1","23","5","17","1","1"
"Greenland","3,417","3","0","1","0","2","44","4","39","1","0"
"Hampstead","8,998","11","0","4","0","7","112","21","87","4","0"
"Hampton","15,443","29","0","9","8","12","346","37","298","11","1"
"Hancock","1,813","0","0","0","0","0","15","2","12","1","0"
"Hanover","11,092","6","0","5","1","0","207","11","195","1","1"
"Haverhill","4,636","17","1","3","1","12","131","28","99","4","0"
"Henniker","5,147","2","0","0","1","1","115","14","98","3","0"
"Hillsborough","5,599","16","0","1","3","12","147","23","113","11","5"
"Hinsdale","4,206","5","0","1","1","3","98","11","86","1","0"
"Hooksett","13,934","7","0","2","2","3","275","26","235","14","2"
"Hopkinton","5,642","0","0","0","0","0","55","10","40","5","0"
"Hudson","25,009","26","0","6","3","17","431","71","330","30","7"
"Jaffrey","5,703","7","0","1","0","6","65","18","41","6","1"
"Keene","22,931","55","0","12","16","27","742","83","638","21","10"
"Kingston","6,269","9","0","2","1","6","60","10","42","8","1"
"Laconia","17,008","57","1","7","9","40","680","96","559","25","10"
"Lancaster","3,292","4","0","0","0","4","91","11","76","4","2"
"Lebanon","12,749","22","0","6","2","14","462","37","418","7","3"
"Lee","4,483","1","0","0","0","1","24","8","15","1","0"
"Lincoln","1,339","5","0","1","0","4","109","7","97","5","0"
"Lisbon","1,669","1","0","1","0","0","31","6","22","3","0"
"Litchfield","8,798","3","0","0","0","3","110","26","79","5","3"
"Littleton","6,215","1","0","0","0","1","119","13","99","7","1"
"Londonderry","25,182","16","0","2","4","10","384","41","324","19","4"
"Loudon","5,221","3","0","0","0","3","94","9","80","5","0"
"Madison","2,332","0","0","0","0","0","67","19","45","3","0"
"Manchester2","109,083","518","2","71","166","279","3,538","577","2,696","265","55"
"Marlborough","2,094","3","0","2","0","1","48","4","40","4","0"
"Meredith","6,701","6","0","1","1","4","155","31","119","5","4"
"Merrimack","26,725","8","0","0","2","6","291","18","260","13","1"
"Middleton","1,829","1","0","0","0","1","25","10","15","0","0"
"Milford","15,197","21","0","5","7","9","316","50","251","15","5"
"Milton","4,604","8","0","5","0","3","72","15","51","6","3"
"Mont Vernon","2,414","0","0","0","0","0","7","4","2","1","0"
"Moultonborough","5,010","1","0","1","0","0","87","19","64","4","1"
"New Boston","5,160","1","1","0","0","0","32","6","22","4","0"
"Newbury","2,127","0","0","0","0","0","21","0","19","2","0"
"New Durham","2,568","4","0","0","0","4","41","8","31","2","0"
"Newfields","1,620","0","0","0","0","0","24","5","19","0","0"
"New Hampton","2,263","3","0","1","0","2","44","13","29","2","0"
