"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Beulah","2,877","7","0","3","0","4","37","4","30","3","3"
"Bismarck","59,988","155","2","16","10","127","1,629","211","1,324","94","5"
"Burlington","993","0","0","0","0","0","4","3","1","0","0"
"Cando","1,030","0","0","0","0","0","14","0","14","0","0"
"Carrington","2,080","0","0","0","0","0","11","7","3","1","1"
"Cavalier","1,333","1","0","1","0","0","19","1","16","2","0"
"Devils Lake","6,610","12","1","1","0","10","283","31","234","18","2"
"Dickinson2","15,910","30","0","0","1","29","320","39","250","31","2"
"Emerado","472","1","0","1","0","0","8","1","6","1","0"
"Fargo","92,883","273","0","52","27","194","2,906","442","2,252","212","20"
"Fessenden","499","1","0","0","0","1","3","0","3","0","0"
"Grafton","3,991","6","0","1","0","5","164","45","111","8","2"
"Grand Forks","52,064","142","0","25","14","103","1,769","273","1,391","105","15"
"Harvey","1,610","8","0","3","0","5","26","9","17","0","0"
"Jamestown","14,578","47","0","15","2","30","321","65","239","17","8"
"Lincoln","2,660","0","0","0","0","0","23","5","16","2","0"
"Lisbon","2,182","5","0","0","1","4","19","7","7","5","0"
"Mandan","17,860","34","0","15","4","15","383","43","311","29","7"
"Mayville","1,986","1","0","1","0","0","9","2","4","3","1"
"Minot","35,124","76","0","20","3","53","733","128","558","47","7"
"Northwood","871","0","0","0","0","0","3","2","1","0","0"
"Rolla","1,423","4","0","0","0","4","27","2","22","3","0"
"Steele","649","0","0","0","0","0","3","0","3","0","0"
"Thompson","949","0","0","0","0","0","10","3","6","1","0"
"Valley City","6,242","7","0","5","1","1","83","24","54","5","0"
"Wahpeton","7,603","11","0","1","1","9","162","13","145","4","2"
"Watford City","1,367","1","0","0","0","1","5","0","5","0","0"
"West Fargo","24,266","41","0","12","3","26","547","125","375","47","1"
"Williston","12,387","29","0","14","2","13","199","16","156","27","1"
