"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abingdon","7,991","15","0","5","3","7","346","35","304","7","1"
"Alexandria","140,891","324","3","30","149","142","3,389","294","2,713","382","6"
"Altavista","3,371","16","0","0","4","12","114","18","83","13","1"
"Amherst","2,203","0","0","0","0","0","28","1","25","2","0"
"Appalachia","1,735","8","1","1","0","6","50","9","39","2","0"
"Ashland","7,125","24","0","3","8","13","255","25","210","20","1"
"Bedford","6,260","13","1","2","0","10","226","28","191","7","0"
"Berryville","3,177","6","0","0","3","3","89","12","73","4","0"
"Big Stone Gap","5,661","5","0","3","0","2","124","16","106","2","2"
"Blacksburg","41,509","55","0","8","11","36","656","127","503","26","8"
"Blackstone","3,511","7","0","1","3","3","135","41","88","6","0"
"Bluefield","5,163","13","0","1","1","11","159","15","138","6","0"
"Bowling Green","1,029","0","0","0","0","0","3","0","3","0","0"
"Boykins","602","0","0","0","0","0","3","1","2","0","0"
"Bridgewater","5,404","0","0","0","0","0","26","0","21","5","0"
"Bristol","17,563","72","0","14","15","43","709","129","541","39","4"
"Broadway","3,031","0","0","0","0","0","8","3","5","0","0"
"Brookneal","1,250","2","0","0","0","2","21","9","9","3","0"
"Buena Vista","6,475","4","0","1","0","3","52","0","51","1","0"
"Burkeville","467","0","0","0","0","0","11","1","10","0","0"
"Cape Charles","1,518","0","0","0","0","0","9","1","8","0","0"
"Cedar Bluff","1,042","0","0","0","0","0","23","4","18","1","0"
"Charlottesville","41,216","219","5","23","79","112","1,950","186","1,616","148","13"
"Chase City","2,310","6","0","0","2","4","74","14","58","2","1"
"Chatham","1,259","1","0","0","1","0","8","0","8","0","0"
"Chesapeake","220,812","969","12","65","363","529","6,868","1,216","5,225","427","38"
"Chilhowie","1,746","2","1","0","0","1","32","4","28","0","0"
"Chincoteague","4,306","3","0","0","0","3","79","22","54","3","0"
"Christiansburg","19,466","50","2","14","9","25","789","126","632","31","3"
"Clarksville","1,252","3","1","0","1","1","34","1","33","0","1"
"Clifton Forge","3,946","6","0","1","0","5","63","18","44","1","1"
"Clinchco","404","0","0","0","0","0","0","0","0","0","0"
"Clintwood","1,498","2","0","0","0","2","47","10","37","0","1"
"Coeburn","1,982","2","0","0","0","2","56","12","44","0","1"
"Colonial Beach","3,784","13","0","2","1","10","126","27","96","3","0"
"Colonial Heights","17,843","45","0","2","19","24","795","69","692","34","9"
"Courtland","1,246","0","0","0","0","0","0","0","0","0","0"
"Covington","6,130","13","1","2","0","10","171","36","129","6","4"
"Crewe","2,255","9","0","0","6","3","80","19","58","3","1"
"Culpeper","14,072","59","0","3","20","36","481","43","416","22","11"
"Damascus","1,084","0","0","0","0","0","34","3","30","1","0"
"Danville","44,383","262","11","7","110","134","2,704","510","2,097","97","12"
"Dayton","1,354","0","0","0","0","0","11","1","9","1","0"
"Dublin","2,199","1","0","1","0","0","61","6","54","1","1"
"Dumfries","4,805","10","0","1","4","5","168","36","110","22","2"
"Edinburg","874","0","0","0","0","0","5","0","5","0","0"
"Elkton","2,619","2","0","0","1","1","28","4","23","1","0"
"Emporia","5,593","43","1","3","12","27","341","68","266","7","4"
"Exmore","1,346","2","0","0","2","0","51","7","42","2","0"
"Fairfax City","23,486","32","1","4","19","8","643","47","573","23","9"
"Falls Church","10,979","17","0","0","12","5","375","31","323","21","0"
"Farmville","7,216","17","2","1","8","6","148","21","122","5","0"
"Franklin","8,955","45","0","2","11","32","500","114","360","26","1"
"Fredericksburg","22,740","139","2","15","44","78","1,116","95","961","60","1"
"Fries","552","0","0","0","0","0","1","0","1","0","0"
"Front Royal","14,688","35","0","8","11","16","718","73","614","31","0"
"Galax","6,796","32","0","12","2","18","265","30","222","13","0"
"Gate City","2,040","3","0","1","1","1","56","10","44","2","1"
"Glade Spring","1,543","1","0","1","0","0","3","0","3","0","0"
"Glasgow","1,009","0","0","0","0","0","5","1","3","1","0"
"Glen Lyn","164","0","0","0","0","0","11","2","7","2","0"
"Gordonsville","1,700","3","0","0","0","3","29","4","24","1","0"
"Gretna","1,187","0","0","0","0","0","17","7","10","0","0"
"Grottoes","2,182","6","0","1","2","3","16","1","15","0","1"
"Grundy","961","0","0","0","0","0","6","2","4","0","0"
"Halifax","1,259","1","0","0","0","1","21","0","19","2","0"
"Hampton","145,897","472","8","42","211","211","5,127","761","3,963","403","15"
"Harrisonburg","44,346","142","1","12","25","104","1,224","246","903","75","6"
"Haymarket","1,265","2","0","0","0","2","9","0","9","0","1"
"Haysi","177","1","0","0","0","1","0","0","0","0","0"
"Herndon","21,900","43","0","2","11","30","450","39","393","18","1"
"Hillsville","2,644","4","0","1","2","1","52","7","44","1","0"
"Honaker","1,444","0","0","0","0","0","13","5","7","1","0"
"Hopewell","23,035","278","3","12","76","187","998","293","596","109","6"
"Hurt","1,208","1","0","0","1","0","12","4","8","0","0"
"Independence","895","1","0","0","0","1","9","1","7","1","0"
"Jonesville","966","3","0","0","0","3","26","5","21","0","0"
"Kenbridge","1,290","7","3","0","0","4","14","3","11","0","0"
"Kilmarnock","1,188","0","0","0","0","0","27","3","23","1","0"
"La Crosse","587","2","0","0","0","2","14","0","14","0","0"
"Lawrenceville","1,353","6","0","0","0","6","31","11","20","0","0"
"Lebanon","3,163","6","0","2","2","2","114","7","104","3","0"
"Leesburg","39,899","59","1","7","22","29","802","62","715","25","2"
"Lexington","7,026","3","0","0","1","2","70","5","64","1","0"
"Louisa","1,568","4","0","0","1","3","38","9","25","4","0"
"Luray","4,856","7","0","2","0","5","134","15","113","6","0"
"Lynchburg","71,805","347","4","30","101","212","2,739","425","2,160","154","16"
"Manassas","35,290","148","4","20","49","75","1,079","180","810","89","5"
"Manassas Park","11,528","23","0","6","4","13","191","17","153","21","3"
"Marion","6,013","35","1","1","3","30","190","35","149","6","3"
"Martinsville","14,430","59","1","2","25","31","546","102","420","24","4"
"Middleburg","959","0","0","0","0","0","10","0","9","1","0"
"Middletown","1,148","2","0","1","0","1","43","5","36","2","0"
"Mount Jackson","1,791","3","0","0","1","2","35","5","30","0","0"
"Narrows","2,155","1","0","1","0","0","22","7","13","2","0"
"New Market","1,859","1","0","0","0","1","18","4","14","0","0"
"Newport News","178,308","1,235","16","73","509","637","7,348","1,460","5,388","500","89"
"Norfolk","235,067","1,951","28","86","1,050","787","12,195","1,868","9,212","1,115","57"
"Norton","3,691","11","0","1","1","9","282","27","252","3","1"
"Occoquan","830","2","0","0","0","2","10","0","9","1","0"
"Onancock","1,392","2","0","0","0","2","23","10","11","2","0"
"Onley","475","1","0","0","1","0","21","3","18","0","0"
"Orange","4,639","8","0","2","0","6","110","29","79","2","0"
"Parksley","797","0","0","0","0","0","44","6","35","3","0"
"Pearisburg","2,770","3","0","1","0","2","58","5","52","1","0"
"Pembroke","1,167","0","0","0","0","0","15","2","12","1","0"
"Pennington Gap","1,726","0","0","0","0","0","38","16","22","0","0"
"Petersburg","32,677","615","5","30","256","324","2,479","871","1,296","312","10"
"Pocahontas","419","0","0","0","0","0","1","1","0","0","0"
"Poquoson","11,850","15","0","4","0","11","207","33","165","9","5"
"Portsmouth","101,782","719","15","59","348","297","5,650","1,123","4,182","345","8"
"Pound","1,073","3","0","0","0","3","25","4","21","0","0"
"Pulaski","8,997","30","0","4","5","21","401","87","295","19","4"
"Purcellville","5,175","7","0","1","1","5","86","7","74","5","2"
"Quantico","613","0","0","0","0","0","7","2","5","0","0"
"Radford","16,109","79","1","4","8","66","537","166","356","15","5"
"Remington","678","0","0","0","0","0","5","0","5","0","0"
"Rich Creek","683","2","0","1","0","1","13","5","8","0","0"
"Richlands","3,997","15","0","3","5","7","221","36","180","5","1"
"Richmond","199,674","1,588","31","53","779","725","8,148","1,787","5,331","1,030","51"
"Roanoke","91,983","745","11","48","213","473","5,090","983","3,811","296","39"
"Rocky Mount","4,546","15","0","2","3","10","145","16","123","6","0"
"Salem","25,193","36","2","1","7","26","761","121","605","35","2"
"Saltville","2,220","10","0","1","0","9","40","7","32","1","0"
"Shenandoah","1,862","0","0","0","0","0","33","8","22","3","0"
"Smithfield","7,071","14","0","0","10","4","288","34","237","17","1"
"South Boston","7,856","31","2","5","16","8","417","77","324","16","3"
"South Hill","4,556","38","1","2","13","22","217","24","185","8","1"
"Stanley","1,328","1","0","0","0","1","32","3","27","2","0"
"Staunton","23,746","58","2","5","13","38","607","59","523","25","5"
"Stephens City","1,479","2","0","0","2","0","42","8","30","4","0"
"St. Paul","966","0","0","0","0","0","28","2","26","0","0"
