"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Aberdeen Township","18,527","18","0","1","3","14","223","45","160","18","0"
"Absecon","8,096","27","0","3","11","13","357","92","255","10","0"
"Alexandria Township","5,141","0","0","0","0","0","0","0","0","0","0"
"Allendale","6,579","0","0","0","0","0","109","16","87","6","0"
"Allenhurst","698","1","0","0","0","1","37","2","35","0","0"
"Allentown","1,848","0","0","0","0","0","28","7","21","0","0"
"Alpha","2,368","13","0","0","1","12","14","3","10","1","0"
"Alpine","2,475","0","0","0","0","0","14","2","12","0","0"
"Andover Township","6,552","6","0","0","0","6","49","9","40","0","1"
"Asbury Park","16,459","319","1","6","153","159","946","268","622","56","2"
"Atlantic City2","39,425","654","12","37","288","317","","","1,748","160","6"
"Atlantic Highlands","4,601","5","0","1","0","4","71","17","53","1","0"
"Audubon","8,809","1","0","0","0","1","356","30","316","10","0"
"Audubon Park","1,049","1","0","0","1","0","22","3","18","1","0"
"Avalon","2,089","2","0","0","0","2","245","40","203","2","0"
"Avon-by-the-Sea","2,168","0","0","0","0","0","48","13","35","0","0"
"Barnegat Light","840","0","0","0","0","0","12","4","8","0","0"
"Barnegat Township","22,762","22","0","1","1","20","263","67","191","5","2"
"Barrington","6,877","6","0","1","3","2","67","19","44","4","0"
"Bay Head","1,263","0","0","0","0","0","81","11","69","1","0"
"Bayonne","57,170","209","0","7","106","96","994","237","636","121","4"
"Beach Haven","1,386","1","0","0","0","1","136","16","120","0","0"
"Beachwood","10,795","12","0","1","3","8","224","30","188","6","0"
"Bedminster Township","8,343","0","0","0","0","0","60","14","44","2","0"
"Belleville","33,679","118","1","0","64","53","814","138","501","175","9"
"Bellmawr","11,055","22","0","1","7","14","308","79","202","27","1"
"Belmar","5,885","32","0","1","3","28","309","95","211","3","1"
"Belvidere","2,620","3","0","0","0","3","17","0","16","1","1"
"Bergenfield","25,666","26","0","3","14","9","217","38","168","11","14"
"Berkeley Heights Township","13,337","4","0","0","0","4","87","15","66","6","0"
"Berkeley Township","42,799","41","0","9","7","25","677","144","503","30","6"
"Berlin","8,075","16","0","0","4","12","190","29","152","9","2"
"Berlin Township","5,370","14","0","0","7","7","209","27","175","7","0"
"Bernards Township","26,641","0","0","0","0","0","172","26","134","12","0"
"Bernardsville","7,767","2","0","0","0","2","46","5","40","1","1"
"Beverly","2,568","17","0","3","3","11","53","34","14","5","1"
"Blairstown Township","5,924","10","0","2","0","8","72","16","54","2","0"
"Bloomfield","43,827","106","0","3","77","26","1,160","202","796","162","5"
"Bloomingdale","7,449","10","0","0","2","8","74","22","50","2","0"
"Bogota","7,927","14","0","0","3","11","86","12","70","4","1"
"Boonton","8,446","8","0","0","1","7","87","23","60","4","1"
"Boonton Township","4,396","2","0","1","0","1","35","9","26","0","0"
"Bordentown","3,825","4","0","0","1","3","62","14","45","3","0"
"Bordentown Township","10,385","20","0","1","6","13","134","37","85","12","0"
"Bound Brook","10,165","24","0","0","18","6","216","72","137","7","0"
"Bradley Beach","4,797","15","0","3","5","7","135","25","108","2","0"
"Branchburg Township","15,005","1","0","0","0","1","102","16","83","3","0"
"Brick Township","78,218","105","0","4","19","82","1,617","279","1,292","46","3"
"Bridgeton","24,714","334","6","4","113","211","1,091","337","709","45","15"
"Bridgewater Township","44,434","15","0","1","5","9","673","75","568","30","3"
