"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Albany","2,316","4","0","0","0","4","14","6","8","0",""
"Alexandria","8,452","20","0","0","2","18","179","24","146","9",""
"Anchorage","3,092","1","0","0","1","0","44","10","32","2",""
"Auburn","1,499","2","0","0","0","2","9","4","5","0",""
"Audubon Park","1,622","7","0","0","2","5","48","14","27","7",""
"Barbourville","3,575","2","0","0","0","2","27","3","19","5",""
"Bardstown","11,194","33","0","5","9","19","399","84","300","15",""
"Beattyville","1,104","1","0","0","0","1","9","3","5","1",""
"Beaver Dam","3,121","0","0","0","0","0","2","0","2","0",""
"Bellevue","5,818","3","0","0","2","1","61","6","53","2",""
"Berea","14,558","23","0","2","6","15","433","134","285","14",""
"Bowling Green","54,865","336","0","47","90","199","2,998","569","2,313","116","1"
"Brandenburg","2,168","2","0","0","0","2","71","10","59","2",""
"Burkesville","1,685","0","0","0","0","0","2","2","0","0",""
"Burnside","689","0","0","0","0","0","21","7","12","2",""
"Cadiz","2,626","15","0","0","1","14","78","17","59","2",""
"Calhoun","790","0","0","0","0","0","2","0","2","0",""
"Campbellsville","11,009","39","1","4","12","22","363","93","248","22",""
"Carlisle","2,101","1","0","0","0","1","21","3","16","2",""
"Carrollton","3,893","7","1","1","1","4","110","36","68","6","3"
"Catlettsburg","1,954","12","0","1","1","10","146","28","106","12",""
"Cave City","2,006","7","0","1","1","5","92","22","66","4",""
"Central City","5,715","9","0","1","3","5","34","6","25","3",""
"Clarkson","836","1","0","0","0","1","7","3","3","1",""
"Clay City","1,362","3","0","1","1","1","49","18","30","1",""
"Clinton","1,321","0","0","0","0","0","5","2","3","0",""
"Cloverport","1,234","0","0","0","0","0","3","2","1","0",""
"Cold Spring","6,003","9","0","2","1","6","199","15","182","2",""
"Columbia","4,247","7","0","2","0","5","31","10","21","0",""
"Corbin","8,394","21","0","5","6","10","358","83","264","11",""
"Covington","43,018","457","1","44","215","197","2,450","678","1,561","211",""
"Cumberland","2,265","2","0","0","0","2","16","10","4","2",""
"Cynthiana","6,264","24","1","1","7","15","356","86","259","11",""
"Danville","15,437","42","0","4","10","28","555","122","409","24",""
"Dawson Springs","2,900","3","0","0","0","3","65","31","33","1",""
"Dayton","5,420","21","0","0","6","15","124","24","90","10",""
"Earlington","1,566","0","0","0","0","0","2","0","2","0",""
"Edgewood","8,831","11","0","0","2","9","130","18","108","4",""
"Edmonton","1,642","0","0","0","0","0","16","6","10","0",""
"Elizabethtown","23,926","80","1","9","25","45","1,091","192","863","36",""
"Elkhorn City","1,003","0","0","0","0","0","8","0","8","0",""
"Elkton","1,959","1","0","0","1","0","23","7","16","0",""
"Elsmere","7,860","19","0","1","12","6","109","21","74","14",""
"Eminence","2,216","5","1","0","2","2","34","7","23","4",""
"Erlanger","17,164","28","0","4","10","14","553","129","395","29",""
"Evarts","1,034","8","0","0","1","7","34","12","22","0",""
"Falmouth","2,077","2","0","1","0","1","79","29","47","3",""
"Flatwoods","7,621","11","0","1","5","5","132","55","71","6",""
"Fleming-Neon","787","0","0","0","0","0","11","4","7","0",""
"Flemingsburg","2,683","4","0","0","1","3","51","15","36","0",""
"Fort Mitchell","7,493","15","0","2","7","6","256","43","197","16",""
"Fort Thomas","15,157","13","0","4","4","5","235","48","175","12",""
"Fort Wright","5,411","14","0","1","9","4","420","43","364","13",""
"Frankfort","27,014","90","0","12","36","42","1,091","247","793","51",""
"Franklin","8,007","32","1","2","19","10","325","72","235","18",""
"Fulton","2,374","11","0","1","1","9","121","26","91","4",""
"Glasgow","14,343","32","0","11","4","17","491","108","371","12",""
"Graymoor-Devondale","3,110","0","0","0","0","0","61","10","46","5",""
"Grayson","4,004","7","0","2","2","3","149","47","91","11",""
"Greensburg","2,394","0","0","0","0","0","2","1","1","0",""
"Greenville","4,235","0","0","0","0","0","11","6","5","0",""
"Guthrie","1,435","2","0","1","1","0","10","5","2","3",""
"Hardinsburg","2,442","1","0","0","0","1","2","0","0","2",""
"Harlan","1,858","7","0","0","3","4","79","13","62","4",""
"Harrodsburg","8,169","20","0","4","7","9","208","61","132","15",""
"Hartford","2,650","1","0","0","0","1","22","10","11","1",""
"Hawesville","979","0","0","0","0","0","2","1","1","0",""
"Hazard","4,781","22","0","5","13","4","213","32","174","7",""
"Heritage Creek","1,676","0","0","0","0","0","16","4","11","1",""
"Hickman","2,191","2","0","0","0","2","48","19","26","3",""
"Hillview","7,558","17","0","2","5","10","177","45","120","12",""
"Hodgenville","2,765","3","0","1","0","2","11","4","4","3",""
"Hopkinsville","31,823","187","0","14","65","108","1,657","438","1,135","84",""
"Horse Cave","2,319","1","0","0","1","0","14","3","11","0",""
"Independence","22,106","20","2","3","3","12","417","104","284","29",""
"Indian Hills","3,343","0","0","0","0","0","39","15","24","0",""
"Irvine","2,659","1","0","0","1","0","82","25","55","2",""
"Irvington","1,415","0","0","0","0","0","12","3","8","1",""
"Jackson","2,354","3","0","0","2","1","67","18","46","3",""
"Jamestown","1,741","4","0","0","0","4","61","18","43","0",""
"Jeffersontown","26,112","65","0","7","37","21","616","141","403","72",""
"Jenkins","2,239","3","0","1","1","1","26","10","14","2",""
"Junction City","2,197","2","0","0","1","1","9","2","6","1",""
"La Grange","6,355","10","0","1","6","3","197","59","129","9",""
"Lakeside Park-Crestview Hills","6,355","1","0","0","0","1","154","10","142","2",""
"Lancaster","4,473","4","0","1","1","2","73","18","55","0",""
"Lawrenceburg","10,024","13","0","3","1","9","111","25","79","7",""
"Lebanon","5,949","31","0","5","10","16","229","57","160","12",""
"Lebanon Junction","2,014","3","0","0","1","2","20","12","5","3",""
"Leitchfield","6,539","5","0","2","3","0","128","23","102","3",""
"Lewisburg","917","0","0","0","0","0","2","0","2","0",""
"Lewisport","1,652","0","0","0","0","0","2","0","2","0",""
"Lexington","281,473","1,780","12","137","529","1,102","9,724","2,259","6,878","587","44"
"Liberty","1,884","7","0","0","2","5","22","9","13","0",""
"London","7,993","17","1","1","9","6","478","91","352","35",""
"Lone Oak","435","0","0","0","0","0","1","1","0","0",""
"Louisa","2,078","5","0","0","2","3","69","14","49","6",""
"Louisville Metro","629,679","4,306","71","220","1,762","2,253","29,420","7,278","19,523","2,619","222"
"Ludlow","4,888","17","0","6","4","7","126","50","66","10",""
"Lynnview","1,011","1","0","0","1","0","6","5","1","0",""
"Manchester","1,917","0","0","0","0","0","42","12","25","5",""
"Marion","3,053","1","0","0","0","1","71","13","55","3",""
"Mayfield","10,208","42","0","5","9","28","322","98","217","7",""
"Maysville","9,183","31","0","3","13","15","582","180","386","16",""
"Middlesboro","9,862","15","0","2","6","7","305","39","257","9",""
"Millersburg","862","0","0","0","0","0","11","5","5","1",""
"Monticello","6,191","18","0","3","6","9","237","93","139","5",""
"Morgantown","2,571","2","0","0","0","2","14","9","4","1",""
"Mortons Gap","936","0","0","0","0","0","3","2","1","0",""
"Mount Sterling","6,886","31","1","5","10","15","468","83","371","14",""
"Mount Vernon","2,595","4","0","0","0","4","35","12","22","1",""
"Mount Washington","12,354","5","0","2","1","2","162","36","108","18",""
"Munfordville","1,605","1","0","0","0","1","24","7","17","0",""
"Murray","16,482","31","0","7","4","20","581","143","422","16",""
"New Castle","909","0","0","0","0","0","1","1","0","0",""
"New Haven","878","0","0","0","0","0","3","0","3","0",""
"Newport","15,409","83","2","9","43","29","1,097","177","854","66","6"
"Nicholasville","26,558","78","0","16","27","35","1,238","283","885","70",""
"Northfield","1,062","0","0","0","0","0","2","1","1","0",""
"Nortonville","1,229","0","0","0","0","0","6","3","3","0",""
"Oak Grove","9,806","38","0","4","16","18","400","161","214","25",""
"Olive Hill","1,817","6","0","0","4","2","96","32","59","5",""
"Owenton","1,487","0","0","0","0","0","8","2","6","0",""
"Owingsville","1,580","4","0","1","0","3","70","22","42","6",""
"Paintsville","4,120","4","0","0","2","2","101","16","78","7",""
"Paris","9,268","34","0","1","12","21","220","71","143","6",""
"Park Hills","2,758","1","0","0","1","0","36","11","24","1",""
"Pewee Valley","1,607","0","0","0","0","0","6","2","4","0",""
"Pikeville","6,277","13","0","2","5","6","421","41","373","7",""
"Pineville","1,967","8","0","0","1","7","48","5","39","4",""
"Pioneer Village","2,706","2","0","0","0","2","10","2","7","1",""
"Powderly","889","2","0","0","1","1","29","6","23","0",""
"Prestonsburg","3,843","11","0","1","4","6","163","29","123","11",""
"Princeton","6,328","29","1","11","0","17","186","53","120","13",""
"Providence","3,456","6","0","0","0","6","57","16","35","6",""
"Raceland","2,588","0","0","0","0","0","11","6","5","0",""
"Radcliff2","21,918","","0","24","22","","645","141","480","24","0"
"Russell","3,566","7","0","1","5","1","157","34","114","9",""
"Russell Springs","2,574","11","0","3","1","7","174","26","134","14",""
"Sadieville","316","1","0","0","0","1","3","2","1","0",""
"Science Hill","669","0","0","0","0","0","6","3","3","0",""
"Scottsville","4,573","5","0","2","0","3","23","7","16","0",""
"Shelbyville","11,300","39","0","3","18","18","340","87","234","19",""
"Shepherdsville","9,199","27","0","7","6","14","519","81","427","11","0"
"Shively","16,210","137","2","3","97","35","904","256","517","131",""
"Smiths Grove","761","0","0","0","0","0","3","2","1","0",""
"Somerset","12,438","25","0","2","12","11","675","94","562","19",""
"Southgate","3,275","0","0","0","0","0","22","1","18","3",""
"Springfield","2,880","6","0","0","2","4","65","23","35","7",""
"Stamping Ground","673","0","0","0","0","0","2","0","2","0",""
"Stanford","3,434","1","0","0","0","1","24","9","12","3",""
"Stanton","3,150","2","0","1","0","1","38","14","24","0",""
"St. Matthews","18,279","51","0","2","35","14","773","88","652","33",""
"Sturgis","1,921","2","0","1","0","1","24","5","18","1",""
"Taylor Mill","6,723","2","0","0","0","2","52","15","34","3",""
"Taylorsville","1,234","4","0","0","0","4","34","11","19","4",""
"Tompkinsville","2,631","4","0","0","1","3","41","17","22","2",""
"Uniontown","1,022","0","0","0","0","0","2","1","1","0",""
"Vanceburg","1,703","4","0","2","0","2","23","10","13","0",""
"Villa Hills","7,702","1","0","0","1","0","59","10","47","2",""
"Vine Grove","4,192","2","0","2","0","0","88","18","63","7",""
"Warsaw","1,796","2","0","0","0","2","14","2","12","0",""
"West Liberty","3,345","3","0","0","0","3","39","4","35","0",""
"West Point","975","1","0","0","0","1","16","5","8","3",""
"Whitesburg","1,476","0","0","0","0","0","29","2","26","1",""
"Wilder","2,995","2","0","0","0","2","42","2","36","4",""
"Williamsburg","5,206","19","0","0","15","4","119","16","91","12",""
"Williamstown","3,516","4","0","1","1","2","104","25","72","7",""
"Wilmore","5,917","3","0","2","0","1","99","16","75","8","0"
"Winchester","16,555","41","2","5","10","24","644","117","517","10",""
