"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abbeville","5,529","83","0","4","2","77","144","23","111","10","0"
"Aiken","29,630","157","1","9","49","98","1,377","219","1,085","73","3"
"Allendale","3,664","46","0","1","9","36","197","84","103","10","2"
"Anderson","26,498","195","4","14","62","115","1,837","341","1,344","152","12"
"Andrews","2,940","21","1","0","4","16","221","44","162","15","0"
"Atlantic Beach","395","12","0","1","4","7","21","6","13","2","0"
"Aynor","588","30","0","0","1","29","31","7","22","2","0"
"Bamberg","3,432","35","0","2","7","26","184","51","128","5","0"
"Barnwell","4,785","52","0","0","12","40","389","118","259","12","1"
"Batesburg-Leesville","5,545","47","0","3","9","35","300","67","210","23","0"
"Beaufort","11,772","171","0","7","41","123","837","162","641","34","2"
"Belton","4,639","24","1","1","3","19","126","19","103","4","0"
"Bennettsville","8,854","181","2","4","27","148","574","119","441","14","6"
"Bishopville","3,918","38","1","1","2","34","244","42","190","12","0"
"Blacksburg","1,900","17","0","0","4","13","154","30","119","5","0"
"Blackville","2,841","29","0","0","13","16","126","39","79","8","0"
"Bluffton","4,386","49","0","3","16","30","366","66","287","13","5"
"Branchville","1,034","4","0","0","1","3","10","4","5","1","1"
"Brunson","573","0","0","0","0","0","1","0","1","0","0"
"Burnettown","2,658","2","0","0","0","2","31","5","21","5","0"
"Calhoun Falls","2,178","14","0","1","1","12","58","13","41","4","0"
"Camden","7,073","82","0","0","11","71","473","117","325","31","0"
"Cameron","411","0","0","0","0","0","3","0","2","1","0"
"Campobello","596","0","0","0","0","0","0","0","0","0","0"
"Cayce","12,605","123","0","12","32","79","833","164","611","58","4"
"Central","4,147","21","0","2","3","16","179","33","137","9","0"
"Chapin","704","12","0","0","2","10","44","5","38","1","0"
"Charleston","111,645","800","14","60","288","438","4,535","724","3,399","412","19"
"Cheraw","5,397","44","0","3","6","35","404","43","351","10","1"
"Chesnee","1,069","6","0","1","0","5","74","12","57","5","0"
"Chester","5,988","102","2","4","33","63","347","105","218","24","5"
"Chesterfield","1,308","4","0","0","2","2","48","10","35","3","0"
"Clemson","12,941","43","0","4","3","36","308","48","243","17","2"
"Clinton","8,930","124","0","8","25","91","560","141","401","18","1"
"Clio","727","1","0","0","0","1","17","4","13","0","0"
"Clover","4,772","112","0","1","1","110","173","34","134","5","1"
"Columbia","125,485","1,079","13","56","334","676","6,825","1,182","4,998","645","25"
"Cottageville","680","2","0","1","0","1","27","11","13","3","0"
"Cowpens","2,391","16","0","1","5","10","145","55","82","8","0"
"Darlington","6,598","136","1","7","9","119","663","154","484","25","2"
"Denmark","3,002","32","2","0","7","23","97","33","58","6","1"
"Due West","1,269","5","0","1","1","3","21","2","19","0","0"
"Duncan","3,058","27","0","0","4","23","125","24","93","8","0"
"Edgefield","4,412","19","0","2","2","15","94","11","78","5","0"
"Edisto Beach","722","3","0","0","1","2","60","11","47","2","0"
"Elgin","1,114","4","0","0","0","4","39","3","34","2","0"
"Elloree","696","4","0","0","1","3","11","1","10","0","0"
"Estill","2,332","42","1","0","5","36","106","39","66","1","1"
"Eutawville","328","3","1","0","2","0","19","3","16","0","0"
"Fairfax","3,094","17","0","1","3","13","34","20","13","1","0"
"Florence","31,508","533","8","27","111","387","3,088","526","2,374","188","16"
"Folly Beach","2,359","15","0","3","0","12","209","29","168","12","0"
"Forest Acres","9,889","72","0","0","29","43","639","109","501","29","1"
