"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Adamsville","2,118","9","0","0","1","8","58","11","40","7","0"
"Alamo","2,317","10","0","1","2","7","43","18","25","0","0"
"Alcoa","8,625","116","1","3","18","94","512","79","401","32","6"
"Alexandria","872","1","0","0","0","1","15","10","4","1","0"
"Algood","3,366","17","0","0","1","16","130","16","108","6","0"
"Ardmore","1,151","11","0","0","0","11","36","7","27","2","0"
"Ashland City","4,658","18","0","2","0","16","245","41","199","5","1"
"Athens","14,237","194","0","5","34","155","1,239","282","914","43","7"
"Atoka","7,500","10","0","1","1","8","148","25","119","4","0"
"Baileyton","494","0","0","0","0","0","18","3","14","1","0"
"Baneberry","470","0","0","0","0","0","0","0","0","0","0"
"Bartlett","48,044","126","1","4","17","104","1,047","189","802","56","2"
"Baxter","1,379","7","0","1","0","6","44","11","31","2","1"
"Belle Meade","3,454","2","0","0","0","2","23","6","16","1","0"
"Bells","2,252","12","0","1","0","11","58","25","27","6","0"
"Benton","1,119","4","0","0","0","4","35","9","23","3","0"
"Berry Hill","745","6","0","0","2","4","93","9","70","14","0"
"Bethel Springs","775","0","0","0","0","0","9","2","7","0","0"
"Big Sandy","511","3","0","0","0","3","6","3","3","0","0"
"Blaine","1,757","1","0","0","0","1","7","2","4","1","0"
"Bluff City","1,618","2","1","0","0","1","66","17","48","1","0"
"Bolivar","5,586","54","0","4","9","41","402","97","275","30","6"
"Bradford","1,059","2","0","0","0","2","19","2","13","4","0"
"Brentwood","36,341","30","0","6","4","20","459","96","350","13","1"
"Brighton","2,672","7","0","0","0","7","39","8","29","2","0"
"Bristol","25,485","124","7","11","7","99","1,328","176","1,053","99","6"
"Bruceton","1,453","3","0","0","0","3","12","1","11","0","0"
"Burns","1,409","1","0","1","0","0","28","7","19","2","0"
"Calhoun","522","4","0","1","0","3","11","4","7","0","0"
"Camden","3,662","6","0","0","1","5","198","31","160","7","1"
"Carthage","2,224","12","0","0","1","11","79","16","59","4","1"
"Caryville","2,395","32","0","2","5","25","106","40","58","8","0"
"Celina","1,345","5","0","0","0","5","18","6","12","0","0"
"Centerville","3,998","3","0","0","1","2","104","26","74","4","0"
"Chapel Hill","1,317","13","0","0","0","13","28","12","14","2","0"
"Chattanooga","171,611","1,875","20","63","511","1,281","12,864","2,843","8,937","1,084","16"
"Church Hill","6,771","8","0","2","0","6","135","27","103","5","0"
"Clarksburg","372","0","0","0","0","0","3","3","0","0","0"
"Clarksville","121,386","953","6","59","209","679","4,693","1,386","3,045","262","21"
"Cleveland","39,420","453","1","17","44","391","2,306","432","1,783","91","10"
"Clifton","2,693","1","0","0","0","1","14","4","8","2","0"
"Clinton","9,554","50","0","0","4","46","523","110","383","30","6"
