"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Ashland","1,446","1","0","0","0","1","11","10","1","0","0"
"Auburn","23,205","44","1","8","14","21","743","120","595","28","4"
"Augusta","18,344","59","3","9","4","43","1,202","183","979","40","13"
"Baileyville","1,560","2","0","0","0","2","81","23","58","0","0"
"Bangor","31,902","51","1","4","21","25","2,018","255","1,715","48","7"
"Bar Harbor","5,166","0","0","0","0","0","48","17","28","3","0"
"Bath","8,925","7","0","3","1","3","306","28","271","7","1"
"Belfast","6,795","12","1","5","0","6","219","51","162","6","0"
"Berwick","7,654","2","0","2","0","0","150","32","105","13","0"
"Bethel","2,669","3","0","1","1","1","92","16","73","3","0"
"Biddeford","21,663","66","0","20","28","18","1,050","180","847","23","5"
"Boothbay Harbor","2,272","3","0","0","0","3","60","9","48","3","1"
"Brewer","9,091","8","0","1","5","2","344","23","316","5","0"
"Bridgton","5,460","9","0","5","0","4","98","18","77","3","0"
"Brownville","1,296","2","0","0","0","2","56","12","44","0","0"
"Brunswick","21,885","20","0","9","3","8","444","73","361","10","1"
"Bucksport","4,913","10","0","1","0","9","90","17","71","2","2"
"Buxton","8,179","2","0","0","0","2","67","15","51","1","2"
"Calais","3,188","43","0","1","0","42","167","17","150","0","0"
"Camden","5,232","4","0","1","0","3","123","20","100","3","0"
"Cape Elizabeth","8,802","0","0","0","0","0","73","14","57","2","1"
"Caribou","8,135","4","0","0","3","1","211","44","160","7","1"
"Carrabassett Valley","478","1","0","1","0","0","98","1","92","5","0"
"Clinton","3,338","5","0","3","1","1","73","23","49","1","0"
"Cumberland","7,770","1","0","1","0","0","32","9","20","3","0"
"Damariscotta","1,923","3","0","2","0","1","45","4","41","0","0"
"Dexter","3,697","10","0","0","1","9","141","30","104","7","0"
"Dixfield","2,541","1","0","1","0","0","46","7","36","3","0"
"Dover-Foxcroft","4,276","6","1","2","0","3","125","26","94","5","1"
"East Millinocket","3,181","0","0","0","0","0","19","3","16","0","0"
"Eastport","1,546","0","0","0","0","0","22","1","21","0","0"
"Eliot","6,371","3","0","1","0","2","58","20","37","1","0"
"Ellsworth","7,149","5","0","0","0","5","311","34","271","6","0"
"Fairfield","6,755","7","0","0","4","3","222","56","162","4","4"
"Falmouth","10,693","2","0","1","1","0","139","22","113","4","0"
"Farmington","7,576","9","0","6","0","3","246","23","219","4","1"
"Fort Fairfield","3,455","4","0","0","0","4","25","8","17","0","0"
"Fort Kent","4,187","1","0","0","0","1","33","10","20","3","0"
"Freeport","8,241","1","0","1","0","0","172","28","140","4","0"
"Fryeburg","3,358","6","0","2","1","3","46","11","33","2","0"
"Gardiner","6,115","6","0","3","0","3","158","37","117","4","0"
"Gorham","15,665","10","0","3","1","6","173","63","105","5","4"
"Gouldsboro","2,009","1","0","0","1","0","27","3","24","0","1"
"Greenville","1,730","1","0","0","1","0","53","9","42","2","0"
"Hallowell","2,451","2","0","0","2","0","111","14","94","3","0"
"Hampden","6,919","1","0","0","1","0","86","17","67","2","0"
"Holden","3,001","4","0","0","1","3","48","7","39","2","0"
"Houlton","6,133","8","0","1","1","6","130","17","109","4","1"
"Jay","4,795","0","0","0","0","0","71","17","50","4","2"
"Kennebunk","11,489","5","0","1","0","4","144","23","121","0","2"
"Kennebunkport","4,024","3","0","3","0","0","65","8","57","0","0"
"Kittery","10,307","4","0","3","1","0","146","19","119","8","0"
"Lewiston","35,183","94","1","22","34","37","1,065","204","830","31","13"
"Limestone","2,267","0","0","0","0","0","30","20","10","0","0"
"Lincoln","5,263","3","0","1","0","2","186","29","154","3","1"
"Lincolnville","2,195","2","0","0","0","2","20","5","11","4","0"
"Lisbon","9,360","2","0","1","0","1","112","11","92","9","0"
"Livermore Falls","3,140","7","0","2","0","5","95","28","66","1","2"
"Machias","2,133","4","0","1","0","3","59","13","45","1","1"
"Madawaska","4,342","0","0","0","0","0","59","3","54","2","0"
"Madison","4,601","8","0","2","1","5","129","25","100","4","0"
"Mechanic Falls","3,220","0","0","0","0","0","46","8","38","0","0"
"Mexico","2,872","3","0","3","0","0","119","26","89","4","2"
"Milbridge","1,313","0","0","0","0","0","17","0","17","0","0"
"Millinocket","4,913","3","0","0","1","2","111","17","89","5","2"
"Milo","2,351","7","0","0","0","7","61","13","47","1","0"
"Monmouth","3,846","3","0","1","0","2","50","8","41","1","0"
"Mount Desert","2,181","3","0","2","0","1","39","2","36","1","0"
"Newport","3,120","4","0","3","0","1","108","11","95","2","0"
"North Berwick","4,888","0","0","0","0","0","33","16","17","0","0"
"Norway","4,784","8","0","4","1","3","99","29","67","3","0"
"Oakland","6,204","4","0","3","0","1","121","29","89","3","0"
"Ogunquit","1,273","2","0","0","0","2","53","3","50","0","0"
"Old Orchard Beach","9,400","36","4","10","4","18","215","39","165","11","1"
"Old Town","7,723","5","0","0","2","3","159","25","132","2","2"
"Orono","9,751","6","0","0","3","3","210","33","175","2","2"
"Oxford","3,917","7","0","4","0","3","135","14","117","4","0"
"Paris","4,990","3","0","2","1","0","79","15","62","2","1"
"Phippsburg","2,170","0","0","0","0","0","14","1","13","0","0"
"Pittsfield","4,246","3","0","0","1","2","79","8","67","4","3"
"Portland","62,656","254","4","42","107","101","2,769","483","2,157","129","34"
"Presque Isle","9,056","12","0","3","1","8","356","50","300","6","1"
"Rangeley","1,181","2","0","0","0","2","31","8","22","1","0"
"Richmond","3,421","2","0","0","1","1","15","2","13","0","0"
"Rockland","7,464","2","1","0","0","1","465","37","421","7","1"
"Rockport","3,551","1","0","0","0","1","41","3","38","0","0"
"Rumford","6,336","19","0","8","2","9","206","43","159","4","1"
"Sabattus","4,645","2","0","1","0","1","56","15","36","5","0"
"Saco","18,323","14","0","7","2","5","504","88","395","21","6"
"Sanford","21,294","41","0","16","7","18","723","123","577","23","6"
"Scarborough","19,228","13","0","1","8","4","348","61","278","9","1"
"Searsport","2,605","0","0","0","0","0","40","17","23","0","0"
"Skowhegan","8,751","16","1","7","2","6","388","50","327","11","4"
"South Berwick","7,253","4","0","2","1","1","71","15","55","1","0"
"South Portland","23,796","54","0","4","19","31","1,116","125","969","22","0"
"Southwest Harbor","1,953","0","0","0","0","0","94","17","77","0","0"
"Swan's Island","303","0","0","0","0","0","0","0","0","0","0"
"Thomaston","3,666","1","0","0","0","1","81","13","62","6","0"
"Topsham","9,972","2","0","1","1","0","191","24","158","9","0"
"Van Buren","2,482","0","0","0","0","0","9","0","8","1","0"
"Veazie","1,862","1","0","1","0","0","28","6","21","1","0"
"Waldoboro","5,049","2","0","1","0","1","103","26","74","3","0"
"Washburn","1,586","0","0","0","0","0","30","5","25","0","0"
"Waterville","15,964","32","0","12","8","12","730","95","625","10","1"
"Wells","10,012","5","0","3","0","2","244","46","187","11","2"
"Westbrook","16,310","40","0","8","8","24","715","91","599","25","3"
"Wilton","4,188","24","1","8","1","14","127","24","100","3","0"
"Windham","16,838","7","0","3","2","2","340","72","255","13","3"
"Winslow","7,895","5","0","4","0","1","203","30","168","5","0"
"Winter Harbor","959","1","0","0","0","1","4","1","3","0","0"
"Winthrop","6,467","6","0","1","1","4","78","21","53","4","0"
"Wiscasset","3,815","1","0","1","0","0","47","12","34","1","0"
"Yarmouth","8,095","1","0","1","0","0","87","12","71","4","3"
"York","13,840","5","1","3","0","1","213","27","177","9","2"
