"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Abington","16,590","56","1","10","5","40","360","119","213","28","0"
"Acton","20,795","21","0","5","2","14","273","46","223","4","0"
"Acushnet","10,474","24","0","2","1","21","173","70","91","12","3"
"Adams","8,145","39","0","6","0","33","251","83","161","7","2"
"Agawam","28,353","43","0","6","7","30","325","80","206","39","5"
"Amesbury","16,421","46","0","6","3","37","291","40","241","10","3"
"Amherst","36,106","86","0","13","9","64","470","211","235","24","2"
"Andover","33,442","10","0","0","2","8","441","61","360","20","1"
"Aquinnah","355","0","0","0","0","0","7","0","7","0","0"
"Arlington","40,989","55","0","3","14","38","661","185","441","35","16"
"Ashburnham","6,009","6","0","0","1","5","45","18","25","2","4"
"Ashfield","1,817","3","0","0","0","3","16","5","11","0",""
"Ashland","15,927","20","0","3","1","16","163","56","98","9","0"
"Athol","11,637","47","0","7","3","37","291","109","172","10","2"
"Attleboro","43,228","143","0","8","31","104","956","223","662","71","9"
"Auburn2","16,298","","0","4","13","","503","83","393","27","8"
"Avon","4,285","6","0","0","2","4","195","23","161","11",""
"Ayer","7,378","24","0","3","5","16","148","50","88","10","3"
"Barnstable","47,828","372","1","39","41","291","1,638","450","1,105","83","14"
"Barre","5,455","20","0","2","2","16","72","21","47","4",""
"Becket","1,803","2","0","0","0","2","50","26","24","0",""
"Bedford","13,215","4","0","2","0","2","185","29","153","3","0"
"Belchertown","14,094","19","0","1","0","18","164","36","111","17","2"
"Belmont","23,252","38","0","5","8","25","263","96","152","15","1"
"Berkley","6,519","7","0","0","1","6","75","39","33","3","0"
"Berlin","2,740","0","0","0","0","0","18","1","16","1","0"
"Bernardston","2,234","3","0","0","0","3","24","7","14","3","0"
"Beverly","39,435","122","0","10","20","92","695","107","548","40","0"
"Blackstone","9,058","20","0","1","1","18","145","37","93","15","1"
"Bolton","4,522","2","0","0","0","2","61","29","31","1","2"
"Boston","604,465","6,676","62","237","2,398","3,979","22,429","3,493","16,531","2,405",""
"Bourne","19,048","63","0","5","10","48","580","258","313","9","3"
"Boxborough","5,124","11","0","2","2","7","52","14","34","4","1"
"Boxford","8,088","0","0","0","0","0","65","9","54","2","0"
"Boylston","4,298","2","0","0","0","2","32","10","21","1","0"
"Braintree","34,495","45","0","5","6","34","912","76","806","30","1"
"Brewster","10,009","16","0","0","0","16","129","35","87","7","2"
"Bridgewater","25,546","51","0","4","5","42","236","59","166","11","2"
"Brookline2","54,527","","0","3","30","","861","156","683","22","2"
"Buckland","1,990","7","0","1","0","6","17","4","13","0","0"
"Burlington","25,319","23","0","1","5","17","688","191","470","27","1"
"Cambridge","101,362","414","2","14","155","243","3,138","396","2,500","242","10"
"Canton","22,054","54","0","3","3","48","301","66","218","17","3"
"Carlisle","4,900","2","0","1","0","1","15","10","5","0","0"
"Carver","11,592","20","0","1","3","16","100","30","62","8","3"
"Charlemont","1,368","0","0","0","0","0","10","3","7","0","0"
"Charlton","12,740","15","0","1","2","12","131","40","74","17","2"
"Chatham","6,735","5","0","0","0","5","191","44","146","1","0"
"Chelmsford","34,187","45","0","2","8","35","651","68","557","26","1"
"Chelsea","38,621","669","2","25","212","430","1,635","407","979","249","1"
"Cheshire","3,287","0","0","0","0","0","12","8","4","0",""
"Chicopee","53,777","323","2","25","57","239","1,678","470","1,059","149","5"
"Chilmark","978","1","0","0","0","1","16","5","11","0","0"
"Clinton","14,101","4","0","0","0","4","122","23","92","7","0"
"Cohasset","7,171","7","0","1","1","5","128","62","64","2","0"
"Concord","17,543","13","0","0","2","11","273","88","182","3","2"
"Dalton","6,546","21","0","4","1","16","84","24","59","1","6"
"Danvers","26,958","52","0","2","9","41","945","65","845","35","1"
"Dartmouth","34,446","74","0","5","11","58","1,069","157","869","43","7"
"Dedham","24,217","37","0","3","20","14","593","74","492","27","1"
"Dennis","15,406","79","0","5","7","67","518","166","333","19","4"
