"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Adel","4,188","6","0","0","0","6","83","20","54","9","0"
"Algona","5,316","13","0","1","0","12","40","16","23","1","1"
"Altoona","14,355","17","0","5","2","10","472","49","407","16","2"
"Ames","55,249","173","4","26","10","133","1,636","346","1,228","62","2"
"Anamosa","5,749","4","0","0","0","4","127","24","97","6","2"
"Ankeny","42,632","34","1","9","6","18","641","89","536","16","3"
"Atlantic","6,725","8","0","1","0","7","114","17","93","4","1"
"Belmond","2,315","0","0","0","0","0","12","5","6","1","0"
"Bettendorf","32,592","28","0","3","1","24","595","136","442","17","9"
"Bloomfield","2,573","8","0","1","0","7","5","1","4","0","2"
"Boone","12,611","81","0","14","1","66","284","88","186","10","4"
"Burlington","25,214","198","1","9","44","144","1,136","208","859","69","26"
"Camanche","4,266","2","0","0","0","2","38","6","31","1","0"
"Carlisle","3,670","6","0","1","0","5","49","22","26","1","1"
"Carroll","9,992","7","0","3","0","4","153","22","124","7","2"
"Carter Lake","3,227","15","0","2","2","11","166","34","120","12","1"
"Cedar Falls","37,759","129","0","12","10","107","671","113","536","22","12"
"Cedar Rapids","126,984","448","3","34","136","275","5,949","1,252","4,353","344","26"
"Centerville","5,466","26","1","3","1","21","224","62","154","8","3"
"Chariton","4,454","20","0","2","0","18","180","40","125","15","1"
"Charles City","7,516","10","1","0","0","9","113","15","93","5","4"
"Cherokee","4,720","0","0","0","0","0","79","6","68","5","0"
"Clarinda","5,501","12","0","1","0","11","211","77","117","17","9"
"Clarion","2,723","4","0","0","1","3","70","8","60","2","0"
"Clinton","26,483","152","0","9","16","127","1,075","253","751","71","14"
"Clive","14,717","32","0","5","1","26","335","59","256","20","3"
"Coralville","18,672","42","0","12","15","15","647","94","530","23","2"
"Council Bluffs","60,108","415","3","68","66","278","4,237","866","2,957","414","54"
"Cresco","3,732","5","0","2","0","3","66","11","52","3","1"
"Creston","7,483","16","0","0","5","11","234","46","174","14","0"
"Davenport","99,070","794","6","46","199","543","5,747","1,283","4,153","311","33"
"Decorah","7,916","3","0","0","0","3","14","1","11","2","0"
"Denison","7,265","10","0","0","0","10","76","9","62","5","2"
"Des Moines","196,680","1,330","12","171","319","828","10,016","1,999","7,253","764","43"
"De Witt","5,276","12","0","0","0","12","117","70","44","3","1"
"Dubuque","57,262","356","0","21","25","310","1,915","487","1,357","71","24"
"Dyersville","4,178","1","0","1","0","0","46","7","37","2","0"
"Eldora","2,734","8","0","0","0","8","31","2","27","2","1"
"Eldridge","4,900","5","0","1","0","4","93","8","77","8","0"
"Emmetsburg","3,621","3","0","0","0","3","18","8","10","0","0"
"Estherville","6,247","12","0","0","0","12","124","35","82","7","0"
"Evansdale","5,065","6","0","2","0","4","147","47","94","6","1"
"Fairfield","9,113","13","0","1","0","12","283","67","208","8","1"
"Forest City","4,094","8","0","0","0","8","37","17","19","1","1"
"Fort Dodge","25,100","172","1","7","26","138","1,529","386","1,044","99","8"
"Fort Madison","10,808","58","0","11","5","42","352","84","246","22","2"
"Garner","2,937","0","0","0","0","0","37","18","18","1","1"
"Glenwood","5,687","6","0","0","0","6","102","14","82","6","1"
"Grinnell","9,216","19","0","4","2","13","274","70","199","5","8"
"Grundy Center","2,515","2","0","0","0","2","14","3","11","0","0"
"Hampton","4,159","0","0","0","0","0","8","1","7","0","0"
"Hawarden","2,373","0","0","0","0","0","23","8","14","1","0"
"Humboldt","4,213","1","0","0","0","1","27","4","19","4","0"
"Independence","6,106","6","0","1","0","5","194","56","128","10","2"
"Indianola","14,572","28","0","8","1","19","269","54","199","16","0"
"Iowa City","67,600","257","7","24","55","171","1,692","388","1,232","72","13"
"Iowa Falls","5,007","3","0","1","0","2","130","11","117","2","0"
"Jefferson","4,184","3","0","0","1","2","82","44","25","13","0"
"Johnston","16,354","17","0","6","2","9","243","43","197","3","1"
"Keokuk","10,381","143","0","9","1","133","543","87","427","29","12"
"Le Mars","9,178","21","1","4","0","16","256","64","174","18","1"
"Manchester","4,854","19","0","0","0","19","68","22","42","4","0"
"Maquoketa","5,891","11","0","3","2","6","162","46","107","9","2"
"Marion","32,954","32","1","4","5","22","625","175","415","35","11"
"Marshalltown","25,792","157","0","2","10","145","1,016","258","700","58","3"
"Mason City","27,305","33","1","6","3","23","900","142","720","38","4"
"Missouri Valley","2,769","1","0","0","0","1","67","8","55","4","0"
"Monticello","3,719","4","0","0","0","4","32","5","22","5","0"
"Mount Pleasant","8,783","25","0","2","0","23","242","58","168","16","2"
"Mount Vernon","4,258","2","0","1","0","1","77","4","68","5","0"
"Muscatine","22,383","116","0","20","4","92","771","161","565","45","6"
"Nevada","6,639","39","1","2","0","36","162","21","121","20","2"
"New Hampton","3,439","5","0","0","0","5","22","6","15","1","1"
"Newton","15,111","21","1","0","1","19","428","74","343","11","2"
"North Liberty","11,990","25","0","5","4","16","45","18","19","8","0"
"Norwalk","8,709","21","0","0","1","20","175","29","141","5","1"
"Oelwein","6,064","2","0","0","0","2","98","44","51","3","2"
"Osage","3,425","8","0","0","0","8","63","26","33","4","0"
"Osceola","4,697","2","0","0","0","2","115","13","97","5","0"
"Oskaloosa","11,040","26","0","6","6","14","338","73","248","17","2"
"Ottumwa","24,479","147","0","13","7","127","1,073","247","780","46","9"
"Pella","10,470","32","0","0","0","32","186","35","149","2","7"
"Perry","9,049","27","0","0","0","27","149","20","119","10","1"
"Pleasant Hill","8,292","10","0","1","0","9","113","37","65","11","0"
"Polk City","3,202","1","0","0","0","1","16","5","11","0","0"
"Prairie City","1,436","0","0","0","0","0","7","2","5","0","0"
"Red Oak","5,699","11","0","0","2","9","196","54","133","9","4"
"Sac City","2,127","1","0","0","0","1","10","3","7","0","0"
"Sergeant Bluff","4,017","13","0","1","0","12","75","16","58","1","2"
"Sheldon","4,740","6","0","0","0","6","78","13","59","6","0"
"Shenandoah","4,995","0","0","0","0","0","96","20","68","8","2"
"Sioux City","82,404","327","5","38","55","229","2,699","522","2,024","153","25"
"Spencer","10,952","0","0","0","0","0","384","135","247","2","2"
"Spirit Lake","4,695","4","0","0","0","4","186","38","146","2","0"
"State Center","1,351","1","0","0","0","1","20","0","19","1","1"
