"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Adams Village","1,681","0","0","0","0","0","8","3","4","1","0"
"Addison Town and Village","2,511","12","0","0","0","12","11","1","10","0","0"
"Akron Village","2,973","3","0","0","0","3","48","4","44","0","0"
"Albany","94,152","1,033","9","48","361","615","4,405","1,027","3,153","225","25"
"Albion Village","5,553","28","0","1","8","19","343","71","259","13","1"
"Alexandria Bay Village","1,109","2","0","1","0","1","20","7","12","1","0"
"Alfred Village","4,970","1","0","0","0","1","58","10","47","1","0"
"Allegany Village","1,764","3","0","0","0","3","23","7","16","0","0"
"Altamont Village","1,708","0","0","0","0","0","24","2","22","0","0"
"Amherst Town","110,351","141","0","2","45","94","2,082","206","1,819","57","8"
"Amity Town and Belmont Village","2,128","0","0","0","0","0","5","3","2","0","0"
"Amityville Village","9,247","6","0","0","4","2","193","21","163","9","0"
"Amsterdam","17,481","99","1","0","0","98","119","41","78","0","0"
"Andover Village","1,007","0","0","0","0","0","3","1","2","0","0"
"Arcade Village","1,890","2","0","0","0","2","60","11","49","0","0"
"Ardsley Village","4,933","2","0","0","1","1","39","3","35","1","0"
"Asharoken Village","637","0","0","0","0","0","1","0","1","0","0"
"Athens Village","1,713","0","0","0","0","0","0","0","0","0","0"
"Auburn","27,173","103","0","11","13","79","1,021","213","791","17","6"
"Avon Village","2,905","1","0","0","0","1","50","6","42","2","0"
"Baldwinsville Village","7,165","11","0","0","2","9","176","13","160","3","0"
"Ballston Spa Village","5,477","1","0","0","0","1","118","18","100","0","1"
"Batavia","15,156","36","0","4","7","25","470","83","378","9","7"
"Bath Village","5,428","19","0","4","1","14","161","20","137","4","2"
"Beacon","14,522","63","0","0","20","43","352","107","225","20","1"
"Bedford Town","18,626","6","0","0","0","6","121","23","94","4","2"
"Bethlehem Town","33,349","20","0","4","4","12","502","75","419","8","0"
"Binghamton","44,746","276","1","11","84","180","2,389","342","2,000","47","2"
"Blooming Grove Town","12,348","8","0","1","1","6","151","18","117","16","2"
"Bolivar Village","1,108","0","0","0","0","0","8","2","6","0","0"
"Bolton Town","2,165","2","0","0","0","2","18","4","14","0","0"
"Boonville Village","2,054","0","0","0","0","0","41","2","39","0","0"
"Brant Town","1,827","1","0","0","0","1","19","5","12","2","0"
"Brewster","2,119","9","0","0","2","7","18","3","14","1","0"
"Briarcliff Manor Village","7,981","0","0","0","0","0","36","6","29","1","0"
"Brighton Town","34,226","31","0","2","13","16","988","123","833","32","1"
"Brockport Village","8,108","21","0","2","3","16","188","47","135","6","1"
"Bronxville Village","6,561","3","0","1","1","1","50","16","30","4","0"
"Buffalo","270,289","3,716","37","174","1,539","1,966","15,474","4,112","9,503","1,859","126"
"Cairo Town","6,582","6","0","0","1","5","65","9","53","3","0"
"Caledonia Village","2,136","0","0","0","0","0","25","1","24","0","0"
"Cambridge Village","1,813","1","0","1","0","0","39","4","35","0","0"
"Camden Village","2,257","6","0","0","0","6","59","12","46","1","0"
"Camillus Town and Village","23,231","7","0","0","3","4","293","38","249","6","4"
"Canandaigua","11,159","20","0","2","9","9","233","36","192","5","1"
"Canisteo Village","2,218","3","0","0","0","3","68","11","56","1","0"
"Canton Village","6,075","5","0","0","0","5","121","11","109","1","0"
"Cape Vincent Village","787","0","0","0","0","0","7","4","3","0","0"
"Carmel Town","34,545","10","0","0","1","9","316","52","255","9","2"
"Carroll Town","3,431","2","0","0","0","2","7","2","5","0","0"
"Carthage Village","3,801","15","0","2","0","13","103","18","81","4","1"
"Catskill Village","4,241","10","0","0","2","8","178","19","157","2","0"
"Cattaraugus Village","984","2","0","0","0","2","2","1","1","0","0"
"Cayuga Heights Village","3,667","0","0","0","0","0","43","14","29","0","0"
"Cazenovia Village","2,861","0","0","0","0","0","66","7","59","0","1"
"Central Square Village","1,634","3","0","0","0","3","29","2","26","1","0"
"Centre Island Village","428","0","0","0","0","0","4","3","1","0","0"
"Chatham Village","1,694","14","0","0","3","11","55","12","41","2","0"
"Cheektowaga Town","78,303","208","0","18","73","117","2,596","408","2,048","140","12"
"Chester Town","9,973","2","0","0","0","2","41","4","35","2","0"
"Chester Village","3,585","2","0","0","1","1","138","7","129","2","0"
"Chittenango Village","4,890","4","0","1","1","2","134","18","112","4","0"
"Cicero Town","28,331","10","0","1","4","5","482","65","404","13","2"
"Clarkstown Town","78,869","103","0","9","26","68","1,778","119","1,613","46","2"
"Clifton Springs Village","2,141","2","0","2","0","0","27","0","27","0","0"
"Clyde Village","2,082","3","0","1","1","1","76","14","61","1","1"
"Cobleskill Village","4,715","2","0","1","1","0","191","28","163","0","1"
"Coeymans Town","8,043","26","0","0","2","24","72","16","52","4","3"
"Cohoes","15,032","61","0","3","6","52","189","42","127","20","0"
"Colonie Town","78,272","54","0","1","33","20","2,310","239","2,032","39","9"
"Copake Town","3,283","3","0","0","1","2","17","4","12","1","0"
"Corning","10,259","33","0","5","2","26","354","72","276","6","2"
"Cornwall-on-Hudson Village","3,066","0","0","0","0","0","28","2","26","0","0"
"Cornwall Town","9,825","10","0","1","3","6","135","25","104","6","0"
"Cortland","18,342","71","0","6","7","58","331","86","238","7","4"
"Coxsackie Village","2,768","5","0","0","0","5","59","13","44","2","0"
"Crawford Town","9,528","12","0","1","2","9","197","22","171","4","0"
"Cuba Town","3,312","11","0","0","0","11","46","6","39","1","0"
"Dansville Village","4,464","3","0","0","1","2","118","6","111","1","0"
"Deerpark Town","8,456","4","0","0","1","3","141","30","108","3","1"
"Delhi Village","2,735","1","0","0","1","0","24","3","21","0","0"
"Depew Village","15,275","27","0","1","12","14","390","65","314","11","2"
"Deposit Village","1,592","3","0","0","0","3","27","12","15","0","1"
"Dewitt Town","21,397","28","0","2","8","18","510","70","420","20","0"
"Dexter Village","1,157","0","0","0","0","0","6","0","6","0","0"
"Dobbs Ferry Village","11,251","6","0","1","1","4","128","16","109","3","1"
"Dryden Village","1,825","7","0","1","0","6","74","5","69","0","0"
"Dunkirk","12,012","41","1","3","9","28","273","84","179","10","2"
"Durham Town","2,699","0","0","0","0","0","6","0","6","0","0"
"East Aurora-Aurora Town","13,491","4","0","0","2","2","145","15","124","6","1"
"Eastchester Town","18,793","9","0","0","5","4","233","12","216","5","1"
