"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Baker","1,609","1","0","0","0","1","15","6","9","0","0"
"Belgrade","8,361","37","0","8","3","26","282","28","236","18","1"
"Billings2","103,196","272","2","40","54","176","4,261","618","3,367","276","22"
"Boulder","1,443","2","0","0","0","2","9","1","5","3","0"
"Bozeman","39,408","89","1","14","12","62","1,380","119","1,181","80","13"
"Colstrip","2,321","5","0","0","0","5","40","7","32","1","3"
"Columbia Falls","5,296","17","0","2","0","15","208","11","189","8","1"
"Columbus","1,957","0","0","0","0","0","44","3","39","2","0"
"Conrad","2,517","9","0","2","1","6","33","3","26","4","1"
"Cut Bank","3,129","36","0","2","0","34","78","11","63","4","2"
"Dillon","4,091","10","0","0","0","10","74","11","61","2","1"
"East Helena","2,149","4","0","0","0","4","33","14","18","1","1"
"Ennis","1,036","0","0","0","0","0","18","12","6","0","0"
"Eureka","1,009","0","0","0","0","0","30","13","17","0","0"
"Fort Benton","1,443","3","0","0","0","3","35","8","24","3","0"
"Glasgow","2,885","7","0","1","0","6","52","8","42","2","0"
"Glendive","4,585","6","1","0","0","5","169","13","149","7","0"
"Great Falls","59,093","162","1","8","30","123","2,791","281","2,381","129","15"
"Hamilton","4,824","16","0","4","1","11","258","25","223","10","0"
"Havre","9,621","51","0","8","0","43","425","32","362","31","1"
"Helena","29,054","86","0","14","7","65","1,007","121","832","54","15"
"Hot Springs","568","2","0","0","0","2","4","1","2","1","1"
"Joliet","620","0","0","0","0","0","7","1","6","0","0"
"Kalispell","21,056","72","0","12","9","51","1,360","151","1,160","49","3"
"Laurel","6,525","13","0","3","0","10","213","23","186","4","0"
"Lewistown","5,899","17","0","4","0","13","93","12","81","0","1"
"Libby","2,886","10","0","1","1","8","102","17","82","3","0"
"Livingston","7,457","23","0","2","2","19","175","28","134","13","1"
"Manhattan","1,559","5","0","0","0","5","22","3","19","0","0"
"Missoula","68,445","181","1","17","22","141","2,463","225","2,131","107","10"
"Plains","1,254","3","0","0","0","3","48","7","38","3","0"
"Polson","5,170","28","0","1","0","27","229","29","186","14","0"
"Ronan City","2,028","15","0","1","1","13","94","19","73","2","0"
"Stevensville","2,023","10","0","0","0","10","46","6","35","5","2"
"St. Ignatius","814","4","0","0","1","3","28","6","22","0","1"
"Thompson Falls","1,436","6","0","0","0","6","40","13","23","4","0"
"Three Forks","1,941","2","0","1","0","1","16","2","13","1","0"
"Troy","985","1","0","0","0","1","5","0","5","0","0"
"West Yellowstone","1,471","0","0","0","0","0","11","0","8","3","0"
"Whitefish","8,433","12","0","0","1","11","288","24","247","17","1"
"Wolf Point","2,508","16","1","2","1","12","48","6","38","4","0"
