"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Alpine/Highland","25,593","11","0","3","1","7","325","95","219","11","0"
"American Fork/Cedar Hills","37,173","35","0","10","8","17","1,302","222","1,041","39","4"
"Big Water","394","3","0","0","0","3","5","3","1","1","0"
"Blanding","3,181","3","0","0","0","3","42","3","39","0","0"
"Bountiful","44,098","42","1","10","16","15","905","134","743","28","4"
"Brian Head","126","0","0","0","0","0","28","3","25","0","0"
"Brigham City","18,682","43","0","3","5","35","516","78","421","17","7"
"Cedar City","28,883","32","0","8","3","21","855","133","682","40","1"
"Centerville","15,488","7","0","2","0","5","367","38","311","18","0"
"Clearfield","27,649","46","0","6","10","30","856","122","709","25","8"
"Clinton","20,646","16","0","7","3","6","270","46","214","10","0"
"Draper","40,607","24","0","5","3","16","965","226","678","61","1"
"Enoch","5,130","3","0","2","0","1","30","14","14","2","0"
"Farmington","17,185","9","0","2","1","6","174","37","130","7","1"
"Grantsville","8,815","5","0","3","0","2","178","36","136","6","2"
"Gunnison","2,781","15","0","1","1","13","131","28","92","11","0"
"Harrisville","5,748","20","0","0","12","8","263","26","232","5","0"
"Heber","10,024","9","0","5","0","4","69","15","52","2","1"
"Helper","1,863","3","0","0","0","3","27","12","13","2","1"
"Hildale","1,993","2","0","0","0","2","4","4","0","0","0"
"Hurricane","13,622","30","0","3","3","24","356","72","259","25","0"
"Ivins","8,148","5","0","1","0","4","116","35","80","1","0"
"Kanab","3,794","9","0","0","1","8","56","16","38","2","0"
"Kaysville","25,672","7","0","2","1","4","450","61","358","31","0"
"La Verkin","4,583","7","0","0","0","7","49","14","28","7","1"
"Layton","65,029","100","1","25","26","48","2,148","380","1,689","79","11"
"Leeds","775","0","0","0","0","0","4","1","3","0","0"
"Lehi","48,465","22","1","12","5","4","833","111","692","30","0"
"Logan","48,670","44","1","13","2","28","943","218","694","31","3"
"Mapleton","7,775","0","0","0","0","0","76","9","61","6","0"
"Midvale","27,875","83","0","21","12","50","1,555","371","974","210","0"
"Moab","4,877","17","0","1","2","14","212","38","169","5","0"
"Monticello","1,957","3","0","0","0","3","23","6","17","0","0"
"Murray","45,760","153","1","17","38","97","3,262","538","2,480","244","5"
"Naples","1,597","2","0","0","0","2","50","3","40","7","0"
"Nephi","5,295","7","0","1","0","6","148","45","88","15","0"
"North Ogden","17,441","7","0","2","2","3","196","35","156","5","0"
"North Park","12,272","11","0","4","0","7","255","41","210","4","1"
"North Salt Lake","13,217","15","0","5","2","8","383","134","231","18","3"
"Ogden","83,353","386","4","42","127","213","4,200","699","3,154","347","22"
"Orem","94,228","66","2","22","9","33","2,584","246","2,222","116","2"
"Park City","8,104","15","0","3","3","9","514","96","395","23","0"
"Parowan","2,638","2","0","1","1","0","28","12","14","2","0"
"Payson","17,703","4","0","0","1","3","544","100","407","37","0"
"Perry","3,962","4","0","1","1","2","91","6","84","1","0"
"Pleasant Grove/Lindon","32,755","22","0","5","4","13","549","57","461","31","2"
"Pleasant View","6,906","6","0","2","1","3","112","15","90","7","0"
"Price","8,146","17","0","5","0","12","411","64","329","18","3"
"Provo","119,189","184","0","40","21","123","2,994","451","2,401","142","11"
"Richfield","7,152","6","0","3","2","1","296","37","251","8","1"
"Riverdale","8,015","14","1","3","6","4","525","28","489","8","1"
"Roosevelt","4,928","5","0","1","1","3","172","21","144","7","1"
"Roy","35,279","49","1","18","7","23","802","126","645","31","3"
"Salem","6,082","1","0","0","0","1","83","30","51","2","0"
"Salina","2,391","7","0","0","0","7","98","15","76","7","0"
"Salt Lake City","180,514","1,420","12","75","486","847","16,169","2,044","12,282","1,843","58"
"Sandy","96,998","158","0","22","36","100","3,748","589","2,912","247","11"
"Santaquin/Genola","8,861","2","0","0","0","2","112","27","80","5","0"
"Saratoga Springs","19,624","9","0","2","2","5","141","30","100","11","1"
"Smithfield","9,448","3","0","2","0","1","127","34","90","3","1"
"South Jordan","51,044","44","0","10","7","27","1,118","178","882","58","4"
"South Ogden","15,783","25","0","7","10","8","572","74","480","18","2"
"South Salt Lake","21,490","221","4","37","61","119","1,889","288","1,310","291","4"
"Spanish Fork","29,880","13","0","7","1","5","578","109","453","16","2"
"Springville","27,753","37","0","16","9","12","723","103","598","22","1"
"St. George","74,356","161","1","20","26","114","2,105","441","1,547","117","7"
"Stockton","583","1","0","1","0","0","7","3","2","2","0"
"Sunset","4,887","1","0","0","0","1","169","64","105","0","0"
"Syracuse","23,333","7","0","4","0","3","332","44","281","7","2"
"Taylorsville City","58,600","202","0","24","71","107","2,940","446","2,196","298","6"
"Tooele","30,364","66","0","13","5","48","1,116","259","794","63","5"
"Tremonton","6,579","15","0","2","3","10","222","49","162","11","0"
"Vernal","8,496","32","0","8","3","21","345","57","261","27","2"
"Washington","18,184","26","0","5","2","19","442","79","342","21","0"
"West Bountiful","5,350","7","0","3","1","3","202","33","162","7","0"
"West Jordan","105,772","214","0","39","29","146","3,201","470","2,472","259","16"
"West Valley","124,128","595","2","95","167","331","6,473","804","4,805","864","20"
"Woods Cross","8,671","8","0","2","2","4","238","31","193","14","0"
